SITE_SOURCE_ID;SITE_NAME;WEB_IMAGES;IMAGE_COUNT;SOURCE_PDFS
drive-1b03ab52c607;Leang Bulu Karampung;/iiif/manifests/sites/drive-1b03ab52c607.json;2;LeangRakkoe_Maros_Tolean.pdf
drive-37616ece1db7;Leang Bur;/iiif/manifests/sites/drive-37616ece1db7.json;1;ToaleanSSulawesi.pdf
drive-bfc1e5d44f2d;Leang Burung Trench B;/iiif/manifests/sites/drive-bfc1e5d44f2d.json;2;UluLeang_Maros.pdf | arch_0044-8613_1976_num_11_1_1271.pdf
drive-3d64045a2f71;Leang Cammingkana;;0;
drive-3f344a60cc11;Leang Chakondo;/iiif/manifests/sites/drive-3f344a60cc11.json;2;Heereken_StoneAgeofIndonesia.pdf | SongKeplek_Java_Holocene.pdf
drive-65914d543490;Leang Cinae;;0;
drive-42d60113c5e9;Leang Cinayya;;0;
drive-2b6d6f5e24d4;Leang Garantiga;;0;
drive-70f6cd7eeffa;Leang Jarie Maros;;0;StencilsBoatsMunaIsland.pdf | archaeologysulawesi.pdf
drive-6fdf5c141e6b;Leang Jin Leang Jin;;0;
drive-cc3f4aa2cde8;Leang Jing. Source;/iiif/manifests/sites/drive-cc3f4aa2cde8.json;1;archaeologysulawesi.pdf
drive-1dd7e298203b;Leang Kado;/iiif/manifests/sites/drive-1dd7e298203b.json;2;LeangRakkoe_Maros_Tolean.pdf
drive-5d0e98551ebf;Leang Kajuara This;;0;
drive-0cca101b13c5;Leang Kajuara. The;;0;
drive-f2ab5ee5fae6;Leang Kassi. Rock;;0;
drive-4646ddea22b5;Leang Kecamatan Bantimurung Kabupaten Maros;;0;
drive-0c6606e7d668;Leang Kerassa;/iiif/manifests/sites/drive-0c6606e7d668.json;2;UluLeang_Maros.pdf | arch_0044-8613_1976_num_11_1_1271.pdf
drive-a232ed33e0bf;Leang Mande;/iiif/manifests/sites/drive-a232ed33e0bf.json;2;archaeologysulawesi.pdf
drive-a831353827e3;Leang Pamelakang Tedong Administratively;;0;
drive-38583e099d94;Leang Pamelakang Tedong. The;;0;
drive-70099b58552e;Leang Paninge;/iiif/manifests/sites/drive-70099b58552e.json;1;SSP_S2E2_Leonard Taufik.pdf | purnomo-et-al-2024-the-genetic-origins-and-impacts-of-historical-papuan-migrations-into-wallacea.pdf
drive-58adaef8ad69;Leang Sampeang Maros;;0;StencilsBoatsMunaIsland.pdf | archaeologysulawesi.pdf
drive-b88ce560a19b;Leang Sarru Layer;;0;From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf | From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia)-2.pdf
drive-fe09dc318403;Leang Sarru Salebabu;;0;2020KaharudinetalIndoCaves.pdf | ListCavesRockshelters.pdf
drive-65cbbdba14d2;Leang Sarru. Among;;0;Emergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf | LeangSarru_Pleistocene.pdf
drive-752d22a74d99;Leang Tahuna Merampit;;0;2020KaharudinetalIndoCaves.pdf | ListCavesRockshelters.pdf
drive-0952e230e796;Leang Tedongnge We;;0;
drive-12efa570faa2;Leang Tedongnge. As;;0;
drive-8ad8368b5585;Leang Tedongnge. Photo;;0;
drive-4c9e67d4071a;Leang The;/iiif/manifests/sites/drive-4c9e67d4071a.json;2;UluLeang_Maros.pdf | arch_0044-8613_1976_num_11_1_1271.pdf
drive-f2061b4c5ce2;Leang Timpalo;;0;DevelopmentofmarineandterrestrialresourceuseintheTalaudIslands.pdf | archaeologysulawesi.pdf
drive-89728ef38b97;Leang Timpuseng Corrected U-Series;;0;From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf | From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia)-2.pdf
drive-deb581ba8752;Leang Timpuseng Maros;;0;StencilsBoatsMunaIsland.pdf | archaeologysulawesi.pdf
drive-0c4d4fa7e8a6;Leang Tuwo;/iiif/manifests/sites/drive-0c4d4fa7e8a6.json;2;125988168.pdf | Bomo-Teleng_StoneAdzeWorkshop.pdf
drive-88443b3dd480;Leang Tuwo Mane’e Karakelong;;0;2020KaharudinetalIndoCaves.pdf | ListCavesRockshelters.pdf
drive-cef6acfa4fcf;Leang Uleleba;/iiif/manifests/sites/drive-cef6acfa4fcf.json;1;Heereken_StoneAgeofIndonesia.pdf | SongKeplek_Java_Holocene.pdf
drive-32ae23b0b951;Leang Ulu Tedong It;;0;
drive-7af4e86b18d3;Leang Ulu Tedong. The;;0;
drive-fca282da1bc1;Liang Besar. Sumber;/iiif/manifests/sites/drive-fca282da1bc1.json;1;Warisan Budaya Maritim Nusantara by Supratikno Rahardjo, Nies Anggraeni, Titi Surti Nastiti, Wiwin Djuwita Ramelan (z-lib.org).pdf
drive-39e9c201f971;Liang Boto;/iiif/manifests/sites/drive-39e9c201f971.json;1;Heereken_StoneAgeofIndonesia.pdf | Rote_Sawu_HumanOccup.pdf
drive-0317d2818307;Liang Bua Flores Radiocarbon OxA-X;;0;2020KaharudinetalIndoCaves.pdf | ListCavesRockshelters.pdf
drive-fbb5b5a5f931;Liang Bua The;/iiif/manifests/sites/drive-fbb5b5a5f931.json;3;localityInfoPDFLiang_Bua.pdf
drive-7349c250b56a;Liang Bua.Dalam;;0;Lembah Walanae.pdf
drive-c2c362da0138;Liang Jon. Di;/iiif/manifests/sites/drive-c2c362da0138.json;3;Borneo_Menyingkap_gua_prasejarah.pdf
drive-82af8e43c3ae;Liang Kacamata. Sementara;/iiif/manifests/sites/drive-82af8e43c3ae.json;1;Warisan Budaya Maritim Nusantara by Supratikno Rahardjo, Nies Anggraeni, Titi Surti Nastiti, Wiwin Djuwita Ramelan (z-lib.org).pdf
drive-55f110e0a42d;Liang Kacamata. Sumber;/iiif/manifests/sites/drive-55f110e0a42d.json;1;Warisan Budaya Maritim Nusantara by Supratikno Rahardjo, Nies Anggraeni, Titi Surti Nastiti, Wiwin Djuwita Ramelan (z-lib.org).pdf
drive-e5a23635f82c;Liang Kaung. Pemandu;/iiif/manifests/sites/drive-e5a23635f82c.json;2;Borneo_Menyingkap_gua_prasejarah.pdf
drive-6fa5b664f14b;Liang Kawung;/iiif/manifests/sites/drive-6fa5b664f14b.json;3;NTT_AustronesianSites.pdf | NeolithicTasikmalaya_Lebak_Java.pdf
drive-69fb249b1dfa;Liang Kilbidi;/iiif/manifests/sites/drive-69fb249b1dfa.json;3;594-Article Text-1601-1-10-20220304.pdf | SeramEarliestSettlements.pdf
drive-2310363b4a8e;Liang Kilbidi Seram Radiocarbon D-AMS;;0;2020KaharudinetalIndoCaves.pdf | ListCavesRockshelters.pdf
drive-1f3444edb2ec;Liang Lemdubu Kobroor;;0;2020KaharudinetalIndoCaves.pdf | ListCavesRockshelters.pdf
drive-84a1e994e8de;Liang Lemdubu N;;0;MoluccasHumanRem.pdf | spiceislands.pdf
drive-14d7e26f3a77;Liang Momer E N;;0;MoluccasHumanRem.pdf | spiceislands.pdf
drive-e5639910d754;Liang Nabulei Lisa Kobroor;;0;2020KaharudinetalIndoCaves.pdf | ListCavesRockshelters.pdf
drive-643bc708c0cb;Liang Susu. Kedua;;0;Warisan Budaya Maritim Nusantara by Supratikno Rahardjo, Nies Anggraeni, Titi Surti Nastiti, Wiwin Djuwita Ramelan (z-lib.org).pdf
drive-9f3e30cd7f89;Liang Toge N;;0;MoluccasHumanRem.pdf | spiceislands.pdf
drive-8429e10f1026;Liang Watu Tewa;/iiif/manifests/sites/drive-8429e10f1026.json;3;594-Article Text-1601-1-10-20220304.pdf | SeramEarliestSettlements.pdf
drive-74c2543309d9;Locality Golo Cave;/iiif/manifests/sites/drive-74c2543309d9.json;3;localityInfoPDFGolo_Cave.pdf
drive-05d75e0c6394;Locality Mololo Cave;/iiif/manifests/sites/drive-05d75e0c6394.json;3;localityInfoPDFMololo_Cave.pdf
drive-d765b64d8fdc;None Sakitaro Cave;;0;88665-2.pdf | OnoPawlik2024_ThePrehistoryofHumanMigration_IntechOpen_105160.pdf
drive-fb78526ea40c;Pia Hudale Cave;/iiif/manifests/sites/drive-fb78526ea40c.json;2;88744-3.pdf | OnoPawlik2024_ThePrehistoryofHumanMigration_IntechOpen_105160.pdf
drive-cce3feb15b8c;Sangiran Early Human;;0;
drive-af6d206667d9;Shitabaru Cave;/iiif/manifests/sites/drive-af6d206667d9.json;1;OnoPawlik2024_ThePrehistoryofHumanMigration_IntechOpen_105160.pdf
drive-8defab4514c2;Skiles Shelter;;0;LeangRakkoe_Maros_Tolean.pdf
drive-233f4291cc7c;Stiva Cave;/iiif/manifests/sites/drive-233f4291cc7c.json;3;StivaCave_UnderwaterCaveNusaPenida.pdf
drive-1afed9e2f81a;Timpuseng Cave;;0;
drive-5e1650a9d3c5;Toe Cave;/iiif/manifests/sites/drive-5e1650a9d3c5.json;2;Emergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf | preEmergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf
drive-f0ab4d70c9a3;Tropical Cave;;0;Emergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf | OConnor2006UnpackingISEANeolithic.pdf
drive-e7362902b787;Tuban Caves;;0;StoneAge.pdf
drive-0e6e46c0453d;West Java. Semedo;;0;
drive-22ebb205dd1d;Wetef Caves;;0;NMoluccasResearch.pdf | spiceislands.pdf
drive-e74692b3fdb9;Balang Metti Cave;;0;Pattuku_BalangMettiCave_Sulawesi.pdf
drive-1717c5c88a86;Barugayya Cave;/iiif/manifests/sites/drive-1717c5c88a86.json;3;Broken painting in the prehistoric cave and.pdf
drive-57464e49fbf3;Batu Edjaja Cave;/iiif/manifests/sites/drive-57464e49fbf3.json;3;archaeology_in_sulawesi_indonesia.pdf
drive-9121b1c8d3ec;Bra-holo Cave;/iiif/manifests/sites/drive-9121b1c8d3ec.json;2;preEmergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf
drive-cab5a3557920;Bukit Liang Susu;/iiif/manifests/sites/drive-cab5a3557920.json;3;BukitBangkai_Mesolithic.pdf
drive-5847523de0b8;Bukit Mabbaleang;;0;
drive-a4c819457c8c;Ceruk Batu Sindu;/iiif/manifests/sites/drive-a4c819457c8c.json;3;Arkeologi Natuna  Singkapan identitas budaya di gugus kepulauan terdepan Indonesia.pdf
drive-e4650705ca50;Ceruk Gregory River;/iiif/manifests/sites/drive-e4650705ca50.json;2;Balang Metti SiteLate Toalean Technology.pdf
drive-f10427a7e2f3;Ceruk Jon;;0;
drive-1f57451800cb;Ceruk Layah;;0;GuaArca_kangean_Java.pdf
drive-9df2ecd7f30e;Ceruk Liang Susu;/iiif/manifests/sites/drive-9df2ecd7f30e.json;3;BukitBangkai_Mesolithic.pdf
drive-16343cdc7582;Ceruk Liang Susus;/iiif/manifests/sites/drive-16343cdc7582.json;3;BukitBangkai_Mesolithic.pdf
drive-d55732e5599a;Ceruk Lungun;;0;
drive-42043c46a9aa;Ceruk Masare;/iiif/manifests/sites/drive-42043c46a9aa.json;1;05+Kalpataru+2023+Ipak+hal+149-162.pdf
drive-2df9189c3930;Distrik Meos Mansar Cave;;0;ch08.pdf
drive-75dbe6558509;Distrik Waigeo Barat Cave;;0;ch08.pdf
drive-b8bf01cf58aa;Goa Kampret Sebagai Sumber Belajar Sejarah;;0;GoaKampret_Hoabinh_Sumatra.pdf
drive-23311d64457c;Goa Na’u;;0;Images of the Wildman in Southeast Asia_25_04_02_18_20_39.pdf
drive-7cd7dcb224ad;Goa Tana;/iiif/manifests/sites/drive-7cd7dcb224ad.json;3;Seram2012.pdf
drive-961bfab316e3;Gua Adodo;;0;NorthMaluku_PleistoceneHolocene_Caves.pdf
drive-dae1794e0d03;Gua Alo-2;/iiif/manifests/sites/drive-dae1794e0d03.json;2;WajakSkulls.pdf
drive-490a02a8d65a;Gua Balang Matti;;0;Pattuku_BalangMettiCave_Sulawesi.pdf
drive-3e31f532b133;Gua Bale. Northern Limestone Massif;;0;Heereken_StoneAgeofIndonesia.pdf
drive-00245eab7040;Gua Batu. Ekskavasi;;0;Gua Batu_Kalimantan.pdf
drive-842fd7f5f85d;Gua Batungan;;0;SaHuynh-KalanayPottery.pdf
drive-edd36fc576b5;Gua Braholo BHL97-F4-17;;0;HomininDiversity_WestIndonesia.pdf
drive-f88e4d8c8e0e;Gua Braholo BHL98-I7-19;;0;HomininDiversity_WestIndonesia.pdf
drive-ffef3f8e3679;Gua Braholo BHL99-412;;0;HomininDiversity_WestIndonesia.pdf
drive-2a3d99838cb1;Gua Braholo The;;0;HomininDiversity_WestIndonesia.pdf
drive-34f8fc08c99d;Gua Braholo. Note;;0;HomininDiversity_WestIndonesia.pdf
drive-f121d77ebd4b;Gua Callao;/iiif/manifests/sites/drive-f121d77ebd4b.json;2;DiasporaMelanesiaNusantara.pdf
drive-97cb42a9f148;Gua Cha1;/iiif/manifests/sites/drive-97cb42a9f148.json;3;s41586-021-03823-6.pdf
drive-a84e2f72e06c;Gua Chauvet-Pont;/iiif/manifests/sites/drive-a84e2f72e06c.json;1;Butta Toa.pdf
drive-0c3e96b20bb9;Gua Desa Letak Astronomis;;0;document (2).pdf
drive-e1b5dcca69cd;Gua Di Maluku;;0;NorthMaluku_PleistoceneHolocene_Caves.pdf
drive-3b75ae63bb45;Gua Dudumunir Dalam;/iiif/manifests/sites/drive-3b75ae63bb45.json;1;149-164.pdf
drive-142e960f998b;Gua Elcastillo;;0;Butta Toa.pdf
drive-ed95126e827e;Gua Gambar Binatang Warna Jumlah;;0;
drive-c68b40b7de2e;Gua Gede Nusa Penida;/iiif/manifests/sites/drive-c68b40b7de2e.json;2;Austronesian Traces at Gede Cave, Nusa Penida Island, Bali.pdf
drive-42cdbe031aa6;Gua Gede Pulau Nusa Penida;/iiif/manifests/sites/drive-42cdbe031aa6.json;1;Austronesian Traces at Gede Cave, Nusa Penida Island, Bali.pdf
drive-fd0efb75d50d;Gua Harimau. Note;;0;HomininDiversity_WestIndonesia.pdf
drive-86b145646e3c;Gua Isisuk;;0;
drive-303214627a99;Gua Jari’E;/iiif/manifests/sites/drive-303214627a99.json;3;document (2).pdf
drive-27a436e150b0;Gua Jauharlin;/iiif/manifests/sites/drive-27a436e150b0.json;1;Osteobiografi_Rangka_Manusia_Situs_Liang_Bangkai_1.pdf
drive-f499bc7c7ffd;Gua Kain Hitam;/iiif/manifests/sites/drive-f499bc7c7ffd.json;1;Painted Sites, Sacred Sites_NHT.pdf
drive-a8f9f6de3e3b;Gua Kidang Individual;/iiif/manifests/sites/drive-a8f9f6de3e3b.json;2;HomininDiversity_WestIndonesia.pdf
drive-47f44c251db3;Gua Kuya. Kondisi;/iiif/manifests/sites/drive-47f44c251db3.json;3;1683-Article Text-6076-1-10-20220825.pdf
drive-b907f0de203c;Gua Kuya. Penelitian;;0;1683-Article Text-6076-1-10-20220825.pdf
drive-e441d82f1a21;Gua Lalomeruwi;/iiif/manifests/sites/drive-e441d82f1a21.json;3;RAPPORTSULAWESI-2014-OK.pdf
drive-f235510c3473;Gua Landung;;0;Gua Batu_Kalimantan.pdf
drive-52834b6d0426;Gua Latea;/iiif/manifests/sites/drive-52834b6d0426.json;3;Ragam wadah kubur di indonesia.pdf
drive-55e62437d363;Gua Lawang;;0;Butta Toa.pdf
drive-48c770daae21;Gua Liang Bangkai10;/iiif/manifests/sites/drive-48c770daae21.json;3;BukitBangkai_Mesolithic.pdf
drive-391a9737d491;Gua Liang Jago Based;/iiif/manifests/sites/drive-391a9737d491.json;3;BukitBangkai_Mesolithic.pdf
drive-2fb4089ab44a;Gua Liang Susu;/iiif/manifests/sites/drive-2fb4089ab44a.json;3;BukitBangkai_Mesolithic.pdf
drive-a0499e20402e;Gua Lolori;;0;NorthMaluku_PleistoceneHolocene_Caves.pdf
drive-7940ea8b6dcb;Gua M;;0;
drive-e70341d9762a;Gua Morekau;;0;NorthMaluku_PleistoceneHolocene_Caves.pdf
drive-beb90c3837c9;Gua Pawon. Note;;0;HomininDiversity_WestIndonesia.pdf
drive-dbaf69356fb9;Gua Pembicaraan;;0;Gua Batu_Kalimantan.pdf
drive-ce43ca028dcd;Gua Rampah;/iiif/manifests/sites/drive-ce43ca028dcd.json;1;Hoabinhian_Sumatra.pdf
drive-89610dd249ce;Gua Sagu;/iiif/manifests/sites/drive-89610dd249ce.json;1;StoneIndustriesSEAsia.pdf
drive-a7eaf946f4a0;Gua Samanggi;/iiif/manifests/sites/drive-a7eaf946f4a0.json;3;BorneoRockArt.pdf
drive-a946b5e51510;Gua Selonding;;0;Butta Toa.pdf
drive-0d64e0d48526;Gua Sireh Minanga Sipakko;;0;SaHuynh-KalanayPottery.pdf
drive-8a21ea5402cc;Gua Solo Oti Dari;/iiif/manifests/sites/drive-8a21ea5402cc.json;3;580-Article Text-1359-2-10-20190711.pdf
drive-8090da4b4984;Gua Solo Oti Desa Taipa;/iiif/manifests/sites/drive-8090da4b4984.json;3;580-Article Text-1359-2-10-20190711.pdf
drive-35f154095f83;Gua Sosoraweru Kampung Forir;;0;
drive-dde01a04d489;Gua Spirit;/iiif/manifests/sites/drive-dde01a04d489.json;1;DiasporaMelanesiaNusantara.pdf
drive-f6177411865c;Gua Tabon Minanga Sipakko;;0;SaHuynh-KalanayPottery.pdf
drive-6d24b75913b2;Gua Tam;;0;
drive-0857295d3073;Gua Tambon;;0;
drive-196f2d0b83b7;Gua Tanah Merah;;0;NorthMaluku_PleistoceneHolocene_Caves.pdf
drive-bf7be7c431c2;Gua Teluk Ke-lewar;/iiif/manifests/sites/drive-bf7be7c431c2.json;1;The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf
drive-ce820c97223f;Gua Tewet. Due;;0;
drive-773230d78db5;Gua Tewet. Two;;0;
drive-90d4ea950ca1;Gua Tok Long;;0;Bioarchaeology of Southeast Asia (Marc Oxenham, Nancy Tayles) (z-lib.org).pdf
drive-e2186ab89965;Gua Walkunder Arch;/iiif/manifests/sites/drive-e2186ab89965.json;2;Balang Metti SiteLate Toalean Technology.pdf
drive-9ab827abd604;Gua Wokam Island;/iiif/manifests/sites/drive-9ab827abd604.json;1;SpriggsetalThreeSeasonsAruIslandsch0419.pdf
drive-b548dcef2311;Gua Yanglebi;/iiif/manifests/sites/drive-b548dcef2311.json;1;7. Jurnal Papua Vol 4 No 2 Nov 2012.pdf
drive-253ff3fffdfd;Isturitz Cave;;0;Climate Change in Prehistory The End of the Reign of Chaos (William James Burroughs) (z-lib.org).pdf
drive-e0986ae7c91d;Kameng Cave;;0;AcehCaves.pdf
drive-d2ddb3269397;Krapina Cave;;0;Encyclopedia of Human Evolution and Prehistory (Eric Delson, Ian Tattersall, John Van Couvering etc.) (z-lib.org).pdf
drive-cf6967fbc1eb;Leang B;;0;
drive-9fa4f8a38fc9;Leang Barakka;;0;
drive-84a12a4b1830;Leang Bawang Leangnge;;0;
drive-8fcaefc79a65;Leang Bubbuka;;0;
drive-f14b8ed25415;Leang Buidane. These;/iiif/manifests/sites/drive-f14b8ed25415.json;2;BronzeArt_Bali.pdf
drive-4016e1f4e250;Leang Bunga Ejayya;;0;
drive-f1bb47e2e64a;Leang Burun;/iiif/manifests/sites/drive-f1bb47e2e64a.json;2;bulbeck-2008.pdf
drive-2b362ab44874;Leang Karassa Leang Burung;/iiif/manifests/sites/drive-2b362ab44874.json;1;Toalean_SSul.pdf
drive-c4a1a7ef4efa;Leang La’latang;;0;
drive-243047dd3e83;Leang Manaf;/iiif/manifests/sites/drive-243047dd3e83.json;2;The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf
drive-18eb18e8ce07;Leang Masapi;;0;
drive-f8f78ec2f29f;Leang Monroe;;0;
drive-cadeea8198f7;Leang Nippong;;0;
drive-e5a8ccdbb16f;Leang Panameanga;/iiif/manifests/sites/drive-e5a8ccdbb16f.json;2;SSulawesiHolocene_Bulbeck.pdf
drive-a885534f49f9;Leang Pangia;;0;
drive-721d74218abb;Leang Panninge The;/iiif/manifests/sites/drive-721d74218abb.json;3;s41586-021-03823-6.pdf
drive-8d0523ff7e02;Leang Papanjukang;;0;
drive-06d83b8aec21;Leang Parewe;;0;
drive-7ddb3ce2ef02;Leang Pasaung Gambar;;0;
drive-970d31c043ea;Leang Pettakere;/iiif/manifests/sites/drive-970d31c043ea.json;1;First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf
drive-e6e798697454;Leang Relaki;;0;
drive-6ec8bbe066b6;Leang Samalea;/iiif/manifests/sites/drive-6ec8bbe066b6.json;1;Archaeology in Oceania - 2022 - Perston - Stone‐flaking technology at Leang Bulu Bettue  South Sulawesi  Indonesia.pdf
drive-c18fa2a1c8eb;Leang Saukang Pakalu;;0;
drive-ae9b445e549e;Leang Tabboro;;0;
drive-b6bed4d101c4;Leang Tedongnge Leang Tedongnge;/iiif/manifests/sites/drive-b6bed4d101c4.json;1;Uncovering the chemistry of color change in rock art in Leang Tedongnge.pdf
drive-e49d5ddb084a;Leang Terroe;;0;
drive-9704b9f82128;Leang Timpuseng Rock Art;/iiif/manifests/sites/drive-9704b9f82128.json;3;localityInfoPDFLeang_Timpuseng.pdf
drive-04228542cd7a;Leang Tjakondo;/iiif/manifests/sites/drive-04228542cd7a.json;1;StoneAge.pdf
drive-bc5f0d25de7a;Leang Toli;;0;
drive-98557a11a4ae;Leang Tomatua Kacicang;/iiif/manifests/sites/drive-98557a11a4ae.json;2;SongKeplek_Java_Holocene.pdf
drive-70b996fd9623;Leang Tuwo Manae'e;/iiif/manifests/sites/drive-70b996fd9623.json;3;SongKeplek_Java_Holocene.pdf
drive-85c4c9360ac9;Leang Ulebaba;;0;CultureHistoryToaleanSSul.pdf
drive-80378c534177;Leang Ulu Ere;;0;
drive-32c7f0b7b237;Leang Ulu Wae;;0;
drive-d5ba2dda6989;Liang Bua Assemblage Accession;/iiif/manifests/sites/drive-d5ba2dda6989.json;3;localityInfoPDFLiang_Bua.pdf
drive-69c20adba8f9;Liang Bua Cave. Layers;/iiif/manifests/sites/drive-69c20adba8f9.json;3;Brumm_MoviusLine_Paleolithic.pdf
drive-79646866728d;Liang Bua. Scale;/iiif/manifests/sites/drive-79646866728d.json;3;Brumm_MoviusLine_Paleolithic.pdf
drive-0cec7f76b8ea;Liang Djenilu;/iiif/manifests/sites/drive-0cec7f76b8ea.json;2;Glover_TimorSites.pdf
drive-3e98665cc748;Liang Lappa Boneang;/iiif/manifests/sites/drive-3e98665cc748.json;2;Toalean_AustronesianInteractions_Mallawa_Maros.pdf
drive-787e99b4b330;Liang Latte Massallae;/iiif/manifests/sites/drive-787e99b4b330.json;3;Toalean_AustronesianInteractions_Mallawa_Maros.pdf
drive-297fd741b1a2;Liang Lumba;;0;Painted Sites, Sacred Sites_NHT.pdf
drive-8ea24c11115a;Liang Pu'en;;0;
drive-c8e43e86bd5a;Mardjan Cave;;0;StoneAge.pdf
drive-69ae1e5c2cf6;Mardua Cave;;0;
drive-7bebbd82a908;Muslimin Cave;/iiif/manifests/sites/drive-7bebbd82a908.json;1;AcehCaves.pdf
drive-8572004bc809;Oelnaik Cave;/iiif/manifests/sites/drive-8572004bc809.json;2;Rote_Sawu_HumanOccup.pdf
drive-6448fcf6d84d;Skull Cave;;0;
drive-52385f027797;Teera Gama Cave;/iiif/manifests/sites/drive-52385f027797.json;1;OnoPawlik2024_ThePrehistoryofHumanMigration_IntechOpen_105160.pdf
drive-96b11befc535;Uai Bobo Cave;/iiif/manifests/sites/drive-96b11befc535.json;1;First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf
drive-e4c07388fb8e;Ulnam Cave;/iiif/manifests/sites/drive-e4c07388fb8e.json;1;Heereken_StoneAgeofIndonesia.pdf
drive-330a0f041fde;Ulu Chanko Cave;;0;Heereken_StoneAgeofIndonesia.pdf
