SITE_SOURCE_ID;SITE_NAME;WEB_IMAGES;IMAGE_COUNT;SOURCE_PDFS
drive-19425655a763;Liang Bua;/iiif/manifests/sites/drive-19425655a763.json;3;Brumm_MoviusLine_Paleolithic.pdf | First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf | OnoPawlik2024_ThePrehistoryofHumanMigration_IntechOpen_105160.pdf
drive-ae4e74bc5697;Leang Burung;/iiif/manifests/sites/drive-ae4e74bc5697.json;2;archaeologysulawesi.pdf | Archaeology in Oceania - 2022 - Perston - Stone‐flaking technology at Leang Bulu Bettue  South Sulawesi  Indonesia.pdf
drive-a771faf3aea7;Gua Harimau;/iiif/manifests/sites/drive-a771faf3aea7.json;3;HomininDiversity_WestIndonesia.pdf | The-Excavation-of-Gua-Harimau-s-Western-Gallery--A-Contribution-_2023_L-Anth.pdf | First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf
drive-073f28cd7530;Leang Sarru;/iiif/manifests/sites/drive-073f28cd7530.json;3;Emergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf | LeangSarru_Pleistocene.pdf | Fuentesetal.Technological.pdf
drive-75055ad250a1;Gua Pawon;;0;HomininDiversity_WestIndonesia.pdf | Warisan Budaya Maritim Nusantara by Supratikno Rahardjo, Nies Anggraeni, Titi Surti Nastiti, Wiwin Djuwita Ramelan (z-lib.org).pdf
drive-5acc5ee05e10;Gua Braholo;/iiif/manifests/sites/drive-5acc5ee05e10.json;3;HomininDiversity_WestIndonesia.pdf | DiasporaMelanesiaNusantara.pdf | The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf
drive-6b0234972053;Liang Abu;/iiif/manifests/sites/drive-6b0234972053.json;3;LiangAbu_KimanisRockshelters_Borneo.pdf | LaingAbu_Kalimantan_500ADPottery.pdf
drive-37f70f4ecdfe;Gua Pra;/iiif/manifests/sites/drive-37f70f4ecdfe.json;3;Borneo_Menyingkap_gua_prasejarah.pdf
drive-755026e520f2;Leang Bulu Bettue;/iiif/manifests/sites/drive-755026e520f2.json;3;Archaeology in Oceania - 2022 - Perston - Stone‐flaking technology at Leang Bulu Bettue  South Sulawesi  Indonesia.pdf | PleistoceneHSapSulawesi.pdf | homoSap_SSul.pdf
drive-c5786b519b14;Liang Lemdubu;/iiif/manifests/sites/drive-c5786b519b14.json;3;The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf | Emergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf | SpriggsetalThreeSeasonsAruIslandsch0419.pdf
drive-e615a2a04268;Leang Buidane;/iiif/manifests/sites/drive-e615a2a04268.json;3;spiceislands.pdf | BronzeArt_Bali.pdf | First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf
drive-753fc66a7f74;Laili Cave;/iiif/manifests/sites/drive-753fc66a7f74.json;3;Oldest_human_occupation_of_Wallacea_at_Laili_Cave_.pdf | localityInfoPDFLaili_Cave.pdf | Atambua_WestTimor_Paleoenvironment.pdf
drive-ff822645648d;Gua Kidang;;0;HomininDiversity_WestIndonesia.pdf | RembangKarstCaves.pdf | 125988184.pdf
drive-eb6647c752de;Liang Jon;/iiif/manifests/sites/drive-eb6647c752de.json;3;Beads Kalimantan.pdf | Borneo_Menyingkap_gua_prasejarah.pdf
drive-13fdd8f0fc49;Gua Siti Nafisah;/iiif/manifests/sites/drive-13fdd8f0fc49.json;3;spiceislands.pdf | GuaSitiNafisah_Halmahera.pdf | GuaSitiHalmahera.pdf
drive-448961f61296;Liang Toge;/iiif/manifests/sites/drive-448961f61296.json;3;WajakSkulls.pdf | Heereken_StoneAgeofIndonesia.pdf
drive-41456ec323dc;Gua Tewet;/iiif/manifests/sites/drive-41456ec323dc.json;3;Borneo_Menyingkap_gua_prasejarah.pdf | BorneoRockArt.pdf
drive-5c497d96037b;Goa Topogaro;/iiif/manifests/sites/drive-5c497d96037b.json;3;OnoPawlik2024_ThePrehistoryofHumanMigration_IntechOpen_105160.pdf | GoaTopogaro_pleistocene_Sulawesi_AMHdispersalroutes.pdf | 89412-2.pdf
drive-f7905e079aef;Leang Batti;/iiif/manifests/sites/drive-f7905e079aef.json;3;LeangBattiCave_Holocene_Sulawesi.pdf | admin,+3_EN_585-Article+Text-2993+SN(1).pdf | Butta Toa.pdf
drive-f238626373f6;Gua Mo;/iiif/manifests/sites/drive-f238626373f6.json;3;archaeologysulawesi.pdf | GuaMo'oHonoRcokshelter_SSul.pdf | HoloceneOccupSulawesi.pdf
drive-6c828d5c3f7d;Gua Mo’o;/iiif/manifests/sites/drive-6c828d5c3f7d.json;3;archaeologysulawesi.pdf | GuaMo'oHonoRcokshelter_SSul.pdf | HoloceneOccupSulawesi.pdf
drive-6ede0bfd68eb;Gua Lawa;/iiif/manifests/sites/drive-6ede0bfd68eb.json;3;Heereken_StoneAgeofIndonesia.pdf | First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf | PrehistoricJavaSumatra.pdf
drive-41129973e215;Gua Babi;/iiif/manifests/sites/drive-41129973e215.json;3;Indonesian_LithicProduction.pdf | crandell,+Journal+editor,+Forestier+etal+1+-+ver+1.10+-READY.pdf | productionslithiquesarchipelindonésien.pdf
drive-0c1a308a329c;Leang Tedongnge;/iiif/manifests/sites/drive-0c1a308a329c.json;3;Uncovering the chemistry of color change in rock art in Leang Tedongnge.pdf
drive-a09fdd3c9651;Gua Prasejarah;/iiif/manifests/sites/drive-a09fdd3c9651.json;3;PELESTARIAN_GUA-GUA_PRASEJARAH_DI_KAWASAN_KARST_SA.pdf
drive-15be34dee062;Gua Masri;/iiif/manifests/sites/drive-15be34dee062.json;3;Borneo_Menyingkap_gua_prasejarah.pdf
drive-4878a532a9e9;Leang T;/iiif/manifests/sites/drive-4878a532a9e9.json;1;spiceislands.pdf | archaeologysulawesi.pdf | DevelopmentofmarineandterrestrialresourceuseintheTalaudIslands.pdf
drive-02f4388d8d65;Gua Talimbue;/iiif/manifests/sites/drive-02f4388d8d65.json;2;patterned_and_plain_baked_clay_from_prepottery_contexts_in_southeast_sulawesi_indonesia.pdf | archaeologysulawesi.pdf | sciadv.ady9493_sm.pdf
drive-7bb7af52852b;Gua Ham;/iiif/manifests/sites/drive-7bb7af52852b.json;3;Borneo_Menyingkap_gua_prasejarah.pdf | BorneoRockArt.pdf
drive-74e6c8c56acd;Mololo Cave;/iiif/manifests/sites/drive-74e6c8c56acd.json;3;An Archaeology of Waigeo (English).pdf | tlij7Y-ch17.pdf | Xhauflairetal2023.pdf
drive-f096488fa9d2;Leang Bulu’ Sipong;/iiif/manifests/sites/drive-f096488fa9d2.json;3;ToaleanSSulawesi.pdf | s41586-019-1806-y.pdf
drive-2cd524694e7d;Liang Lembudu;/iiif/manifests/sites/drive-2cd524694e7d.json;2;88724-2.pdf | NorthMaluku_PleistoceneHolocene_Caves.pdf | OnoPawlik2024_ThePrehistoryofHumanMigration_IntechOpen_105160.pdf
drive-00fd49b56d98;Liang Nabulei Lisa;/iiif/manifests/sites/drive-00fd49b56d98.json;3;SpriggsetalThreeSeasonsAruIslandsch0419.pdf | OnoPawlik2024_ThePrehistoryofHumanMigration_IntechOpen_105160.pdf | The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf
drive-a7e3653ee955;Liang Kaung;/iiif/manifests/sites/drive-a7e3653ee955.json;3;Borneo_Menyingkap_gua_prasejarah.pdf | Plutniak-etal_2014_new-ceramic-data-from-east-kalimantan.pdf
drive-8b48fa46f3f6;Leang Pattae;/iiif/manifests/sites/drive-8b48fa46f3f6.json;3;Heereken_StoneAgeofIndonesia.pdf | SSulawesiHolocene_Bulbeck.pdf | CultureHistoryToaleanSSul.pdf
drive-90e3cbb632ef;Liang Momer;/iiif/manifests/sites/drive-90e3cbb632ef.json;3;WajakSkulls.pdf | Bioarchaeology of Southeast Asia (Marc Oxenham, Nancy Tayles) (z-lib.org).pdf | 2008-ASJ-Homo-floresiensis.pdf
drive-5b2606c1df9e;Gua Tengkorak;/iiif/manifests/sites/drive-5b2606c1df9e.json;3;Borneo_Menyingkap_gua_prasejarah.pdf | First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf | 1683-Article Text-6076-1-10-20220825.pdf
drive-af61b47f6b6f;Leang Sarru Rockshelter;;0;Emergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf | NMaluku_MetalAge_Pottery.pdf | The_Archaeology_of_Island_Colonization_Global_Appr..._----_(Part_III._Regional_Case_Studies).pdf
drive-27102cae3a5b;Gua Mardua;/iiif/manifests/sites/drive-27102cae3a5b.json;3;Borneo_Menyingkap_gua_prasejarah.pdf
drive-e39194d097f2;Leang Buida;/iiif/manifests/sites/drive-e39194d097f2.json;2;archaeologysulawesi.pdf | DevelopmentofmarineandterrestrialresourceuseintheTalaudIslands.pdf | 05+Kalpataru+2023+Ipak+hal+149-162.pdf
drive-a30daa54dc7c;Leang Codong;/iiif/manifests/sites/drive-a30daa54dc7c.json;3;SSulawesiHolocene_Bulbeck.pdf | Lembah Walanae.pdf | Butta Toa.pdf
drive-ba5ca7c55a2c;Leang Panninge;/iiif/manifests/sites/drive-ba5ca7c55a2c.json;3;s41586-021-03823-6.pdf | ToaleanSSulawesi.pdf | 88724-2.pdf
drive-b8fd4036dd52;Gua Sambangoala;;0;archaeologysulawesi.pdf | HoloceneOccupSulawesi.pdf | 2020KaharudinetalIndoCaves.pdf
drive-b549ec6dda5a;Gua Tamrin;/iiif/manifests/sites/drive-b549ec6dda5a.json;3;Borneo_Menyingkap_gua_prasejarah.pdf | BorneoRockArt.pdf | First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf
drive-5e8b12de1d0e;Liang Pemalawan;/iiif/manifests/sites/drive-5e8b12de1d0e.json;3;Liang Pemalawan (en).pdf | Indonesian_LithicProduction.pdf
drive-48785f0cc425;Gua Lampetia;/iiif/manifests/sites/drive-48785f0cc425.json;2;Terminal Pleistoceneand Holocene Population Historyof Java_SongKeplek.pdf | archaeologysulawesi.pdf | BurialJarTradition.pdf
drive-8b6c8c5cd8a1;Leang Karassak;/iiif/manifests/sites/drive-8b6c8c5cd8a1.json;1;CultureHistoryToaleanSSul.pdf | archaeologysulawesi.pdf
drive-ceaa19dc1abf;Liang Bangkai;/iiif/manifests/sites/drive-ceaa19dc1abf.json;3;Osteobiografi_Rangka_Manusia_Situs_Liang_Bangkai_1.pdf | 126000089.pdf | Gua Batu_Kalimantan.pdf
drive-3790e9a45f76;Gua Metanduno;/iiif/manifests/sites/drive-3790e9a45f76.json;3;archaeologysulawesi.pdf | StencilsBoatsMunaIsland.pdf | Warisan Budaya Maritim Nusantara by Supratikno Rahardjo, Nies Anggraeni, Titi Surti Nastiti, Wiwin Djuwita Ramelan (z-lib.org).pdf
drive-736110748145;Gua Niah;/iiif/manifests/sites/drive-736110748145.json;3;DiasporaMelanesiaNusantara.pdf | SaHuynh-KalanayPottery.pdf
drive-5833df2a1504;Leang Tuwo Mane’e;/iiif/manifests/sites/drive-5833df2a1504.json;1;First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf | spiceislands.pdf
drive-85cb2797132a;Song Terus Cave;/iiif/manifests/sites/drive-85cb2797132a.json;3;Emergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf | HomininDiversity_WestIndonesia.pdf | preEmergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf
drive-4b1b3579a791;Gua Pondoa;;0;archaeologysulawesi.pdf
drive-d633d51ff645;Leang Rakkoe;/iiif/manifests/sites/drive-d633d51ff645.json;3;LeangRakkoe_Maros_Tolean.pdf | ToaleanSSulawesi.pdf | StoneQuarry_Bomboro_Maros.pdf
drive-007addb7d769;Leang Cave;;0;Butta Toa.pdf | 2020KaharudinetalIndoCaves.pdf | Balang Metti SiteLate Toalean Technology.pdf
drive-3006c386b315;Leang Karassa;/iiif/manifests/sites/drive-3006c386b315.json;3;Toalean_SSul.pdf | SSulawesiHolocene_Bulbeck.pdf | Heereken_StoneAgeofIndonesia.pdf
drive-19a71abd3eca;Gua Pasaung;;0;archaeologysulawesi.pdf | HoloceneOccupSulawesi.pdf | Lembah Walanae.pdf
drive-e976a35c58bc;Gua Pominsa;/iiif/manifests/sites/drive-e976a35c58bc.json;3;archaeologysulawesi.pdf | StencilsBoatsMunaIsland.pdf | Warisan Budaya Maritim Nusantara by Supratikno Rahardjo, Nies Anggraeni, Titi Surti Nastiti, Wiwin Djuwita Ramelan (z-lib.org).pdf
drive-4e4223c887db;Gua Payung;/iiif/manifests/sites/drive-4e4223c887db.json;3;Gua Batu_Kalimantan.pdf | Indonesian_LithicProduction.pdf | crandell,+Journal+editor,+Forestier+etal+1+-+ver+1.10+-READY.pdf
drive-fba5d15c37bc;Liang Abu’s;/iiif/manifests/sites/drive-fba5d15c37bc.json;3;Plutniak-etal_2014_new-ceramic-data-from-east-kalimantan.pdf | LaingAbu_Kalimantan_500ADPottery.pdf | LiangAbu_KimanisRockshelters_Borneo.pdf
drive-3a6aa9f4f5ef;Liang Sara;/iiif/manifests/sites/drive-3a6aa9f4f5ef.json;3;Borneo_Menyingkap_gua_prasejarah.pdf | BorneoRockArt.pdf
drive-1d7a0ba53742;Gua Kabori;/iiif/manifests/sites/drive-1d7a0ba53742.json;3;archaeologysulawesi.pdf | StencilsBoatsMunaIsland.pdf | Warisan Budaya Maritim Nusantara by Supratikno Rahardjo, Nies Anggraeni, Titi Surti Nastiti, Wiwin Djuwita Ramelan (z-lib.org).pdf
drive-c5b3432f2a46;Gua Andomo;/iiif/manifests/sites/drive-c5b3432f2a46.json;3;archaeologysulawesi.pdf | Butta Toa.pdf | HoloceneOccupSulawesi.pdf
drive-13f11c90c3d5;Liang Gobel;/iiif/manifests/sites/drive-13f11c90c3d5.json;3;Terminal Pleistoceneand Holocene Population Historyof Java_SongKeplek.pdf | HumanOccupEKal.pdf | Indonesian_LithicProduction.pdf
drive-57c99720b704;Ulu Leang Cave;;0;Butta Toa.pdf | 2020KaharudinetalIndoCaves.pdf | Balang Metti SiteLate Toalean Technology.pdf
drive-39a93adaf87b;Gua Makpan;/iiif/manifests/sites/drive-39a93adaf87b.json;3;GuaMapkan_Alor.pdf | Holocene_BurialPractice_AlorIsland.pdf | OnoPawlik2024_ThePrehistoryofHumanMigration_IntechOpen_105160.pdf
drive-3483e1bb067f;Shiraho-Saonetabaru Cave;/iiif/manifests/sites/drive-3483e1bb067f.json;1;Emergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf | OnoPawlik2024_ThePrehistoryofHumanMigration_IntechOpen_105160.pdf | Terminal Pleistoceneand Holocene Population Historyof Java_SongKeplek.pdf
drive-0452763239ef;Makpan Cave;/iiif/manifests/sites/drive-0452763239ef.json;3;Staple or delicacy  Sea urchin exploitation over the last 40 000 years at Makpan Cave  Alor Island.pdf | Fishhooks  Lures  and Sinkers  Intensive Manufacture of Marine Technology from the Terminal Pleistocene at Makpan Cave  Alor Island  Indonesia.pdf | 88744-3.pdf
drive-dc044b157d05;Gua Harto;/iiif/manifests/sites/drive-dc044b157d05.json;3;Borneo_Menyingkap_gua_prasejarah.pdf | First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf | BorneoRockArt.pdf
drive-97eb01858750;Gua Jufri;/iiif/manifests/sites/drive-97eb01858750.json;3;Borneo_Menyingkap_gua_prasejarah.pdf
drive-b47ea9854a05;Daeo Cave;/iiif/manifests/sites/drive-b47ea9854a05.json;3;spiceislands.pdf | Moluccas_BoneShells.pdf | Observations_on_the_Northern_Moluccan_excavated_an.pdf
drive-a9536cbca916;Gua Sumpang Bita;/iiif/manifests/sites/drive-a9536cbca916.json;3;document (2).pdf
drive-d5511c409732;Liang Pa;/iiif/manifests/sites/drive-d5511c409732.json;3;Indonesian_Megaliths_A_Forgotten_Cultura.pdf | Steimer_2018_archaeopress.pdf
drive-ea46ed631d3e;Pleistocene Cave;;0;Butta Toa.pdf | Early modern human migration into Sulawesi and Island adaptation in Wallacea.pdf
drive-9e7b4919d4a3;Liang Momer-E;/iiif/manifests/sites/drive-9e7b4919d4a3.json;3;WajakSkulls.pdf | Alor Island_PleistoceneCranial.pdf | Alor_Pleistocene_HumanSkull.pdf
drive-bd29a30b541d;Goa Kampret;;0;GoaKampret_Hoabinh_Sumatra.pdf
drive-4f1331aa8227;Leang Paja;/iiif/manifests/sites/drive-4f1331aa8227.json;3;SSulawesiHolocene_Bulbeck.pdf | CultureHistoryToaleanSSul.pdf | BurialJarTradition.pdf
drive-b616ac37ea15;Gua Payau;/iiif/manifests/sites/drive-b616ac37ea15.json;3;Borneo_Menyingkap_gua_prasejarah.pdf
drive-8ae174bb6ab1;Leang Ara;/iiif/manifests/sites/drive-8ae174bb6ab1.json;3;SSulawesiHolocene_Bulbeck.pdf | CultureHistoryToaleanSSul.pdf | SongKeplek_Java_Holocene.pdf
drive-fd0044e330a6;Gua Alo;;0;Bioarchaeology of Southeast Asia (Marc Oxenham, Nancy Tayles) (z-lib.org).pdf | Heereken_StoneAgeofIndonesia.pdf
drive-a7035fd366cf;Goa Tabuhan;;0;DiasporaMelanesiaNusantara.pdf | Emergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf | HomininDiversity_WestIndonesia.pdf
drive-6ed9023ab25b;Gua Dompo;/iiif/manifests/sites/drive-6ed9023ab25b.json;2;1431-Article Text-7111-2-10-20230212.pdf
drive-04e37585d67c;Gua Keboboh;/iiif/manifests/sites/drive-04e37585d67c.json;3;Borneo_Menyingkap_gua_prasejarah.pdf | 88724-2.pdf
drive-068f7e897744;Leang Saripa;/iiif/manifests/sites/drive-068f7e897744.json;3;SSulawesiHolocene_Bulbeck.pdf | CultureHistoryToaleanSSul.pdf | Heereken_StoneAgeofIndonesia.pdf
drive-5312a29116ef;Liang Uttange;/iiif/manifests/sites/drive-5312a29116ef.json;1;Toalean_AustronesianInteractions_Mallawa_Maros.pdf
drive-a2340d3010f0;Pamwak Cave;/iiif/manifests/sites/drive-a2340d3010f0.json;3;spiceislands.pdf | First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf | LithicArtefacts_Moluccas_halmahera.pdf
drive-34f10bc834fe;Gua Dudumunir;;0;149-164.pdf | WajakMan.pdf
drive-e8324d5edaaa;Gua Pandan;/iiif/manifests/sites/drive-e8324d5edaaa.json;3;Indonesian_LithicProduction.pdf | PrehistoricJavaSumatra.pdf | crandell,+Journal+editor,+Forestier+etal+1+-+ver+1.10+-READY.pdf
drive-b76a2c45f0f0;Leang Balangajia;;0;sciadv.ady9493_sm.pdf
drive-ea993530b5f7;Tianko Panjang Cave;;0;DiasporaMelanesiaNusantara.pdf | EarlyRiceCultivationSumatra.pdf | First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf
drive-dc61545ef322;Gua Batu;/iiif/manifests/sites/drive-dc61545ef322.json;2;Gua Batu_Kalimantan.pdf | The-Excavation-of-Gua-Harimau-s-Western-Gallery--A-Contribution-_2023_L-Anth.pdf
drive-97f0197612ab;Gua Gede;/iiif/manifests/sites/drive-97f0197612ab.json;3;Austronesian Traces at Gede Cave, Nusa Penida Island, Bali.pdf | 2020KaharudinetalIndoCaves.pdf | ListCavesRockshelters.pdf
drive-48492f9fb478;Gua Kambing;/iiif/manifests/sites/drive-48492f9fb478.json;3;Borneo_Menyingkap_gua_prasejarah.pdf
drive-a48d1015cfda;Gua Saleh;/iiif/manifests/sites/drive-a48d1015cfda.json;1;Painted Sites, Sacred Sites_NHT.pdf | First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf
drive-1b250f16935d;Gua Sambagowala;/iiif/manifests/sites/drive-1b250f16935d.json;2;patterned_and_plain_baked_clay_from_prepottery_contexts_in_southeast_sulawesi_indonesia.pdf | BurialJarTradition.pdf | GoaTopogaro_Sulawesi_Holocene_BoneLithic.pdf
drive-3b0ca7f0d5ac;Tewet Cave;;0;
drive-7cf4232f888b;Ceruk Sirebi Seiwu;;0;
drive-ebc73e3550ca;Gua Ta;/iiif/manifests/sites/drive-ebc73e3550ca.json;3;Borneo_Menyingkap_gua_prasejarah.pdf
drive-4b3cdd739702;Gua Tabon;/iiif/manifests/sites/drive-4b3cdd739702.json;3;SaHuynh-KalanayPottery.pdf | DiasporaMelanesiaNusantara.pdf
drive-6472cb7e0cfa;Leang Balisao;/iiif/manifests/sites/drive-6472cb7e0cfa.json;3;CultureHistoryToaleanSSul.pdf | SSulawesiHolocene_Bulbeck.pdf | SongKeplek_Java_Holocene.pdf
drive-53ef52404da7;Leang Jin;;0;
drive-63a26adfe073;Liang X;;0;Bioarchaeology of Southeast Asia (Marc Oxenham, Nancy Tayles) (z-lib.org).pdf | Heereken_StoneAgeofIndonesia.pdf
drive-6c515881b391;Trinil;;0;
drive-da7350672e14;Gua Batu Ejaya;/iiif/manifests/sites/drive-da7350672e14.json;2;Butta Toa.pdf
drive-ac86d99c8e6e;Leang Balangingi;/iiif/manifests/sites/drive-ac86d99c8e6e.json;2;MortuaryPatternsSEAsia.pdf | BurialJarTradition.pdf | LeangSarruRockshelter_Talaud.pdf
drive-8f54d297313c;Liang Ulin;/iiif/manifests/sites/drive-8f54d297313c.json;3;Gua Batu_Kalimantan.pdf | BukitBangkai_Mesolithic.pdf | Osteobiografi_Rangka_Manusia_Situs_Liang_Bangkai_1.pdf
drive-d1d205b3f8fd;Elivavan rockshelter;/iiif/manifests/sites/drive-d1d205b3f8fd.json;3;localityInfoPDFElivavan_rockshelter.pdf
drive-e131eb62fe07;Gua Karas Kaimana;;0;7. Jurnal Papua Vol 4 No 2 Nov 2012.pdf | 149-164.pdf
drive-1f2cef90b80f;Gua Mar;/iiif/manifests/sites/drive-1f2cef90b80f.json;3;Borneo_Menyingkap_gua_prasejarah.pdf
drive-83441c0ed9c2;Gua Pawon. Sumber;/iiif/manifests/sites/drive-83441c0ed9c2.json;2;Warisan Budaya Maritim Nusantara by Supratikno Rahardjo, Nies Anggraeni, Titi Surti Nastiti, Wiwin Djuwita Ramelan (z-lib.org).pdf
drive-a960a297715c;Gua Uhalie;/iiif/manifests/sites/drive-a960a297715c.json;3;Gua Uhalie_Sulawesi_cave art.pdf
drive-27622ae7c8a7;Gua Uhallie;;0;
drive-096bfd1415a2;Leang Alla Masigi;;0;
drive-87b2c18e52a5;Leang I;/iiif/manifests/sites/drive-87b2c18e52a5.json;3;UluLeang_Maros.pdf | arch_0044-8613_1976_num_11_1_1271.pdf | Indonesian_LithicProduction.pdf
drive-02a9a76775e0;Leang Leang;/iiif/manifests/sites/drive-02a9a76775e0.json;3;UluLeang_Maros.pdf | arch_0044-8613_1976_num_11_1_1271.pdf | 1969SSulawesiExped.pdf
drive-0a7edcad2f1b;Ceruk Lakan Taghu;/iiif/manifests/sites/drive-0a7edcad2f1b.json;1;archaeologysulawesi.pdf | StencilsBoatsMunaIsland.pdf | 2020OConnoretal.KisarRockart2JIPA.pdf
drive-869658ea4938;Gua Sahak;/iiif/manifests/sites/drive-869658ea4938.json;3;Borneo_Menyingkap_gua_prasejarah.pdf | BorneoRockArt.pdf
drive-6987cee3585a;Gua Sosoraweru;/iiif/manifests/sites/drive-6987cee3585a.json;1;Fakfak_Papua_Sosoraweru.pdf
drive-7a2fc91f4ca0;Kria Cave;/iiif/manifests/sites/drive-7a2fc91f4ca0.json;1;PleistocenePapua.pdf | GoaTopogaro_Sulawesi_Holocene_BoneLithic.pdf | 7. Jurnal Papua Vol 4 No 2 Nov 2012.pdf
drive-372832b9607a;Bumiayu;;0;
drive-39723c653bad;Gua Andarewa;/iiif/manifests/sites/drive-39723c653bad.json;2;AndarewaCave_Papua.pdf | 149-164.pdf
drive-6f1d4efca376;Gua Golo;/iiif/manifests/sites/drive-6f1d4efca376.json;3;DiasporaMelanesiaNusantara.pdf | NorthMaluku_PleistoceneHolocene_Caves.pdf | HoabinhianandAustronesian.pdf
drive-634ebe47d27d;Gua Mabitce;/iiif/manifests/sites/drive-634ebe47d27d.json;1;GuaMabitce_Hoabinh_Sumatra.pdf
drive-9fcf2dadc6aa;Leang Balang Pakalu;;0;
drive-630cc56fc87e;Leang Sakapao 1;;0;
drive-58db2d13bffd;Ngalau Gupin;;0;
drive-3262d998ec30;Rancah;;0;
drive-42f8efd3a405;Sambungmacan Area;;0;
drive-a899c9c83d5d;Sangiran Tanjung;;0;
drive-1030956e601a;Talepu;;0;
drive-28e74fdbcc17;Topogaro 2;;0;
drive-8b1bbe552ce2;Gua Dompo-Dompo;/iiif/manifests/sites/drive-8b1bbe552ce2.json;3;1431-Article Text-7111-2-10-20230212.pdf
drive-60be962fdfc0;Gua Kao;/iiif/manifests/sites/drive-60be962fdfc0.json;2;Borneo_Menyingkap_gua_prasejarah.pdf | BorneoRockArt.pdf
drive-a68b2e5be7ec;Gua Karas;;0;7. Jurnal Papua Vol 4 No 2 Nov 2012.pdf | 149-164.pdf
drive-4076cd77a0f6;Gua Kuya;/iiif/manifests/sites/drive-4076cd77a0f6.json;2;1683-Article Text-6076-1-10-20220825.pdf | 1431-Article Text-7111-2-10-20230212.pdf
drive-573d9192eabd;Gua Lascaux;/iiif/manifests/sites/drive-573d9192eabd.json;3;Borneo_Menyingkap_gua_prasejarah.pdf | Butta Toa.pdf
drive-4d56469ff4b3;Gua Lungun;/iiif/manifests/sites/drive-4d56469ff4b3.json;1;Indonesian_LithicProduction.pdf
drive-da8a566617e5;Lawa Cave;/iiif/manifests/sites/drive-da8a566617e5.json;3;Heereken_StoneAgeofIndonesia.pdf | Hoabinh Culture.pdf | StoneAge.pdf
drive-9dd3d4cbf56d;Leang Cakondo;/iiif/manifests/sites/drive-9dd3d4cbf56d.json;3;SSulawesiHolocene_Bulbeck.pdf | CultureHistoryToaleanSSul.pdf | SongKeplek_Java_Holocene.pdf
drive-1a3837eb9234;Sangiran;;0;
drive-ed07c05847d7;Tabuhan Cave;/iiif/manifests/sites/drive-ed07c05847d7.json;3;Emergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf | First_Islanders_Human_Origins_Patrimony 2.pdf | First_Islanders_Human_Origins_Patrimony.pdf
drive-ebc9c7e89283;Daeo Caves;/iiif/manifests/sites/drive-ebc9c7e89283.json;3;Moluccas_BoneShells.pdf | Observations_on_the_Northern_Moluccan_excavated_an.pdf | spiceislands.pdf
drive-8100231b256d;Gua Arca;/iiif/manifests/sites/drive-8100231b256d.json;3;GuaArca_kangean_Java.pdf
drive-b1e46b9bb13e;Gua Tebok;/iiif/manifests/sites/drive-b1e46b9bb13e.json;3;EKalimantan_CavesMesolithicBurials.pdf | Indonesian_LithicProduction.pdf
