SITE_SOURCE_ID;SITE_NAME;LOCALISATION;GEONAME_ID;PROJECTION_SYSTEM;LONGITUDE;LATITUDE;ALTITUDE;CITY_CENTROID;STATE_OF_KNOWLEDGE;OCCUPATION;STARTING_PERIOD;ENDING_PERIOD;MAIN_CHARAC;CHARAC_LVL1;CHARAC_LVL2;CHARAC_LVL3;CHARAC_LVL4;CHARAC_EXP;BIBLIOGRAPHY;COMMENTS
IPAD_177;Leang Bulu Bettue;Maros-Pangkep | South Sulawesi;;4326;119.669050;-4.960867;;;Excavated.;Not specified;;;Portable Objects / Artefacts;Bone;Animal bones;Jewellery;;No;A. Brumm, M.C. Langley, M.W. Moore, B. Hakim, M. Ramli, I. Sumantri, B. Burhan, A.M. Saiful, L. Siagian, Suryatman, R. Sardi, A. Jusdi, Abdullah, A.P. Mubarak, Hasliana, Hasrianti, A.A. Oktaviana, S. Adhityatama, G.D. van den Bergh, M. Aubert, J. Zhao, J. Huntley, B. Li, R.G. Roberts, E.W. Saptomo, Y. Perston, & R. Grün, Early human symbolic behavior in the Late Pleistocene of Wallacea, Proc. Natl. Acad. Sci. U.S.A. 114 (16) 4105-4110, https://doi.org/10.1073/pnas.1619013114 (2017).;From layer 4d (∼29.5 ka cal B.P.), we recovered two refitting artifacts that document a method of producing standardized disk-shaped beads (Fig. 2 and SI Appendix, Table S2). These items, Bead Blank A (BBA) and Bead Blank B (BBB), were both made on the same lower incisor of a babirusa pig-deer (Babyrousa sp.), an archaic suid endemic to Sulawesi that has subcylindrical incisors lacking enamel.
IPAD_177;Leang Bulu Bettue;Maros-Pangkep | South Sulawesi;;4326;119.669050;-4.960867;;;Excavated.;Not specified;-26000;-22300;Portable Objects / Artefacts;Bone;Animal bones;Jewellery;;No;A. Brumm, M.C. Langley, M.W. Moore, B. Hakim, M. Ramli, I. Sumantri, B. Burhan, A.M. Saiful, L. Siagian, Suryatman, R. Sardi, A. Jusdi, Abdullah, A.P. Mubarak, Hasliana, Hasrianti, A.A. Oktaviana, S. Adhityatama, G.D. van den Bergh, M. Aubert, J. Zhao, J. Huntley, B. Li, R.G. Roberts, E.W. Saptomo, Y. Perston, & R. Grün, Early human symbolic behavior in the Late Pleistocene of Wallacea, Proc. Natl. Acad. Sci. U.S.A. 114 (16) 4105-4110, https://doi.org/10.1073/pnas.1619013114 (2017).;Perforated Bone Pendant. Layer 4a (26–22.3 ka) yielded a bear cuscus phalange with a medial–lateral perforation at its proximal end (the base). The remnants of a notch used to constrain a point for drilling (i.e., an attack point) were identified.
IPAD_177;Leang Bulu Bettue;Maros-Pangkep | South Sulawesi;;4326;119.669050;-4.960867;;;Excavated.;Not specified;-26000;-22300;Portable Objects / Artefacts;Stone;Others;Others;Chert;No;A. Brumm, M.C. Langley, M.W. Moore, B. Hakim, M. Ramli, I. Sumantri, B. Burhan, A.M. Saiful, L. Siagian, Suryatman, R. Sardi, A. Jusdi, Abdullah, A.P. Mubarak, Hasliana, Hasrianti, A.A. Oktaviana, S. Adhityatama, G.D. van den Bergh, M. Aubert, J. Zhao, J. Huntley, B. Li, R.G. Roberts, E.W. Saptomo, Y. Perston, & R. Grün, Early human symbolic behavior in the Late Pleistocene of Wallacea, Proc. Natl. Acad. Sci. U.S.A. 114 (16) 4105-4110, https://doi.org/10.1073/pnas.1619013114 (2017).;Portable Art. Five stone artifacts with incised lines, V-shaped in section, were recovered from layers 4a and 4d. Artifact 153 (layer 4a) is a used, truncated chert flake with traces of red ochre. Edges are oriented obliquely to each other, creating a robust pointed projection, modified by the removal of a small flake. The cortical surface of the artifact was lightly incised with a central line extending from the center of this retouch to the tip of the projection, dividing the triangular artifact into more-or-less equivalent halves. Three equally spaced lines, 5 mm apart, extend obliquely from the central line at ∼40°, running to the tool's edge. Two of the lines appear to cross the central line, and up to six other lines, parallel to the oblique lines, are visible under magnification. The resultant geometric pattern is leaf-like in form. Artifact 443 (layer 4a) is a truncated chert flake struck down a steep cortical ridge on the core, resulting in a cortical back. The cortical back was lightly incised with four lines oriented at right angles to the ventral surface. Artifact 2344 (layer 4d) is an unmodified chert flake with a cross incised into a sunken square on the cortex. Artifact 10 (layer 4a) is a small, thin fragment of tabular limestone that was lightly incised with two parallel lines, 6.6 mm apart, and a third line oriented at a right angle to the first two, forming a simple cross-hatched pattern. The engraved face is relatively smooth, and the opposite face is rough and resulted from exfoliation from a larger, decorated piece. Artifact 1878 (layer 4d) is a used chert flake with an area of dorsal cortex incised by a single, shallow 22-mm-long line. These incised stone artifacts provide evidence from Wallacea and the wider region for a tradition of creating nonrepresentational imagery on mobile rock surfaces using a distinct artistic technique (incising with lithic tools), resulting in geometric motifs that are presently undocumented in the dated Pleistocene rock art.
IPAD_177;Leang Bulu Bettue;Maros-Pangkep | South Sulawesi;;4326;119.669050;-4.960867;;;Excavated.;Not specified;-26000;-22300;Portable Objects / Artefacts;Stone;Raw material;Pigment;Ochre;No;A. Brumm, M.C. Langley, M.W. Moore, B. Hakim, M. Ramli, I. Sumantri, B. Burhan, A.M. Saiful, L. Siagian, Suryatman, R. Sardi, A. Jusdi, Abdullah, A.P. Mubarak, Hasliana, Hasrianti, A.A. Oktaviana, S. Adhityatama, G.D. van den Bergh, M. Aubert, J. Zhao, J. Huntley, B. Li, R.G. Roberts, E.W. Saptomo, Y. Perston, & R. Grün, Early human symbolic behavior in the Late Pleistocene of Wallacea, Proc. Natl. Acad. Sci. U.S.A. 114 (16) 4105-4110, https://doi.org/10.1073/pnas.1619013114 (2017).;Pigment. Layers 4a–f contained extensive amounts of red- and mulberry-colored ochre fragments. We also recovered four ochre nodules (av wt = 22.9 g)—three from layer 4a and one from layer 4b—all of which exhibit signs of utilization (including primary traces from scraping and grinding and secondary traces from rubbing on a soft surface such as animal hide or skin). In addition, we identified an ochre plaquette (layer 4b) and three unmodified ochre nodules (two from layer 4a and one from layer 4b) that were brought to the site. Other evidence for pigment processing includes ochre residues on 30 chert artifacts (25 from layer 4a, three from layer 4b, and two from layer 4f).
IPAD_177;Leang Bulu Bettue;Maros-Pangkep | South Sulawesi;;4326;119.669050;-4.960867;;;Excavated.;Not specified;;;Portable Objects / Artefacts;Stone;Others;Others;Other material;No;Langley, M.C., Hakim, B., Agus Oktaviana, A. et al. Portable art from Pleistocene Sulawesi. Nat Hum Behav 4, 597–602 (2020). https://doi.org/10.1038/s41562-020-0837-6;It consists of a flat fragment of flowstone with maximum dimensions of 54.6mm in width, 51.7mm in length and 13.4mm in height (weight=47.7 g). A single graphic element covers most of the surface of the small stone slab and depicts the head of an endemic anoa shown in left profile, turned back towards its flank.
IPAD_177;Leang Bulu Bettue;Maros-Pangkep | South Sulawesi;;4326;119.669050;-4.960867;;;Excavated.;Not specified;;;Portable Objects / Artefacts;Stone;Others;Others;Limestone;No;Langley, M.C., Hakim, B., Agus Oktaviana, A. et al. Portable art from Pleistocene Sulawesi. Nat Hum Behav 4, 597–602 (2020). https://doi.org/10.1038/s41562-020-0837-6;The second engraved stone plaquette was excavated in situ from the upper surface of Layer 4a in 2018 (Fig. 1). It is made on a small, angular piece of fine-grained limestone and has maximum dimensions of 29.5mm in width, 50.3mm in length and 27.2mm in height (weight=57 g). As with the first artefact, the motif covers only one side of the stone. Seven deeply incised lines emanate from a central, facetted, oval form that dominates the engraved image (Fig. 5). The radiating lines and those comprising the circle-like form in the centre are all deeply etched (~2mm) into the stone surface, with striations from the repeated use of a stone burin-type edge clearly evident in their cross-section profiles
IPAD_177;Leang Bulu Bettue;Maros-Pangkep | South Sulawesi;;4326;119.669050;-4.960867;;No;Documented;Not specified;-208000;-132000;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1002/arco.5272;Description: n 249, 250, 252 Kunji cave, Iran 96, 227, 228 Kuturbulak, Uzbekistan 252 Laili, Timor-Leste 167, 176, 178â179, 182 Lang Rongrien, Thailand 136, 141, 154 Lang Trang, Vietnam 145 Leang Barugayya 2, Sulawesi, Indonesia 183 Leang Bulu Bettue, Sulawesi, Indonesia 183 Leang Burung, Sulawesi 167, 177 Leang Gurung 2, Sulawesi, Indonesia 183 Leang Sakapao, Sulawesi, Indonesia 167, 177, 183 Leang Serru, Salebabu island, Indonesia 181 Leang Timpuseng, Sulawesi, In Leang Bulu Bettue has been the focus of an annual program of joint Indonesian-Australian excavations carried out between 2013â15 and 2017â19. This work has uncovered a long sequence of stratified archaeological deposits inside the cave m | The rock art found in this cave consisted of two faded hand stencils drawings in red color located on the upper left part of the wall in an upright position. The black colored images of geometric shapes and a man in a straddle position that has deteriorated were also discovered in this cave. Besides discovering rock art images, there was also refuse that were found on the cave floor that consisted of molluscan shells from the Pelecypoda and Gastropoda types, while stone tools and pottery fragments were found on the center floor (cave mouth).
IPAD_191;Leang Rakkoe;Maros-Pangkep | South Sulawesi;;4326;119.669433;-4.959667;;No;Excavated;Not specified;-2580000;1950;Archaeological Sites;Port / Harbor / Anchorage;;;;No;https://doi.org/10.24832/wln.v18i1.427;Description: 31. Meijaard E, Groves C. Upgradi ng three subspecies of babirus a (Babyrousa sp.) to full species level. Asian Wild Pig News. 2002
IPAD_191;Leang Rakkoe;Maros-Pangkep | South Sulawesi;;4326;119.669433;-4.959667;;No;Excavated;Not specified;-2580000;1950;Portable Objects / Artefacts;Stone;Tools;Flake;Chert;;No;Perston, Y. L., Sumantri, I., Hakim, B., Oktaviana, A. A., & Brumm, A. (2020). Excavation report for Leang Rakkoe: A new Toalean site with engraved art in the Bomboro Valley, Maros Regency, South Sulawesi. Walennae: Jurnal Arkeologi Sulawesi Selatan dan Tenggara, 18(1), 51–64. https://doi.org/10.24832/wln.v18i1.427
IPAD_191;Leang Rakkoe;Maros-Pangkep | South Sulawesi;;4326;119.669433;-4.959667;;No;Excavated;Not specified;-2580000;1950;Portable Objects / Artefacts;Stone;Tools;Maros Point;Others;;No;Perston, Y. L., Sumantri, I., Hakim, B., Oktaviana, A. A., & Brumm, A. (2020). Excavation report for Leang Rakkoe: A new Toalean site with engraved art in the Bomboro Valley, Maros Regency, South Sulawesi. Walennae: Jurnal Arkeologi Sulawesi Selatan dan Tenggara, 18(1), 51–64. https://doi.org/10.24832/wln.v18i1.427
IPAD_191;Leang Rakkoe;Maros-Pangkep | South Sulawesi;;4326;119.669433;-4.959667;;No;Excavated;Not specified;-2580000;1950;Portable Objects / Artefacts;Stone;Tools;Backed Microlith;Others;;No;Perston, Y. L., Sumantri, I., Hakim, B., Oktaviana, A. A., & Brumm, A. (2020). Excavation report for Leang Rakkoe: A new Toalean site with engraved art in the Bomboro Valley, Maros Regency, South Sulawesi. Walennae: Jurnal Arkeologi Sulawesi Selatan dan Tenggara, 18(1), 51–64. https://doi.org/10.24832/wln.v18i1.427
IPAD_191;Leang Rakkoe;Maros-Pangkep | South Sulawesi;;4326;119.669433;-4.959667;;No;Excavated;Not specified;-2580000;1950;Portable Objects / Artefacts;Bone;Animal bones;Tools;;;No;Perston, Y. L., Sumantri, I., Hakim, B., Oktaviana, A. A., & Brumm, A. (2020). Excavation report for Leang Rakkoe: A new Toalean site with engraved art in the Bomboro Valley, Maros Regency, South Sulawesi. Walennae: Jurnal Arkeologi Sulawesi Selatan dan Tenggara, 18(1), 51–64. https://doi.org/10.24832/wln.v18i1.427
IPAD_191;Leang Rakkoe;Maros-Pangkep | South Sulawesi;;4326;119.669433;-4.959667;;No;Excavated;Not specified;-2580000;1950;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;No;Perston, Y. L., Sumantri, I., Hakim, B., Oktaviana, A. A., & Brumm, A. (2020). Excavation report for Leang Rakkoe: A new Toalean site with engraved art in the Bomboro Valley, Maros Regency, South Sulawesi. Walennae: Jurnal Arkeologi Sulawesi Selatan dan Tenggara, 18(1), 51–64. https://doi.org/10.24832/wln.v18i1.427;Groove Marks in Rock Face. The engraved lines on the cliff face above the excavation consist of at least 109 short, straight lines extending for approximately three metres. These marks occur from 2.82 to 3.32 m above the modern ground surface. The grooves are approximately 5 mm in depth and width, with a roughly V-shaped cross section, although weathering has impacted their morphology.;
