SITE_SOURCE_ID;SITE_NAME;LOCALISATION;GEONAME_ID;PROJECTION_SYSTEM;LONGITUDE;LATITUDE;ALTITUDE;CITY_CENTROID;STATE_OF_KNOWLEDGE;OCCUPATION;STARTING_PERIOD;ENDING_PERIOD;MAIN_CHARAC;CHARAC_LVL1;CHARAC_LVL2;CHARAC_LVL3;CHARAC_LVL4;CHARAC_EXP;BIBLIOGRAPHY;COMMENTS
IPAD_373;Leang Karrasa;Maros-Pangkep | South Sulawesi;;4326;119.707222;-5.045;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;Van Heekeren 1937, 1949, 1957:89-90, 1972:110-111, Van der Hoop 1941:175-176 | https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871;Information on the 1936 excavation of Leang Karassak is limited to fleeting descriptions by Van Heekeren (1937, 1949, 1957:89-90, 1972:110-111), and Van der Hoop's (1941) catalogue of the finds. The deposits reportedly consisted of a loose upper layer with pot sherds, and a lower shelly layer with the majority of the stone artifacts. These included denticulated and undenticulated projectile points, although Van Heekeren (1972:111) protested that none had a hollowed base, No. 3409 has serrated edges and a slight concavity at its base (Van Heekeren 1972, pl. 91), while No. 3411 was registered as a denticulated winged arrowhead (Van der Hoop 1941:175). There is no mention of backing although No. 3424 was registered as a geometric knife (Van der Hoop 1941:176). Bone tools were scarce and bone points are not specified (Van Heekeren) common. Combining the evidence from Macknight's and Van Heekeren's excavations, we infer that the ceramic Toalean at Leang Karassak, associated with geometric microliths, may have begun at around 3000 b.p. Serrated points would appear to have been restricted to older levels, and it is from there that the redeposited butt of a Maros point presumably originated. Additional note (1969 excavation): A test excavation of 1 m square was made at Leang Karassak by C.C. Macknight during the 1969 Australian-Indonesian Expedition to Sulawesi. Leang Karassak is a limestone rock-shelter beside the Camba road in the Patunuang Asue valley about 20 km from Maros. It was one of two shelters facing each other across the Patanuang Asue River, which drains the limestone karsts behind the Maros coastal plain. Although only his description of one of these shelters, Leang Saripa, is at all complete, Leang Karassak was test-pitted again in 1969 during the Australian-Indonesian Archaeological Expedition to South Sulawesi.
IPAD_374;Leang Lambattorang;Maros-Pangkep | South Sulawesi;;4326;119.667778;-4.97;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;Hand stencils and images of boars as well as stone tools fragments and molluscan shells were discovered in this cave. Meanwhile, several hand stencils have deteriorated, and only 34 images were identifiable that were scattered on the center left and right wall, on the back right of the wall, and on the rear wall as well as on the front ceiling of the cave. Unfortunately, vandalistic graffiti covered the images that were drawn on the left central part of the cave and on the rear wall of this cave.
IPAD_375;Leang Lompoa II;Maros-Pangkep | South Sulawesi;;4326;119.593056;-4.835556;;No;Documented;Not specified;-30500;-28200;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;The cave mouth is 8 meters in width and 12 meters in height; while the chamber (Chamber A) has a dimension of 9 meters long, 8 meters wide and 3 meters high. Hand stencil images as well as stone tools fragments and molluscan shells were found in this cave. However, several hand stencils had also deteriorated, and only 48 images were identifiable, which were drawn in Chamber A and B.
IPAD_376;Leang Mandauseng;Maros-Pangkep | South Sulawesi;;4326;119.642667;-4.951278;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;
IPAD_377;Leang Paccepacce;Maros-Pangkep | South Sulawesi;;4326;119.643167;-4.987333;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;
IPAD_378;Leang Pettae;Maros-Pangkep | South Sulawesi;;4326;119.6725;-4.98;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;
IPAD_379;Leang Pabbuno Juku;Maros-Pangkep | South Sulawesi;;4326;119.700222;-4.961333;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;
IPAD_380;Leang Petta Kere;Maros-Pangkep | South Sulawesi;;4326;119.676167;-4.978667;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;The cave mouth is 3 meters in width and 5 meters in height and has only one chamber (Chamber A) which is 6.5 meters long, 17 meters wide and 6 meters high. Hand stencils and an image of a boar as well as stone tools fragments and molluscan shells were found in this cave. The images of a boar and 12 hand stencils were located in the front right of the wall in Chamber A and is classified in Group I. The group of images is drawn 3 meters from the cave mouth and 4 meters above the cave floor.
IPAD_381;Leang Pangie;Maros-Pangkep | South Sulawesi;;4326;119.663944;-5.000722;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;
IPAD_382;Leang Pajae;Maros-Pangkep | South Sulawesi;;4326;119.673333;-4.986667;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;The inner chamber (Chamber A) has a dimension of 10 meters long, 4 meters wide and 3 meters high. Hand stencil images as well as stone tools fragments and molluscan shells were found in this cave. Six hand stencil images were located in Chamber A on the center right of the wall, which is categorized in Group I, II and III.
IPAD_383;Leang Pannampu;Maros-Pangkep | South Sulawesi;;4326;119.654167;-4.955;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;
IPAD_384;Leang Pellenge;Maros-Pangkep | South Sulawesi;;4326;119.686194;-4.970833;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pic tograph / Hand stencil;;;;No;;
IPAD_385;Leang Pucu;Maros-Pangkep | South Sulawesi;;4326;119.675694;-4.966333;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;
IPAD_386;Leang Sampeang I;Maros-Pangkep | South Sulawesi;;4326;119.990556;-4.998333;;No;Documented;Not specified;-33360;-31840;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;The cave mouth is 10 meters in width and 3 meters in height; and has one chamber (Chamber A) with a dimension of 7 meters long, 3 meters wide and 2.5 meters high. Hand stencil images as well as stone tools fragments and molluscan shells were discovered in this cave. Most of the hand stencil images have deteriorated, hence, only 29 images that were located in Chamber A were identifiable. These images are positioned on the front ceiling of the cave and are categorized in Group I, II, III and IV.
IPAD_938;Leang Sampeang II;Maros-Pangkep | South Sulawesi;;4326;119.990556;-4.998333;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;The Sampeang II Cave Site is located next to Sampeang I Site but with a wider dimension than Sampeang I. The cave mouth is 3 meters long and 2.5 meters high; and has one chamber (Chamber A) with 12 meters long, 3 meters wide and 3 meters high. Hand stencil images as well as stone tools fragments and molluscan shells were found in this cave. However, most of the hand stencil images in Chamber A have deteriorated, so that only 8 images on the front ceiling of the cave were recognizable.
IPAD_939;Leang Tengae;Maros-Pangkep | South Sulawesi;;4326;119.656667;-4.965;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;This shallow cave mouth has a dimension of 50 meters width and 11 meters in height; and has one chamber (Chamber A) measuring 3 meters long, 40 meters wide and 6 meters high. Hand stencils and animal images as well as stone tools fragments and molluscan shells were discovered in this cave. Several hand stencils have deteriorated, so that only 12 images were observable. These images which are categorized in Group I and II were scattered on the rear wall of Chamber A in the cave.
IPAD_940;Karama;Maros-Pangkep | South Sulawesi;;4326;119.616778;-4.921031;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;The rock art heritage of this cave consists of hand stencils, which were drawn individually or in groups of images. There were 9 hand stencils found fully drawn, while the other hand stencil only showed partial images such as showing only 2 or 3 fingers that were visible. The hand stencils were positioned on the left and right wall and colored in black and red. The other images found among others were human-like figures, geometric shapes and unidentified drawings. The black colored images were found on the center part of the ceiling. However, some of these drawings have severely deteriorated since the wall surface has peeled off.
IPAD_387;Leang Samongkeng I;Maros-Pangkep | South Sulawesi;;4326;119.664583;-4.980333;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;The cave mouth is 12 meters in width and 5 meters in height, and has only one chamber (Chamber A) which is 6 meters long, 10 meters wide and 2 meters high. Hand stencil images as well as stone tools fragments and molluscan shells were found in this cave. The images of 4 hand stencils were located on the center left of the wall in Chamber A and is classified in Group I. The distance of these images is 6 meters from the cave mouth and 2 meters in height from the cave floor.
IPAD_388;Leang Samongkeng II;Maros-Pangkep | South Sulawesi;;4326;119.661111;-4.971111;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;The cave mouth is 15 meters in width and 20 meters in height while the inner chamber (Chamber A) is 10 meters long, 12 meters wide and 10 meters high. Hand stencil images as well as stone tools fragments and molluscan shells were discovered in this cave. The images of 3 hand stencils drawn on black stones were found on the center of the ceiling in Chamber A and is classified as Group I. The distance of these images is 4 meters from the cave mouth and 6 meters in height from the cave floor.
IPAD_389;Leang Samongkeng III;Maros-Pangkep | South Sulawesi;;4326;119.661111;-4.971111;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;This cave has five chambers, namely Chamber A measuring 10 meters in length, 15 meters in width, and 12 meters in height; and Chamber B which is 6 meters long, 1.5 meters wide, and 4 meters high; Chamber C which is 2.5 meters long, 4.5 meters wide and 8 meters high; Chamber D measuring 6 meters in length, 3 meters in width and 6 meters in height; while Chamber E is 9 meters long, 3 meters wide and 6 meters high. Hand stencil images as well as stone tool fragments and molluscan shells were found in this site. However, only 10 hand stencil images located in Chambers B, C, D and E were recognizable while the remaining images had deteriorated.
IPAD_390;Leang Tampuang;Maros-Pangkep | South Sulawesi;;4326;119.742528;-5.035472;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;This cave has two chambers, namely Chamber A measuring 8 meters in length, 30 meters width, and 9 meters in height; and Chamber B which is 14 meters long, 4 meters wide, and 7 meters high. Hand stencil images as well as stone tools fragments and molluscan shells were found in this site. However, only 71 of the hand stencil images located in both Chambers A and B were recognizable since the remaining images had deteriorated. The hand stencils found in Chamber A were scattered on the left front of the wall, on the center left and on the right of the wall, on the rear wall as well as on the center ceiling of the cave. These images are categorized in Group I, II and III.
IPAD_391;Leang Tanre;Maros-Pangkep | South Sulawesi;;4326;119.650222;-4.992778;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;
IPAD_392;Leang Timpuseng;Maros-Pangkep | South Sulawesi;;4326;119.66;-4.998889;;No;Documented;Not specified;-41570;-39860;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;The cave mouth is 32 meters width and 6 meters in height; while the chamber (Chamber A) has a dimension of 9 meters long, 30 meters wide and 6 meters high. Hand stencil images as well as stone tools fragments and molluscan shells were found in this cave. Seven hand stencil images which are categorized in Group I and II are located on the right center wall, on the rear wall, as well as on the ceiling in Chamber A.
IPAD_393;Leang Tinggi Ada;Maros-Pangkep | South Sulawesi;;4326;119.679306;-4.97825;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;
IPAD_394;Leang Tenggae;Maros-Pangkep | South Sulawesi;;4326;119.655806;-4.962556;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;
IPAD_395;Leang Uluwae;Maros-Pangkep | South Sulawesi;;4326;119.673083;-4.984444;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;This cave has two chambers, namely Chamber A measuring 6 meters in length, 30 meters in width, and 4 meters in height; and Chamber B which is 5 meters long, 10 meters wide, and 4 meters high. Hand stencil images as well as stone tools fragments and molluscan shells were discovered in this site. Most of the hand stencil images had deteriorated, hence only 8 images located both in Chambers A and B were recognizable. The hand stencils in Chamber A were drawn on the rear wall and on the rear part of the cave ceiling.
IPAD_396;Leang Ulu Leang;Maros-Pangkep | South Sulawesi;;4326;119.6675;-4.991389;;No;Documented;Not specified;-12763;-11700;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;Glover 1976:122 124, Glover 1978:87 94 95 97, Glover 1979:307-309, Glover 1985:272, Bronson and Glover 1984:40;Ian Glover has never attempted to disguise the stratigraphic complexities of Ulu Leang 1 (Fig. 3). Sources of disturbance include a shallow fifteenth-century burial in squares C4-5 (Glover 1976:124), fertilizer quarrying in squares E-F/6-7 (Glover 1978:87), profound mingling of prehistoric and recent materials in the K-L squares (Glover 1976:122), and slight disturbance affecting the upper spits of the FIO square (Glover 1978:95). In addition, stratigraphic parallels had led Glover to expect a date of 6000-7000 b.p. for charcoal from a hearth excavated in spits 7-8, square J9, which contained abundant rice remains (Glover 1978:97). When the charcoal dated to only 1490 +/- 210 b.p. (Glover 1985:272), the idea that this rice marked Toalean agriculture in South Sulawesi was placed in abeyance, and the anomalous date was attributed to undetected, localized disturbance. Finally, the deposits have slumped 70 cm to 2 m downwards from where cemented deposits mark the old floor level. This slumping, which would postdate the earliest glass at the site (glass was found embedded in the top of the cemented deposit), has significantly warped the site's layers (Glover 1979:307-309). Glover's main section of the Ulu Leang 1 layers, relating to the D6 and D7 squares, is reproduced in Figure 3. It shows a succession from sterile clay at the base, to layers of brown earth intercalated with gray ashy layers, to a gray-brown layer occupying much of the upper half of the archaeologically productive deposits, and a light gray capping, which may itself be overlain by a hard gray earth. The dated samples (excluding the 1500-year-old hearth in square J9) come from minimally disturbed deposits in squares C2, C7, F6-7, J6, and the cemented deposit (Bronson and Glover 1984:40). As none of them come from squares D6-D7, they are plotted on Figure 3 based on the information of which stratigraphic layer and which spit (excavated to 10 cm in depth) the samples derive from. If this interpretation of the data is permitted, spits 2 and 3 would date to the middle Holocene, spits 5 to 12 would date from >6000 b.p. to around 8000 b.p., while the underlying deposits could all date in excess of 8000 b.p. Glover (1976) provided counts per spit for squares C2-C5 and D6-D7, which lie away from any part of the site known to have been profoundly disturbed. These are aggregated into associations in Table 4, while the earthen sherds and Toalean types are schematically related to the stratigraphy in Figure 3. Spit 1 is clearly a conflated deposit containing materials that date to the last 3500 or 4000 years. In addition to glazed sherds, iron nails, and glass, it contained 72 percent of the pot sherds, 60 percent of the geometric microliths, 24.5 percent of the Maros points, and a few bone points and backed blades. It would broadly relate to the ceramic Toalean of spits 1-16 at Leang Burung 1 Trench A, corresponding to time when the production of Maros points and bone points dwindled, while backed microliths enjoyed some kind of resurgence. Historical artifacts did not penetrate as deep as spits 2-3, which contained the remaining earthenware sherds, 68 percent of the Maros points, 29 percent of the bone points, but only 4 percent of the backed microliths. Radiocarbon dates between 3470 and 5310 b.p. are associated with this smattering of backed microliths and concentration of Maros points and bone points. As both the dates and the Toalean typology match those in the preceramic levels at Leang Burung 1, the potsherds in spits 2-3 at Ulu Leang 1 could be intrusive from spit 1. Although Glover (1979:307) obtained a 4260-4830 b.p. date from 20-40 cm depth in a cemented deposit sample that also yielded 12 pot sherds, a Maros point and 12 geometric microliths (between 0 and 60 cm in depth), any pottery from the same depth as the dated sample may have been trampled downward prior to the deposits' cementation. The actual dating on the pottery itself is 3000-4000 b.p., being a thermoremnant magnetism assay on sherds from spits 1 to 3 in the C2 square (Glover 1978:94). Thus it is entirely possible that all the pottery at Ulu Leang 1 post-dates 4000 b.p. or even 3500 b.p., and would be generally more recent than the Maros points - the hallmark of the middle Holocene Toalean at Leang-Leang. The four Maros points in spits 4 and 5 could be intrusive from spit 3. Hence the earliest Toalean assemblage at Ulu Leang 1, which would date to approximately 6000-8000 b.p., is characterized by backed microliths and bone points, but few if any Maros points. Of the geometric microliths, 30 percent came from spits 5 to 7, 93 percent of the backed blades came from spits 4 to 7, the deepest backed blade lay in spit 10, and 66 percent of the bone points were excavated in spits 5 to 11. This early-middle Holocene Toalean assemblage has no obvious correlate at Leang Burung 1 but compares well with Van Heekeren's lower layer at Leang Pattae.
IPAD_397;Leang Wanuwae;Maros-Pangkep | South Sulawesi;;4326;119.68175;-4.966167;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;
IPAD_932;Monroe Cave;Maros-Pangkep | South Sulawesi;;4326;119.611917;-4.890806;;No;Documented;Not specified;;;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;Harry, Widianto and Karina, Arifin and R. Cecep Eka, Permana and Pindi, Setiawan and Andi M, Said and Adhi Agus, Oktaviana (2015) Gambar cadas prasejarah Indonesia. Direktorat Pelestarian Cagar Budaya dan Permuseuman. ISBN 9789798250521;Description (ID): Temuan yang berada pada gua ini adalah gambar cap tangan, cangkang moluska, dan alat batu. Gambar cap tangan berwarna merah dengan kondisi yang sudah tidak utuh lagi akibat terjadinya pengelupasan dinding gua. Gambar tersebut terletak di langit-langit gua bagian tengah, dengan sikap gambar miring. | Description (EN): Findings at this cave include hand stencil images, mollusk shells, and stone tools. The hand stencil images are red in color and no longer intact due to peeling of the cave wall. The images are located on the ceiling in the central part of the cave, in a tilted orientation.
IPAD_171;Leang Balangajia;Maros-Pangkep | South Sulawesi;;4326;119.650222;-4.992111;;No;Documented;Not specified;-2580000;-11700;Archaeological Sites;Port / Harbor / Anchorage;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: be the recent discovery and U-series dating of two Late Pleistocene figurative paintings of Sulawesi warty pigs in Maros-Pangkep. These parietal artworks are from two newly identified cave art sites: Leang Tedongnge and Leang Balangajia 1. We describe the animal images at these localities and report the U-series dating results on associated speleothems. RESULTS Materials and methods We undertook U-series isotope analysis of small coralloid speleothems be the recent discovery and U-series dating of two Late Pleistocene figurative paintings of Sulawesi warty pigs in Maros-Pangkep. These parietal artworks are from two newly identified cave art sites: Leang Tedongnge and Leang Balangajia 1. We describe the animal images at these localities and report the U-series dating results on associated speleothems. RESULTS Materials and methods We undertook U-series isotope analysis of small coralloid | Keywords: Rock art site
IPAD_173;Leang Batu Tianang / Leang Barakka;Maros-Pangkep | South Sulawesi;;4326;119.605583;-4.926056;;No;Documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.3406/arch.1976.1271;Description: nly 6 prehistoric caves in the Maros Pangkep area that did not have paintings in the form of hand drawings and one cave did not have paintings. The paintings in the 6 prehistoric caves are in the form of human images in Leang Batu Tianang, Leang Karama, Leang Ulu Tedong, Leang Pamelakkang Tedong | Numerous rock art images oriented upwards were found on the left side of the cave ceiling. These drawings were colored either in black or red, ranging from individual drawings to overlapping red images that were drawn over the black colored images. The images drawn in this cave among others included animal images, human figures and geometric shapes. Four drawings of a centipede-like image and 3 drawings of unidentified images were positioned on the right wall. Meanwhile, the other archaeological heritage in this cave consisted of refuse that comprises of molluscans from the gastropoda and pelecypoda species, which were found scattered or piled up on the center of the cave floor.
IPAD_179;Leang Bulu Sipong I;Maros-Pangkep | South Sulawesi;;4326;119.611111;-4.892944;;No;Documented;Not specified;-11700;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: axime Aubert2*† Indonesia harbors some of the oldest known surviving cave art. Previously, the earliest dated rock art from this region was a figurative painting of a Sulawesi warty pig (Sus celebensis). This image from Leang Bulu' Sipong 4 in the limestone karsts of Maros-Pangkep, South Sulawesi, was created at least 43,900 years ago (43.9 ka) based on Uranium-series dating. Here, we report the Uranium-series dating of two figurative cave paintings of S s of therianthropes are uncommon6—the oldest such image is a carved figurine from Germany of a human with a feline head (dated to about 40–39 ka)8. Here we describe an elaborate rock art panel from the limestone cave of Leang Bulu' Sipong 4 (Sulawesi, Indonesia) that portrays several figures that appear to represent therianthropes hunting wild pigs and dwarf bovids | This site is categorized as a horizontal cave, which is positioned 88 meters above sea level and facing the south. The cave mouth is 6.7 meters in width, 19 meters in length and 5.30 meters in height; while the chamber has a dimension of 16.70 meters long, 3.30 meters wide and 7.60 meters high. The surface of the wall is rough and it has natural rock formation such as stalactites and pillars inside the cave, with a medium range of air circulation, and low to medium range of sunlight. This cave is very difficult to access as it is located in Bulu Sipong Hill. Besides, to reach the site, one must take a 45-minute trip by boat crossing the river. The rock art found in this cave consisted of three hand stencils and an image of a boat positioned on the left wall. These 3 hand stencil images were still intact, facing upright and some facing sideways. Meanwhile, the other 3 hand stencil images were drawn on the other panel, while there was also a drawing of a boat and an image of a fish on the ceiling, which had faded or deteriorated.
IPAD_941;Leang Bulu Sipong II;Maros-Pangkep | South Sulawesi;;4326;119.611028;-4.891972;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;The cave has natural rock formations such as i.e. stalactites, stalagmites and pillars inside. The contour of the cave floor is uneven and it is relatively dry with low humidity except in the left recess of the cave, which is very damp. Rock art, stone tools, pottery fragments, bones fragments, crab claw shells and refuse were discovered in this cave. The rock art drawings that were found in the caves included hand stencils, animals (duck-like images), kites and unidentified images, which were drawn from the left to the right of the cave top wall.
IPAD_942;Leang Bulu Sipong III;Maros-Pangkep | South Sulawesi;;4326;119.613417;-4.89175;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;The first cave mouth is located in the east and is connected with the second cave mouth in the west by a passage which is extended to the west, horizontally with the cliff wall. The eastern cave mouth is 6 meters wide while the width of the passage towards the west to the chamber in front of the second cave mouth is 1.5–3 meters. Passing through this spacious chamber, the passage continues to extend another 9 meters to the west. The second cave mouth is 12 meters wide and 5 meters long. This cave site is very difficult to access due to the very steep cliff wall. The only way to access the cave is by passing through the dangling plant roots. Hand stenciled images, along with bones and molluscan shells were also discovered in this cave. Three hand stenciled images were found at the south (right in front of the second cave mouth), colored in red and located on the west ceiling of the cave.
IPAD_943;Leang Cempae;Maros-Pangkep | South Sulawesi;;4326;119.613278;-4.891861;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;The hand stencils that were depicted in various positions such as in the upright position, angled and sideway position were located about 10 meters from the west wall. The 50 rock art images that were discovered were all negative hand stencils and still in good condition. The images were drawn intensively on the left and right of the east wall, colored in black and red and in different sizes. The most intense images were drawn on a panel located on the left side of the cave wall. Individual images were located on the left and right wall stretch along towards the cave opening.
IPAD_944;Leang Parewe;Maros-Pangkep | South Sulawesi;;4326;119.518417;-4.794417;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;The cave, which is located on Bukit Bulu Parewe cliff, is 52 meters above sea level and is relatively easy to access. To reach the foot of the hill, from the main road, one can continue on foot and cross the paddy fields and fishponds. However, one must further climb the karst rock cliff that has an 80-90° slope for about 40 meters upward to reach the cave opening. The local people have been using the land in the surrounding area of the cave mostly for fishponds and paddy fields in certain spots, so that the cave front yard is directly facing the local people's fishponds. Meanwhile, there are coconut trees, teak trees and wild bushes growing in front of cave yard, whereas wild bushes have also grown covering the cave opening on the left and right side of the cave. Leang Parewe Site is wide in the inside and has two cave openings facing the east. A large pillar dividing the cave opening splits the cave mouth into two entrances. The upper left part of the cave opening is 7 meters wide and 3 meters high while the upper right part of the cave opening has a dimension of 4 meters in width and 2.5 meters in height. The archaeological findings in this cave consisted of hand stencils and pottery fragments. Most of the hand stencils were positioned on the left side of the wall, which consisted of several panels. There were 26 hand stencils, which are still intact while the other 17 hand stencils have deteriorated. Some of the hand stencils showed pointed fingers while one image showed the whole arm. An image of an animal was also found on the wall, close to the cave entrance. However, several images have peeled off and faded away. Meanwhile, pottery fragments were also discovered scattered in the cave front yard/at the foot of the Bulu Parewe Hill.
IPAD_945;Leang Bara Jarang;Maros-Pangkep | South Sulawesi;;4326;119.692222;-4.970000;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;The rock art found in this cave were just red images that had deteriorated badly making it unidentifiable. There was no other finding in this cave, not even on its floor since the type of soil of the cave floor was wet boggy soil which was mixed with manure and hay.
IPAD_946;Bulu Tungke'e;Maros-Pangkep | South Sulawesi;;4326;119.662694;-4.991083;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;This cave is located on a hill in the middle of paddy fields and 180 meters from Dusun Lopi-Lopi Cross Road. The cave, which is ±2 meters high, is surrounded by the local people's paddy fields while wild bush, banyan trees and white teak wood trees have grown around the cave site. Molluscan shells of the Gastropoda types were found scattered on the floor and on the bottom wall of the cave. In addition to the shells found on the cave floor, there was a hand-stenciled image on the right side of the cave ceiling but the image has deteriorated badly and is covered by moss due to the high humidity in the cave.
IPAD_189;Leang Pappanaungang I;Maros-Pangkep | South Sulawesi;;4326;119.661394;-4.797926;50;No;Documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: Gambar cadas berupa imaji gambar tangan negatif di Leang Pappanaungang 2 208 Direktori Seni Cadas Kawasan Karst Maros-Pangkep gnge 1 Pangkep Leang Leangnge 2 Pangkep Leang Lessang Pangkep Leang Lompoa Pangkep Leang Macinna Pangkep Leang Nippong Pangkep Leang Paâbujang-bujangang Pangkep Leang Pakkatallu Pangkep Leang Pammelakkang Tedong Pangkep Leang Pappanaungang 1 Pangkep Leang Pappanaungang 2 Pangkep Leang Parewe Pangkep | Keywords: Karst
IPAD_192;Leang Samungkeng I;Maros-Pangkep | South Sulawesi;;4326;119.672084;-4.971405;50;No;Documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.3406/arch.1976.1271 | https://doi.org/10.1016/j.jasrep.2023.103871 | https://doi.org/10.1016/j.jasrep.2023.103871;Description: Leang Samungkeng 1 terletak di lereng sisi timur Bukit tunggal Bulu Samungkeng di wilayah administrasi Dusun Bontolabbu, Kelurahan Leang-Leang, Kecamatan Bantimurung, Kabupaten Maros, tepatnya pada posisi 040 58â 29,49â LS dan 1190 39â Gambar cadas berupa imaji gambar tangan negatif di Leang Samungkeng 2 250 Direktori Seni Cadas Kawasan Karst Maros-Pangkep | Keywords: Karst
IPAD_342;Gua Balasuji;Maros-Pangkep | South Sulawesi;;;;;;Yes;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;Alternative_Name: Leang Balasuji
