IDArkeoGIS;CARAC_NAME;CARAC_LVL1;CARAC_LVL2;CARAC_LVL3;CARAC_LVL4;IdArk;IdPactols;IdAat
475;Production;Pierre;Extraction;Meule;;https://ark.frantiq.fr/ark:/26678/pcrt1Gqf0UzaZ3;15649;http://vocab.getty.edu/page/aat/300185256
476;Production;Pierre;Extraction;Meule;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
477;Production;Pierre;Extraction;Meule;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
478;Production;Pierre;Extraction;Meule;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
479;Production;Pierre;Extraction;Meule;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
480;Production;Pierre;Extraction;Meule;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
481;Production;Pierre;Extraction;Meule;Autres;;;
482;Production;Pierre;Extraction;Architecture;;https://ark.frantiq.fr/ark:/26678/pcrtQuZiT5nYY2;14070;http://vocab.getty.edu/page/aat/300014857
483;Production;Pierre;Extraction;Architecture;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
484;Production;Pierre;Extraction;Architecture;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
485;Production;Pierre;Extraction;Architecture;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
486;Production;Pierre;Extraction;Architecture;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
487;Production;Pierre;Extraction;Architecture;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
488;Production;Pierre;Extraction;Architecture;Autres;;;
