path,name,id,target_id,mime_type,resource_key,is_folder,is_pdf,size,modified_time,web_view_link
"david_carlson,+7-Santoso.pdf","david_carlson,+7-Santoso.pdf",1Olblw_okANiG75AShbjBjb9DI1F3GFXn,1Olblw_okANiG75AShbjBjb9DI1F3GFXn,application/pdf,,no,yes,1896541,2024-10-08T04:21:51.000Z,https://drive.google.com/file/d/1Olblw_okANiG75AShbjBjb9DI1F3GFXn/view?usp=drivesdk
"david_carlson,+27-Soejono.pdf","david_carlson,+27-Soejono.pdf",1hyA8K7TaJkMfavHYrf4rp0HLcdOvzrE4,1hyA8K7TaJkMfavHYrf4rp0HLcdOvzrE4,application/pdf,,no,yes,1289751,2024-08-24T04:56:57.000Z,https://drive.google.com/file/d/1hyA8K7TaJkMfavHYrf4rp0HLcdOvzrE4/view?usp=drivesdk
Dayak Benuaq_Rituals_DongSon.pdf,Dayak Benuaq_Rituals_DongSon.pdf,1esg4BcQZ6HBkccrqUNC49kj8Re2VHKoD,1esg4BcQZ6HBkccrqUNC49kj8Re2VHKoD,application/pdf,,no,yes,309790,2022-02-02T10:39:03.000Z,https://drive.google.com/file/d/1esg4BcQZ6HBkccrqUNC49kj8Re2VHKoD/view?usp=drivesdk
Dayak_Hornbill.pdf,Dayak_Hornbill.pdf,1Szq4kuqA3OQR5TuP9xkzj8KV7bS73rve,1Szq4kuqA3OQR5TuP9xkzj8KV7bS73rve,application/pdf,,no,yes,547474,2022-01-01T14:01:33.000Z,https://drive.google.com/file/d/1Szq4kuqA3OQR5TuP9xkzj8KV7bS73rve/view?usp=drivesdk
DevelopmentofmarineandterrestrialresourceuseintheTalaudIslands.pdf,DevelopmentofmarineandterrestrialresourceuseintheTalaudIslands.pdf,1OZk0nmOD7CqXm-dkXhhxfxTERMNbW_tO,1OZk0nmOD7CqXm-dkXhhxfxTERMNbW_tO,application/pdf,,no,yes,1498119,2022-01-12T15:41:56.000Z,https://drive.google.com/file/d/1OZk0nmOD7CqXm-dkXhhxfxTERMNbW_tO/view?usp=drivesdk
DiangKaung_DiangBalu_Kalimantan_15000yrrockshelters.pdf,DiangKaung_DiangBalu_Kalimantan_15000yrrockshelters.pdf,1vJI4eEEHHBhdOlbALeMq0vhvIUNxpmqW,1vJI4eEEHHBhdOlbALeMq0vhvIUNxpmqW,application/pdf,,no,yes,6667034,2022-02-09T03:58:50.000Z,https://drive.google.com/file/d/1vJI4eEEHHBhdOlbALeMq0vhvIUNxpmqW/view?usp=drivesdk
DiasporaMelanesiaNusantara.pdf,DiasporaMelanesiaNusantara.pdf,1RtUZgXYuY9yMZ8fvHc1AeDgjZOPQJyxa,1RtUZgXYuY9yMZ8fvHc1AeDgjZOPQJyxa,application/pdf,,no,yes,48188134,2021-08-02T14:07:29.000Z,https://drive.google.com/file/d/1RtUZgXYuY9yMZ8fvHc1AeDgjZOPQJyxa/view?usp=drivesdk
Diaz_Astawikrama.pdf,Diaz_Astawikrama.pdf,1r9qTBKRk6eBuTeS0PAOivSjaJDEuYwRE,1r9qTBKRk6eBuTeS0PAOivSjaJDEuYwRE,application/pdf,,no,yes,4991174,2022-01-12T04:40:17.000Z,https://drive.google.com/file/d/1r9qTBKRk6eBuTeS0PAOivSjaJDEuYwRE/view?usp=drivesdk
document (2).pdf,document (2).pdf,1kfvtIYqCDrmxjE8EtrqRrSefPPiZju4z,1kfvtIYqCDrmxjE8EtrqRrSefPPiZju4z,application/pdf,,no,yes,2028273,2020-07-25T12:45:10.000Z,https://drive.google.com/file/d/1kfvtIYqCDrmxjE8EtrqRrSefPPiZju4z/view?usp=drivesdk
Documenting and Revitalizing Austronesian Languages (D. Victoria Rau and Margaret Florey (eds.)) (Z-Library).pdf,Documenting and Revitalizing Austronesian Languages (D. Victoria Rau and Margaret Florey (eds.)) (Z-Library).pdf,1zCaDXrRNclvQrV6JGbj-CtKCDq0i_8Jy,1zCaDXrRNclvQrV6JGbj-CtKCDq0i_8Jy,application/pdf,,no,yes,6097980,2023-10-22T01:35:29.000Z,https://drive.google.com/file/d/1zCaDXrRNclvQrV6JGbj-CtKCDq0i_8Jy/view?usp=drivesdk
domesticate-dispersal-human-agency-and-connectivity-in-island-southeast-asia-during-the-holocene.pdf,domesticate-dispersal-human-agency-and-connectivity-in-island-southeast-asia-during-the-holocene.pdf,1U9GfOpV397eaCMKp4ts2BMSNj_imT2UZ,1U9GfOpV397eaCMKp4ts2BMSNj_imT2UZ,application/pdf,,no,yes,1169565,2025-03-09T02:02:37.000Z,https://drive.google.com/file/d/1U9GfOpV397eaCMKp4ts2BMSNj_imT2UZ/view?usp=drivesdk
Dong Son Drums_Isotope.pdf,Dong Son Drums_Isotope.pdf,1u2bkAW3N4bAEyDi3qw70uLf21vvslxRe,1u2bkAW3N4bAEyDi3qw70uLf21vvslxRe,application/pdf,,no,yes,7996217,2022-02-09T04:05:11.000Z,https://drive.google.com/file/d/1u2bkAW3N4bAEyDi3qw70uLf21vvslxRe/view?usp=drivesdk
dong-son-drums-from-timor-leste-prehistoric-bronze-artefacts-in-island-southeast-asia.pdf,dong-son-drums-from-timor-leste-prehistoric-bronze-artefacts-in-island-southeast-asia.pdf,1x9am6CAjeU4VseHuTNSv3czmi65VsonH,1x9am6CAjeU4VseHuTNSv3czmi65VsonH,application/pdf,,no,yes,2737052,2022-02-02T11:02:54.000Z,https://drive.google.com/file/d/1x9am6CAjeU4VseHuTNSv3czmi65VsonH/view?usp=drivesdk
DongSonChina.pdf,DongSonChina.pdf,1dgRJa6nJ8maF7YiMCjAhdus4vBXth8qy,1dgRJa6nJ8maF7YiMCjAhdus4vBXth8qy,application/pdf,,no,yes,8966014,2022-02-02T09:26:32.000Z,https://drive.google.com/file/d/1dgRJa6nJ8maF7YiMCjAhdus4vBXth8qy/view?usp=drivesdk
DongSonDrums.pdf,DongSonDrums.pdf,1DZekpTHTC8wkL9dfUMEIAS2SLrFqZoRS,1DZekpTHTC8wkL9dfUMEIAS2SLrFqZoRS,application/pdf,,no,yes,8402920,2021-12-03T09:14:26.000Z,https://drive.google.com/file/d/1DZekpTHTC8wkL9dfUMEIAS2SLrFqZoRS/view?usp=drivesdk
download (1).jfif,download (1).jfif,1kMEG5pV5nWyNuDhNKEg2Xuz_M-ecjZVr,1kMEG5pV5nWyNuDhNKEg2Xuz_M-ecjZVr,image/jpeg,,no,no,9394,2022-02-01T12:37:52.000Z,https://drive.google.com/file/d/1kMEG5pV5nWyNuDhNKEg2Xuz_M-ecjZVr/view?usp=drivesdk
download (2).jfif,download (2).jfif,1_vM22VbFWiF3IvBKMS8p2wFBnhhzkShS,1_vM22VbFWiF3IvBKMS8p2wFBnhhzkShS,image/jpeg,,no,no,13705,2022-02-01T13:13:24.000Z,https://drive.google.com/file/d/1_vM22VbFWiF3IvBKMS8p2wFBnhhzkShS/view?usp=drivesdk
download.jpg,download.jpg,1RrzmP-gWUhEk7nmpUkx9Dhi1wA6Zy1RD,1RrzmP-gWUhEk7nmpUkx9Dhi1wA6Zy1RD,image/jpeg,,no,no,14333,2022-02-01T10:17:07.000Z,https://drive.google.com/file/d/1RrzmP-gWUhEk7nmpUkx9Dhi1wA6Zy1RD/view?usp=drivesdk
download.pdf,download.pdf,17eIqSAHZzCZjo4M7OY5yJJhIxUiZHWRz,17eIqSAHZzCZjo4M7OY5yJJhIxUiZHWRz,application/pdf,,no,yes,131141987,2022-01-24T10:53:24.000Z,https://drive.google.com/file/d/17eIqSAHZzCZjo4M7OY5yJJhIxUiZHWRz/view?usp=drivesdk
EarliestRiceFarming.pdf,EarliestRiceFarming.pdf,1UfOvLYcG0fn7gn5qaxMFTqSbtLpD7bLx,1UfOvLYcG0fn7gn5qaxMFTqSbtLpD7bLx,application/pdf,,no,yes,3037194,2022-01-22T06:00:35.000Z,https://drive.google.com/file/d/1UfOvLYcG0fn7gn5qaxMFTqSbtLpD7bLx/view?usp=drivesdk
Early modern human migration into Sulawesi and Island adaptation in Wallacea.pdf,Early modern human migration into Sulawesi and Island adaptation in Wallacea.pdf,1eKoVH3WmrKU4kKzBxI426pssk4XdXD4e,1eKoVH3WmrKU4kKzBxI426pssk4XdXD4e,application/pdf,,no,yes,7665182,2023-10-14T08:50:39.000Z,https://drive.google.com/file/d/1eKoVH3WmrKU4kKzBxI426pssk4XdXD4e/view?usp=drivesdk
Early_ground_axe_technology_in_Wallacea_The_first_.pdf,Early_ground_axe_technology_in_Wallacea_The_first_.pdf,1LuFqdFD6tlDglE_X8gL0kYdNBJRydIRc,1LuFqdFD6tlDglE_X8gL0kYdNBJRydIRc,application/pdf,,no,yes,13156401,2022-01-14T14:02:20.000Z,https://drive.google.com/file/d/1LuFqdFD6tlDglE_X8gL0kYdNBJRydIRc/view?usp=drivesdk
early_metal_age_interactions_in_island_southeast_asia_and_oceania_jar_burials_from_aru_manara_northern_moluccas.pdf,early_metal_age_interactions_in_island_southeast_asia_and_oceania_jar_burials_from_aru_manara_northern_moluccas.pdf,1RHc5pSsri-NnpUoFdYXbLYGchMFQe6fi,1RHc5pSsri-NnpUoFdYXbLYGchMFQe6fi,application/pdf,,no,yes,1732477,2023-04-26T09:09:21.000Z,https://drive.google.com/file/d/1RHc5pSsri-NnpUoFdYXbLYGchMFQe6fi/view?usp=drivesdk
Early_Traces_Hindu_Buddhist_Influence_Al.pdf,Early_Traces_Hindu_Buddhist_Influence_Al.pdf,1cuQbx93wlGKZJdF7HVpN_aXAJPCth5CD,1cuQbx93wlGKZJdF7HVpN_aXAJPCth5CD,application/pdf,,no,yes,2870289,2021-12-30T06:40:11.000Z,https://drive.google.com/file/d/1cuQbx93wlGKZJdF7HVpN_aXAJPCth5CD/view?usp=drivesdk
EarlyRiceCultivationSumatra.pdf,EarlyRiceCultivationSumatra.pdf,105ZzuWoIGuGlg7rHPb6uEhR27KIKoFer,105ZzuWoIGuGlg7rHPb6uEhR27KIKoFer,application/pdf,,no,yes,2530369,2023-01-05T13:19:01.000Z,https://drive.google.com/file/d/105ZzuWoIGuGlg7rHPb6uEhR27KIKoFer/view?usp=drivesdk
EIndonesia_Paleolithic.pdf,EIndonesia_Paleolithic.pdf,1n4ZdhWNVtAK57wtCIr1vwM5HyQyW_zsA,1n4ZdhWNVtAK57wtCIr1vwM5HyQyW_zsA,application/pdf,,no,yes,3632884,2022-12-28T07:17:19.000Z,https://drive.google.com/file/d/1n4ZdhWNVtAK57wtCIr1vwM5HyQyW_zsA/view?usp=drivesdk
EKalimantan_CavesMesolithicBurials.pdf,EKalimantan_CavesMesolithicBurials.pdf,1L_BuBxeUW_lggE03WzHbaJ5OcklEq9W9,1L_BuBxeUW_lggE03WzHbaJ5OcklEq9W9,application/pdf,,no,yes,805794,2022-01-23T02:05:52.000Z,https://drive.google.com/file/d/1L_BuBxeUW_lggE03WzHbaJ5OcklEq9W9/view?usp=drivesdk
"Emergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf","Emergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf",1WMeYpkmDGz4bVLX0OoReUbdSk8CmfylB,1WMeYpkmDGz4bVLX0OoReUbdSk8CmfylB,application/pdf,,no,yes,36444900,2025-04-25T10:36:50.220Z,https://drive.google.com/file/d/1WMeYpkmDGz4bVLX0OoReUbdSk8CmfylB/view?usp=drivesdk
"Encyclopedia of Human Evolution and Prehistory (Eric Delson, Ian Tattersall, John Van Couvering etc.) (z-lib.org).pdf","Encyclopedia of Human Evolution and Prehistory (Eric Delson, Ian Tattersall, John Van Couvering etc.) (z-lib.org).pdf",16ZFd5MbBfgyRzp4HVKmQrjoCZGI4TpK1,16ZFd5MbBfgyRzp4HVKmQrjoCZGI4TpK1,application/pdf,,no,yes,21439112,2025-04-25T10:36:59.298Z,https://drive.google.com/file/d/16ZFd5MbBfgyRzp4HVKmQrjoCZGI4TpK1/view?usp=drivesdk
Ende_Flores_StoneBurial.pdf,Ende_Flores_StoneBurial.pdf,1ZyTu-stUr6Bzojn69jeRYDzXbmR2-gNk,1ZyTu-stUr6Bzojn69jeRYDzXbmR2-gNk,application/pdf,,no,yes,4709565,2022-01-11T15:17:36.000Z,https://drive.google.com/file/d/1ZyTu-stUr6Bzojn69jeRYDzXbmR2-gNk/view?usp=drivesdk
Enrekang_Sul.pdf,Enrekang_Sul.pdf,1iRG81M-IFCftZDSi0LxvKPJqWdfr01CM,1iRG81M-IFCftZDSi0LxvKPJqWdfr01CM,application/pdf,,no,yes,1425932,2021-11-09T10:04:36.000Z,https://drive.google.com/file/d/1iRG81M-IFCftZDSi0LxvKPJqWdfr01CM/view?usp=drivesdk
ERA_BARU_DALAM_KEMITRAAN_PENGELOLAAN_CAGAR_BUDAYA_.pdf,ERA_BARU_DALAM_KEMITRAAN_PENGELOLAAN_CAGAR_BUDAYA_.pdf,1UDVQzr5Pdk39d5qGHpeLiP3N4kbWYjDU,1UDVQzr5Pdk39d5qGHpeLiP3N4kbWYjDU,application/pdf,,no,yes,760218,2025-05-18T07:20:01.000Z,https://drive.google.com/file/d/1UDVQzr5Pdk39d5qGHpeLiP3N4kbWYjDU/view?usp=drivesdk
EurasiaExpansion.pdf,EurasiaExpansion.pdf,1DuIkBI9Ty_bwN9b_-T6KXKPJ-2ESP_O6,1DuIkBI9Ty_bwN9b_-T6KXKPJ-2ESP_O6,application/pdf,,no,yes,215125,2022-02-09T04:03:49.000Z,https://drive.google.com/file/d/1DuIkBI9Ty_bwN9b_-T6KXKPJ-2ESP_O6/view?usp=drivesdk
Examples-of-stone-tools-and-use-wear-traces-from-Leang-Sarru-Photos-R-Fuentes-Fuentes.png,Examples-of-stone-tools-and-use-wear-traces-from-Leang-Sarru-Photos-R-Fuentes-Fuentes.png,1xPA87xR-1Gk4aqs6UMqokFq9odozvJ9y,1xPA87xR-1Gk4aqs6UMqokFq9odozvJ9y,image/png,,no,no,145787,2022-01-12T16:28:23.000Z,https://drive.google.com/file/d/1xPA87xR-1Gk4aqs6UMqokFq9odozvJ9y/view?usp=drivesdk
f6100db0-8cfb-459c-b448-325177c3c7ed.jpg,f6100db0-8cfb-459c-b448-325177c3c7ed.jpg,17XyKEkf_XW2-9__tE9yPObjNcntiCbyW,17XyKEkf_XW2-9__tE9yPObjNcntiCbyW,image/jpeg,,no,no,49334,2022-12-23T02:22:38.000Z,https://drive.google.com/file/d/17XyKEkf_XW2-9__tE9yPObjNcntiCbyW/view?usp=drivesdk
faces_of_the_ancestors_revealed_discovery_and_dating_of_a_pleistoceneage_petroglyph_in_lene_hara_cave_east_timor.pdf,faces_of_the_ancestors_revealed_discovery_and_dating_of_a_pleistoceneage_petroglyph_in_lene_hara_cave_east_timor.pdf,1CIGkjzcP4NNy-dVVLsOfOyzfs75tdFvD,1CIGkjzcP4NNy-dVVLsOfOyzfs75tdFvD,application/pdf,,no,yes,2379918,2023-04-26T09:22:51.000Z,https://drive.google.com/file/d/1CIGkjzcP4NNy-dVVLsOfOyzfs75tdFvD/view?usp=drivesdk
Fakfak_Papua_Sosoraweru.pdf,Fakfak_Papua_Sosoraweru.pdf,15ni9e6UtP6RyQ8t5z_SDcrfvzEC60aEZ,15ni9e6UtP6RyQ8t5z_SDcrfvzEC60aEZ,application/pdf,,no,yes,2106121,2022-02-01T10:29:29.000Z,https://drive.google.com/file/d/15ni9e6UtP6RyQ8t5z_SDcrfvzEC60aEZ/view?usp=drivesdk
Feasibility Assessment_MarosPangkepCaves-2.docx,Feasibility Assessment_MarosPangkepCaves-2.docx,1kgq4K7a7WRgPIRe_bTC7bE1ll-3GSvRt,1kgq4K7a7WRgPIRe_bTC7bE1ll-3GSvRt,application/vnd.openxmlformats-officedocument.wordprocessingml.document,,no,no,1937317,2024-01-27T10:48:36.000Z,https://docs.google.com/document/d/1kgq4K7a7WRgPIRe_bTC7bE1ll-3GSvRt/edit?usp=drivesdk&ouid=108869906143023744552&rtpof=true&sd=true
FERRIEetal-posterLR.pdf,FERRIEetal-posterLR.pdf,1Ebi4flw0DtVo1RC2gEzpSLx0H6wl1Elz,1Ebi4flw0DtVo1RC2gEzpSLx0H6wl1Elz,application/pdf,,no,yes,602342,2025-04-12T15:14:33.000Z,https://drive.google.com/file/d/1Ebi4flw0DtVo1RC2gEzpSLx0H6wl1Elz/view?usp=drivesdk
Fertility Rites Majapahit.pdf,Fertility Rites Majapahit.pdf,1Ob4tKnZnoKvKvdwbRwV6nYtVCfqLYqhn,1Ob4tKnZnoKvKvdwbRwV6nYtVCfqLYqhn,application/pdf,,no,yes,6210180,2022-01-22T11:16:06.000Z,https://drive.google.com/file/d/1Ob4tKnZnoKvKvdwbRwV6nYtVCfqLYqhn/view?usp=drivesdk
"filayudha,+Journal+manager,+Jurnal-HLI-Vol.-3-Issue-2-Maret-2017_9-2.pdf","filayudha,+Journal+manager,+Jurnal-HLI-Vol.-3-Issue-2-Maret-2017_9-2.pdf",1k5pzDUjdEm7dIYE1yvnqnu7LzDgO0pab,1k5pzDUjdEm7dIYE1yvnqnu7LzDgO0pab,application/pdf,,no,yes,770453,2025-04-13T10:35:51.000Z,https://drive.google.com/file/d/1k5pzDUjdEm7dIYE1yvnqnu7LzDgO0pab/view?usp=drivesdk
"filayudha,+Journal+manager,+Jurnal-HLI-Vol.-3-Issue-2-Maret-2017_9.pdf","filayudha,+Journal+manager,+Jurnal-HLI-Vol.-3-Issue-2-Maret-2017_9.pdf",1esXgnXhKbzLxvw5t1_OJCo02nrVsQaAp,1esXgnXhKbzLxvw5t1_OJCo02nrVsQaAp,application/pdf,,no,yes,252633,2025-04-20T04:39:58.000Z,https://drive.google.com/file/d/1esXgnXhKbzLxvw5t1_OJCo02nrVsQaAp/view?usp=drivesdk
file-20220814-56363-7vygt.jpeg,file-20220814-56363-7vygt.jpeg,1SGIdtxB8CFb7yfDk1i5B0QRmQqLKuTwy,1SGIdtxB8CFb7yfDk1i5B0QRmQqLKuTwy,image/jpeg,,no,no,52287,2023-09-29T06:56:08.000Z,https://drive.google.com/file/d/1SGIdtxB8CFb7yfDk1i5B0QRmQqLKuTwy/view?usp=drivesdk
First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf,First Islanders Prehistory and Human Migration in Island Southeast Asia by Peter Bellwood (z-lib.org).pdf,1_c2Mnn_ldJNqfxh7XyejD91skMq7VdCn,1_c2Mnn_ldJNqfxh7XyejD91skMq7VdCn,application/pdf,,no,yes,11490741,2021-10-16T12:21:20.000Z,https://drive.google.com/file/d/1_c2Mnn_ldJNqfxh7XyejD91skMq7VdCn/view?usp=drivesdk
First_Islanders_Human_Origins_Patrimony 2.pdf,First_Islanders_Human_Origins_Patrimony 2.pdf,1wjOfPAL1cnSgW9JrmxQQ0XMt-ZO-0fRj,1wjOfPAL1cnSgW9JrmxQQ0XMt-ZO-0fRj,application/pdf,,no,yes,22908925,2022-02-09T03:45:15.000Z,https://drive.google.com/file/d/1wjOfPAL1cnSgW9JrmxQQ0XMt-ZO-0fRj/view?usp=drivesdk
First_Islanders_Human_Origins_Patrimony.pdf,First_Islanders_Human_Origins_Patrimony.pdf,1mZHufBRbXlwY--phsz_PordR8oF1bivo,1mZHufBRbXlwY--phsz_PordR8oF1bivo,application/pdf,,no,yes,22908925,2022-02-09T03:45:15.000Z,https://drive.google.com/file/d/1mZHufBRbXlwY--phsz_PordR8oF1bivo/view?usp=drivesdk
Fishhooks  Lures  and Sinkers  Intensive Manufacture of Marine Technology from the Terminal Pleistocene at Makpan Cave  Alor Island  Indonesia.pdf,Fishhooks  Lures  and Sinkers  Intensive Manufacture of Marine Technology from the Terminal Pleistocene at Makpan Cave  Alor Island  Indonesia.pdf,1q3dYPQC7jWh2AQ0N1A6hdgCG5qNyTNvz,1q3dYPQC7jWh2AQ0N1A6hdgCG5qNyTNvz,application/pdf,,no,yes,4419583,2025-03-09T01:34:34.000Z,https://drive.google.com/file/d/1q3dYPQC7jWh2AQ0N1A6hdgCG5qNyTNvz/view?usp=drivesdk
fishing_in_life_and_death_pleistocene_fishhooks_from_a_burial_context_on_alor_island_indonesia.pdf,fishing_in_life_and_death_pleistocene_fishhooks_from_a_burial_context_on_alor_island_indonesia.pdf,10bNkwHQGfuI0FxBdSQVjdH_TNoWw6gu-,10bNkwHQGfuI0FxBdSQVjdH_TNoWw6gu-,application/pdf,,no,yes,1863138,2023-04-26T09:08:22.000Z,https://drive.google.com/file/d/10bNkwHQGfuI0FxBdSQVjdH_TNoWw6gu-/view?usp=drivesdk
FKIP_PROSIDING_Megalithic culture at the Suco Lor site Bondowoso_NAIM.pdf,FKIP_PROSIDING_Megalithic culture at the Suco Lor site Bondowoso_NAIM.pdf,12v_pf5lHms9Z1aTjrwj8vZUIh49wujyn,12v_pf5lHms9Z1aTjrwj8vZUIh49wujyn,application/pdf,,no,yes,6063960,2022-01-19T16:07:00.000Z,https://drive.google.com/file/d/12v_pf5lHms9Z1aTjrwj8vZUIh49wujyn/view?usp=drivesdk
FKPo8EYaIAIHGyb.jfif,FKPo8EYaIAIHGyb.jfif,1el3kbVuEIeRP_4tCAwHqzjWBhVs7J4Pj,1el3kbVuEIeRP_4tCAwHqzjWBhVs7J4Pj,image/jpeg,,no,no,93634,2022-01-29T08:07:04.000Z,https://drive.google.com/file/d/1el3kbVuEIeRP_4tCAwHqzjWBhVs7J4Pj/view?usp=drivesdk
FlakingStone_matano_SSul.pdf,FlakingStone_matano_SSul.pdf,1nHgahwIOMlpCWGAZEbJE1TmuKJILFKMV,1nHgahwIOMlpCWGAZEbJE1TmuKJILFKMV,application/pdf,,no,yes,23577722,2023-04-26T08:20:22.000Z,https://drive.google.com/file/d/1nHgahwIOMlpCWGAZEbJE1TmuKJILFKMV/view?usp=drivesdk
Fluid Iron State Formation in Southeast Asia by Tony Day (z-lib.org).pdf,Fluid Iron State Formation in Southeast Asia by Tony Day (z-lib.org).pdf,1eiezPgmVi08-ziCoLPqNJfnnUCZqEzRd,1eiezPgmVi08-ziCoLPqNJfnnUCZqEzRd,application/pdf,,no,yes,1783320,2021-10-16T12:26:21.000Z,https://drive.google.com/file/d/1eiezPgmVi08-ziCoLPqNJfnnUCZqEzRd/view?usp=drivesdk
Foraging to Farming SEAsia.pdf,Foraging to Farming SEAsia.pdf,1fQN4aqPeVak6qi3HWtiFTL3aD-dyQwUW,1fQN4aqPeVak6qi3HWtiFTL3aD-dyQwUW,application/pdf,,no,yes,1589956,2023-01-05T13:25:45.000Z,https://drive.google.com/file/d/1fQN4aqPeVak6qi3HWtiFTL3aD-dyQwUW/view?usp=drivesdk
FortifiedWallaceaSites.pdf,FortifiedWallaceaSites.pdf,19Q7kq4EwZygGpoWGd9Vu5zuUFXxq7dW-,19Q7kq4EwZygGpoWGd9Vu5zuUFXxq7dW-,application/pdf,,no,yes,21199450,2021-11-09T09:55:48.000Z,https://drive.google.com/file/d/19Q7kq4EwZygGpoWGd9Vu5zuUFXxq7dW-/view?usp=drivesdk
From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,1mSeoXiM9AJyGMF7BwX6IjpYZEXFzLL76,1mSeoXiM9AJyGMF7BwX6IjpYZEXFzLL76,application/pdf,,no,yes,30819202,2023-01-02T07:07:21.000Z,https://drive.google.com/file/d/1mSeoXiM9AJyGMF7BwX6IjpYZEXFzLL76/view?usp=drivesdk
From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia)-2.pdf,From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia)-2.pdf,1Z7mD6OWTyvdowPHWJWo0PNOBGBEpUpX-,1Z7mD6OWTyvdowPHWJWo0PNOBGBEpUpX-,application/pdf,,no,yes,1289472,2025-04-01T06:45:20.000Z,https://drive.google.com/file/d/1Z7mD6OWTyvdowPHWJWo0PNOBGBEpUpX-/view?usp=drivesdk
From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia).pdf,From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia).pdf,1pENBPtkCzr2mPHPvsrnQyTwJjqVu1frk,1pENBPtkCzr2mPHPvsrnQyTwJjqVu1frk,application/pdf,,no,yes,2010735,2025-04-01T06:44:59.000Z,https://drive.google.com/file/d/1pENBPtkCzr2mPHPvsrnQyTwJjqVu1frk/view?usp=drivesdk
From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_2_Prologue_the_northern_dispersal_across_Asia).pdf,From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_2_Prologue_the_northern_dispersal_across_Asia).pdf,17JVpLLB8xTSWQp5UdligDjNJUrVt2p47,17JVpLLB8xTSWQp5UdligDjNJUrVt2p47,application/pdf,,no,yes,141440,2025-04-01T06:45:51.000Z,https://drive.google.com/file/d/17JVpLLB8xTSWQp5UdligDjNJUrVt2p47/view?usp=drivesdk
Fuentesetal.Technological.pdf,Fuentesetal.Technological.pdf,1gP3rpW5s34f6pcSgFp_uy_stKBNI2XjY,1gP3rpW5s34f6pcSgFp_uy_stKBNI2XjY,application/pdf,,no,yes,3787066,2025-10-18T13:02:14.000Z,https://drive.google.com/file/d/1gP3rpW5s34f6pcSgFp_uy_stKBNI2XjY/view?usp=drivesdk
Furnace_Iron_.pdf,Furnace_Iron_.pdf,19kX6ZYtdgfxM1OSpkwqRBLS0Z1ayH56A,19kX6ZYtdgfxM1OSpkwqRBLS0Z1ayH56A,application/pdf,,no,yes,1711102,2022-02-14T12:51:04.000Z,https://drive.google.com/file/d/19kX6ZYtdgfxM1OSpkwqRBLS0Z1ayH56A/view?usp=drivesdk
Gadjah Putih Iskandar Muda by M. Junus Djamil (z-lib.org).pdf,Gadjah Putih Iskandar Muda by M. Junus Djamil (z-lib.org).pdf,17JQzntnm0fcXSZGFkDvNXY_If5ZgKKUt,17JQzntnm0fcXSZGFkDvNXY_If5ZgKKUt,application/pdf,,no,yes,23288531,2022-01-12T08:28:59.000Z,https://drive.google.com/file/d/17JQzntnm0fcXSZGFkDvNXY_If5ZgKKUt/view?usp=drivesdk
GBE1_bali_book.pdf,GBE1_bali_book.pdf,1POUAehwL70r6GZpPsJzk5mC_O19sm4z2,1POUAehwL70r6GZpPsJzk5mC_O19sm4z2,application/pdf,,no,yes,16878893,2022-01-15T14:42:00.000Z,https://drive.google.com/file/d/1POUAehwL70r6GZpPsJzk5mC_O19sm4z2/view?usp=drivesdk
gbp-cpa0010016.jpg,gbp-cpa0010016.jpg,11sYkA7y2Vbhh6WomddY0RcNEBOpiT1fH,11sYkA7y2Vbhh6WomddY0RcNEBOpiT1fH,image/jpeg,,no,no,170921,2022-02-02T10:51:12.000Z,https://drive.google.com/file/d/11sYkA7y2Vbhh6WomddY0RcNEBOpiT1fH/view?usp=drivesdk
Gebe.pdf,Gebe.pdf,1JVQ0qcZp3lOP_owDfKjF-1VV-b_5z_hU,1JVQ0qcZp3lOP_owDfKjF-1VV-b_5z_hU,application/pdf,,no,yes,4894277,2021-11-09T09:57:21.000Z,https://drive.google.com/file/d/1JVQ0qcZp3lOP_owDfKjF-1VV-b_5z_hU/view?usp=drivesdk
