IDArkeoGIS;CARAC_NAME;CARAC_LVL1;CARAC_LVL2;CARAC_LVL3;CARAC_LVL4;IdArk;IdPactols;IdAat
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Rock crystal;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Diorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Jasper;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Jet;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Malachite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Marble;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Nephrite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Paragonite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Prehnite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Pumpellyite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Quartz;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Serpentine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Steatite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Sudoite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Tufa;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Turquoise;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Variscite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Other material;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropomorphic;Undocumented;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Agate;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Albite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Amethyst;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Anorthite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Aventurine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Barite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Limestone;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Chalcedony;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Calcite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Chlorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Carnelian;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Rock crystal;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Diorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Jasper;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Jet;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Malachite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Marble;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Nephrite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Paragonite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Prehnite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Pumpellyite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Quartz;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Serpentine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Steatite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Sudoite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Tufa;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Turquoise;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Variscite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Other material;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank anthropozoomorphic;Undocumented;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Agate;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Albite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Amethyst;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Anorthite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Aventurine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Barite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Limestone;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Chalcedony;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Calcite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Chlorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Carnelian;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Rock crystal;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Diorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Jasper;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Jet;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Malachite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Marble;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Nephrite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Paragonite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Prehnite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Pumpellyite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Quartz;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Serpentine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Steatite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Sudoite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Tufa;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Turquoise;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Variscite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Other material;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank other animal;Undocumented;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Agate;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Albite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Amethyst;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Anorthite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Aventurine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Barite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Limestone;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Chalcedony;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Calcite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Chlorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Carnelian;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Rock crystal;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Diorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Jasper;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Jet;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Malachite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Marble;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Nephrite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Paragonite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Prehnite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Pumpellyite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Quartz;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Serpentine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Steatite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Sudoite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Tufa;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Turquoise;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Variscite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Other material;;;
;Portable Objects / Artefacts;Stone;Jewellery;Pendant blank undetermined shape;Undocumented;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Agate;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Albite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Amethyst;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Anorthite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Aventurine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Barite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Limestone;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Chalcedony;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Calcite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Chlorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Carnelian;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Rock crystal;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Diorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Jasper;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Jet;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Malachite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Marble;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Nephrite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Paragonite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Prehnite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Pumpellyite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Quartz;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Serpentine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Steatite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Sudoite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Tufa;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Turquoise;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Variscite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Other material;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead discoid;Undocumented;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Agate;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Albite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Amethyst;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Anorthite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Aventurine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Barite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Limestone;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Chalcedony;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Calcite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Chlorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Carnelian;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Rock crystal;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Diorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Jasper;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Jet;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Malachite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Marbre;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Nephrite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Paragonite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Prehnite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Pumpellyite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Quartz;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Serpentine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Steatite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Sudoite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Tufa;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Turquoise;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Variscite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Other material;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead cylindrical;Undocumented;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Agate;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Albite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Amethyst;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Anorthite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Aventurine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Barite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Limestone;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Chalcedony;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Calcite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Chlorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Carnelian;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Rock crystal;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Diorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Jasper;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Jet;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Malachite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Marble;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Nephrite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Paragonite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Prehnite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Pumpellyite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Quartz;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Serpentine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Steatite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Sudoite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Tufa;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Turquoise;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Variscite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Other material;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead barrel;Undocumented;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Agate;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Albite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Amethyst;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Anorthite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Aventurine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Barite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Limestone;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Chalcedony;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Calcite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Chlorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Carnelian;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Rock crystal;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Diorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Jasper;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Jet;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Malachite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Marble;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Nephrite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Paragonite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Prehnite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Pumpellyite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Quartz;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Serpentine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Steatite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Sudoite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Tufa;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Turquoise;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Variscite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Other material;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead bitronconical;Undocumented;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Agate;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Albite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Amethyst;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Anorthite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Aventurine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Barite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Limestone;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Chalcedony;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Calcite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Chlorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Carnelian;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Rock crystal;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Diorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Jasper;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Jet;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Malachite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Marble;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Nephrite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Paragonite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Prehnite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Pumpellyite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Quartz;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Serpentine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Steatite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Sudoite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Tufa;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Turquoise;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Variscite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Other material;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead spherical;Undocumented;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Agate;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Albite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Amethyst;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Anorthite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Aventurine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Barite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Limestone;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Chalcedony;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Calcite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Chlorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Carnelian;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Rock crystal;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Diorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Jasper;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Jet;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Malachite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Marble;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Nephrite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Paragonite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Prehnite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Pumpellyite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Quartz;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Serpentine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Steatite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Sudoite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Tufa;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Turquoise;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Variscite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Other material;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead plano-convex;Undocumented;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Agate;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Albite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Amethyst;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Anorthite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Aventurine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Barite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Limestone;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Chalcedony;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Calcite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Chlorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Carnelian;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Rock crystal;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Diorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Jasper;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Jet;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Malachite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Marble;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Nephrite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Paragonite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Prehnite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Pumpellyite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Quartz;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Serpentine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Steatite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Sudoite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Tufa;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Turquoise;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Variscite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Other material;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead other shape;Undocumented;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead undetermined;Agate;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead undetermined;Albite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead undetermined;Amethyst;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead undetermined;Anorthite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead undetermined;Aventurine;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead undetermined;Barite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead undetermined;Limestone;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead undetermined;Chalcedony;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead undetermined;Calcite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead undetermined;Chlorite;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead undetermined;Carnelian;;;
;Portable Objects / Artefacts;Stone;Jewellery;Bead undetermined;Rock crystal;;;
