site_name,doi,source_url
Gua Andomo,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Gua Babi,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Gua Braholo,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Gua Bukit Chawas,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Gua Cha,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Gua Cha Malaysia Hoabinhian,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Gua Gunung Runtuh,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Gua Lampetia,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Gua Lampetia Certainly,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Gua Lawa,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Gua Pawon,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Gua Peraling,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Gua Sambagowala,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Gua Sireh,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Leang Balangingi,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Leang Buidane,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Leang Codong,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Leang Paja,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Liang Abu,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Liang Bua,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Liang Bua Cave,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Liang Gobel,https://doi.org/10.1002/(SICI)1096,https://doi.org/10.1002/(SICI)1096
Gua Andomo,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Gua Babi,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Gua Braholo,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Gua Bukit Chawas,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Gua Cha,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Gua Cha Malaysia Hoabinhian,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Gua Gunung Runtuh,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Gua Lampetia,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Gua Lampetia Certainly,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Gua Lawa,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Gua Pawon,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Gua Peraling,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Gua Sambagowala,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Gua Sireh,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Leang Balangingi,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Leang Buidane,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Leang Codong,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Leang Paja,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Liang Abu,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Liang Bua,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Liang Bua Cave,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Liang Gobel,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3,https://doi.org/10.1002/(SICI)1096-8644(199907)109:3
Gua Andomo,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Gua Babi,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Gua Braholo,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Gua Bukit Chawas,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Gua Cha,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Gua Cha Malaysia Hoabinhian,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Gua Gunung Runtuh,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Gua Lampetia,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Gua Lampetia Certainly,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Gua Lawa,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Gua Pawon,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Gua Peraling,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Gua Sambagowala,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Gua Sireh,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Leang Balangingi,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Leang Buidane,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Leang Codong,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Leang Paja,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Liang Abu,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Liang Bua,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Liang Bua Cave,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Liang Gobel,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1,https://doi.org/10.1002/(SICI)1096-8644(200001)111:1
Gua Putra Termenung,https://doi.org/10.1002/(SICI)1099-1417(199908)14:5,https://doi.org/10.1002/(SICI)1099-1417(199908)14:5
Gua Putri T,https://doi.org/10.1002/(SICI)1099-1417(199908)14:5,https://doi.org/10.1002/(SICI)1099-1417(199908)14:5
Liang Bua,https://doi.org/10.1002/(SICI)1099-1417(199908)14:5,https://doi.org/10.1002/(SICI)1099-1417(199908)14:5
Liang Farlon,https://doi.org/10.1002/(SICI)1099-1417(199908)14:5,https://doi.org/10.1002/(SICI)1099-1417(199908)14:5
Ceruk Pajangan,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Ceruk Pajangan Sumbersoko,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Ceruk Poko,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Ceruk Poko Kedungwinong,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Ceruk Sumber,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Ceruk Watu Gong,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Banyu Prawata Sukolilo Pati,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Besar Kelerengan,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Celeng Selokaton Kedungwinong,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Celeng Wegil Wegil,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Codot Terkesi Klambu Grobogan,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Desa Kecamatan Kabupaten,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Gajah Kemadohbatur,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Gedeh,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Gogor,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Gogor Brati,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Jumlah,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Keongan,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Keongan Jimbaran,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Ketinggian Situs,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Kidang,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Kriteria,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Lebar,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Letak Administratif Keterangan,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Letak Administratif Tipe Gua,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Macan Sedayu Grobogan Grobogan,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Pacul Kedungwinong,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Pawon Beran Terkesi,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Pawon Selokaton Kedungwinong,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Rodipo Prawata Sukolilo Pati,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Suru Kedumulyo Sukolilo Pati,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Watu Gong,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Gua Watu Gong Kedungwinong,https://doi.org/10.1002/(SICI)1520,https://doi.org/10.1002/(SICI)1520
Lene Hara Cave,https://doi.org/10.1002/(sici)1096-8644(199711)104:3,https://doi.org/10.1002/(sici)1096-8644(199711)104:3
Gua Putra Termenung,https://doi.org/10.1002/2014gc005550,https://doi.org/10.1002/2014gc005550
Gua Putri T,https://doi.org/10.1002/2014gc005550,https://doi.org/10.1002/2014gc005550
Liang Bua,https://doi.org/10.1002/2014gc005550,https://doi.org/10.1002/2014gc005550
Liang Farlon,https://doi.org/10.1002/2014gc005550,https://doi.org/10.1002/2014gc005550
Ceruk Ida Malangi,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Ceruk La Nsafora,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Ceruk La Podo,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Ceruk Lakan Taghu,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Ceruk Lakan Taghu Ceruk La Podo Gua,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Ceruk Lakan Taghu Ceruk Lakan Taghu,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Ceruk Lasabo,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Ceruk Lasabo A,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Ceruk Lasabo B,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Ceruk Sugi Patani,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Ceruk Tangga Ara,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Anawai,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Andomo,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Andomo Tooth Diameter,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Batti,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Bulu Sipong,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Harimau,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Jing Maros,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Kabori,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Kabori Gua Kabori,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua La Kolumbu,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Lakan Taghu,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Lampetia,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Lampetia AD,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Mardua,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Mentanduno,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Metanduno,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Metanduno Gua Metanduno,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Pasaung,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Pominsa,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Pominsa In,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Pondoa,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Prasejarah,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Sambangoala,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Sambangoala Gua Sambangoala,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Sireh,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Sireh CAMS-725 ANU,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Sugi Patani,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Sumpangbita,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Talimbue,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Tengkorak,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Toko Gua Wa Bose Lasobo Gua,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Uhallie,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Gua Wa Bose,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Arandangana,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Balisao,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Barugayya Maros,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Batu T,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Batu Tunpa,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Buida,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Buida Leang Buida,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Buida One,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Buidane,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Bulu Bettue,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Burung,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Cakondo,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Jarie Maros,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Jing,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Karassak,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Karassaq,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Leang,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Mande,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Paja,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Paja TaengSomba Opu Figure,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Sampeang Maros,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Sarru,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Sarru Rockshelter,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Timpalo,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Timpuseng,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Timpuseng Maros,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Tuwo Mane,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Ululeba,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Leang Warra,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Lene Hara Cave,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Liang Arandangana,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Liang Bua,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Liang Datu,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Liang Kabori,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Liang Kaung,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Liang Lemdubu,https://doi.org/10.1002/9780470691854.ch2,https://doi.org/10.1002/9780470691854.ch2
Ceruk Ida Malangi,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Ceruk La Nsafora,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Ceruk La Podo,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Ceruk Lakan Taghu,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Ceruk Lakan Taghu Ceruk La Podo Gua,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Ceruk Lakan Taghu Ceruk Lakan Taghu,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Ceruk Lasabo,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Ceruk Lasabo A,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Ceruk Lasabo B,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Ceruk Sugi Patani,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Ceruk Tangga Ara,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Goa Ria,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Anawai,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Andomo,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Andomo Tooth Diameter,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Batti,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Batti Bontocani,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Bulu Sipong,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Harimau,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Jalamolo,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Jing Maros,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Kabori,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Kabori Gua Kabori,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua La Kolumbu,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Lakan Taghu,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Lampetia,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Lampetia AD,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Leang Burung,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Leang-Leang,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Mardua,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Mentanduno,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Metanduno,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Metanduno Gua Metanduno,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Nempong,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Paniki,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Pasaung,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Pominsa,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Pominsa In,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Pondoa,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Prasejarah,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Sambangoala,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Sambangoala Gua Sambangoala,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Sireh,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Sireh CAMS-725 ANU,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Siti Na,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Siti Nafisah,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Siti Nafisah A,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Siti Nafisah Cave,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Siti Nafisah F5,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Siti Nafisah Square F5 Layer A1,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Siti Natisaf,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Sugi Patani,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Sumpangbita,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Talimbue,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Tengkorak,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Toko Gua Wa Bose Lasobo Gua,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Uhallie,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Wa Bose,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Gua Woye Papaya,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Leang Arandangana,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Leang Balisao,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Leang Barugayya Maros,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Leang Batti,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Leang Batti Site,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Leang Batu T,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
Leang Batu Tunpa,https://doi.org/10.1002/9781119251583,https://doi.org/10.1002/9781119251583
