IDArkeoGIS;CARAC_NAME;CARAC_LVL1;CARAC_LVL2;CARAC_LVL3;CARAC_LVL4;IdArk;IdPactols;IdAat
;Stationary Structures;Megalithic site / Menhir / Dolmen / Sarcophagus / Waruga;;;;;
;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;;
