SITE_SOURCE_ID;SITE_NAME;LOCALISATION;GEONAME_ID;PROJECTION_SYSTEM;LONGITUDE;LATITUDE;ALTITUDE;CITY_CENTROID;STATE_OF_KNOWLEDGE;OCCUPATION;STARTING_PERIOD;ENDING_PERIOD;MAIN_CHARAC;CHARAC_LVL1;CHARAC_LVL2;CHARAC_LVL3;CHARAC_LVL4;CHARAC_EXP;BIBLIOGRAPHY;COMMENTS
IPAD_293;Pedawa 7;Bali | Pedawa, Buleleng regency, Bali;;4326;115.02661;-8.24451;;No;Documented;Not specified;-4000;1500;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;DOI: 10.13140/RG.2.2.20761.60004;Description: Sarkofagus ini dalam kondisi pecah belah. Besar pecahan beragam antara 16 cm hingga 30 cm. Masih terlihat indikasi bentuk berupa bagian tonjolan dan dasar sarkofagus. | Keywords: sarcophagus Bali sarkofagus | Alternative_Name: desa Pedawa
IPAD_294;Pedawa 8;Bali | Pedawa, Buleleng regency, Bali;;4326;115.0271;-8.24405;;No;Documented;Not specified;-4000;1500;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;DOI: 10.13140/RG.2.2.20761.60004;Description: Indikasi sarkofagus ini hanya ditunjukkan oleh satu pecahan batu yang menyerupai bagian dasar. | Keywords: sarcophagus Bali sarkofagus | Alternative_Name: desa Pedawa
IPAD_295;Pedawa 9;Bali | Pedawa, Buleleng regency, Bali;;4326;115.016;-8.24345;;No;Documented;Not specified;-4000;1500;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;DOI: 10.13140/RG.2.2.20761.60004;Description: Indikasi sarkofagus ini hanya ditunjukkan oleh satu pecahan batu yang menyerupai bagian dasar. | Keywords: sarcophagus Bali sarkofagus | Alternative_Name: desa Pedawa
IPAD_297;Sampiang;Bali | F87J+4MW, Jl. Kalantaka, Sampiang, Kec. Gianyar, Kabupaten Gianyar, Bali 80511;;4326;115.331691320297;-8.53710122349279;;No;Documented;Not specified;-4000;1500;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;DOI: http://dx.doi.org/10.24832/fa.v12i2.401;Description: 3 stone sarcophagi identified. | Keywords: sarcophagus Bali sarkofagus | Alternative_Name: Geriya Hyangapi
IPAD_298;Cekeng;Bali | H9H4+92Q Sulahan, Bangli Regency, Bali;;4326;115.355111;-8.421528;;No;Documented;Not specified;-4000;1500;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;https://karya.brin.go.id/id/eprint/16249;Description: In the Pura Puseh there is one sarcophagus with a figure sculpted. Locals call the sarcophagus ' Pelican Boat' presumably as reference to population migration. Another sarcophagus on private property of Wayan Lamud | Keywords: sarcophagus Bali sarkofagus | Alternative_Name: Pura Puseh Cekeng
IPAD_355;Leang Balimukang;South Sulawesi | Kalabbirang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.658333;-4.999444;;No;Documented;Not specified;Undefined;Undefined;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;;
IPAD_748;Sembiran / Pacung;Bali | Indonesia;;4326;115.292278;-8.103917;;No;Documented;Not specified;-200;500;Archaeological Sites;Open-air site;;;;No;;Centrally located along the major maritime route of the Sunda Island Chain, between eastern and western Indonesia, the harbour and burial sites of Sembiran and Pacung on the northern coast of Bali have produced critical evidence for reassessing the timing and impact of Island Southeast Asia's early exchange contacts with India and Mainland Southeast Asia during the late prehistoric period (200 BC-AD 500). The Pacung burials, dated from the late second century BC, revise the timing of Indian contact to at least the first century BC, based on fine Indian pottery in burial layers, and provide the earliest securely dated evidence for bronze and glass in Island Southeast Asia. New glass chemical data suggest stronger links with Vietnam and support transmission of bronze objects and casting technology to Indonesia from bronze-producing centres in north-eastern Mainland Southeast Asia. Preliminary lead isotope data also point to this region, with the exception of the Sembiran unleaded ring, and indicate melting of at least some imported bronzes for local recasting in Bali. A newly excavated volcanic tuff core, used to cast a bronze axe of an indigenous form, adds evidence for a local workshop at Sembiran. Preliminary data on gold and carnelian beads suggest links to the northern Indian subcontinent via western Mainland Southeast Asia. Overall, the new analytical data from Bali begin to fill a major gap in understanding Island Southeast Asia's role in late prehistoric trans-Asiatic networks. Archaeological open site, Bali.
IPAD_931;Gilimanuk Necropolis Museum;Bali;;4326;114.442226;-8.167025;;No;Documented;Not specified;;;Archaeological Sites;Necropolis / Burial site;;;;No;Harry Widianto. Atlas : Prasejarah Indonesia / Harry Widianto .2013;
IPAD_296;Manuaba Batu Lusu;Bali;;4326;115.28707594344817;-8.448777447135667;;No;Documented;Not specified;-4000;1500;Stationary Structures;Megalithic site / Menhir / Dolmen / Sarcophagus / Waruga;;;;No;http://dx.doi.org/10.13140/RG.2.2.20761.60004 | Nyoman Arisanti, & Nyoman Sunarya. (2024). PROSES PEMBENTUKAN BUDAYA DAN DINAMIKA FUNGSI SARKOFAGUS PADA DAERAH ALIRAN SUNGAI PETANU. Naditira Widya, 14(2), 137–154. https://ejournal.brin.go.id/nw/article/view/5655;Description: Two large sarcophagi were discovered in the Manuaba area, Gianyar Regency. In 1925, E. Evertsen observed two large sarcophagi in the Manuaba area, which locals called Batu Lusu. In 1926, Nieuwenkamp re-examined the sarcophagi and suggested that they were likely prehistoric relics. However, it is also possible that the two sarcophagi were coffins that should have been placed at the bottom of the Pakerisan River. This opinion was refuted by Moojen (1926 1929) who argued that the objects found in Manuaba were larger coffins than those excavated in the Busung Biu area, Buleleng Regency (Soejono 2008). These two sarcophagi are now kept in two adjacent temples: Batu Lusu Temple 1 and Batu Lusu Temple 2. There are remains of 2 sarcophagi located in the Uma Lawas subak which is the oldest subak in the village of Manuaba. This site is thought to have originated from the Great Stone Age (Megalithichum). Tipe C merupakan sarkofagus berukuran besar, dengan panjang antara 200-268 cm. Ciri lainnya berupa ada dua tonjolan di bidang samping/panjang wadah. Sarkofagus tipe ini berukuran besar, sehingga mayat dapat dikuburkan dengan terbujur dan kemungkinan diisi lebih dari satu mayat. Tipe ini disebut juga sebagai tipe Manuaba, karena sebagian besar ditemukan di daerah Manuaba (Kabupaten Gianyar) | Keywords: sarcophagus bali | Alternative_Name: Pura Batulusu
IPAD_299;Padangsigi;Bali | Jl. Pejeng Kaja - Tampak Siring No.32, Sanding, Kec. Tampaksiring, Kabupaten Gianyar, Bali 80552;;;;;;Yes;Documented;Not specified;-4000;1500;Stationary Structures;Rock art site / Petroglyph / Pictograph / Hand stencil;;;;No;https://doi.org/10.24832/nw.v14i2.426;Description: Sarkofagus yang disimpan di rumah penduduk, salah satunya adalah sarkofagus Padangsigi, terletak di Banjar Padangsigi, Desa Sanding, Kecamatan Tampak Siring, Kabupaten Gianyar. Sarkofagus ini ditempatkan bersama bangunan suci lainnya pada balai perlindungan | Keywords: sarcophagus Bali sarkofagus | Alternative_Name: Sanding
