SITE_SOURCE_ID;SITE_NAME;LOCALISATION;GEONAME_ID;PROJECTION_SYSTEM;LONGITUDE;LATITUDE;ALTITUDE;CITY_CENTROID;STATE_OF_KNOWLEDGE;OCCUPATION;STARTING_PERIOD;ENDING_PERIOD;MAIN_CHARAC;CHARAC_LVL1;CHARAC_LVL2;CHARAC_LVL3;CHARAC_LVL4;CHARAC_EXP;BIBLIOGRAPHY;COMMENTS;WEB_IMAGES
e21ce112-7b7c-41da-9123-40963f5765c6;Gua Balasuji;South Sulawesi | Bowong Cindea, Bungoro, Pangkajene and Islands Regency, South Sulawesi | Maros-Pangkep,Lasitae;;;;;;Yes;Not documented;Not specified;Undefined;Undefined;Realestate;Ritual;;;;No;;Alternative_Name: Leang Balasuji;
2cc6e9e9-0037-4618-afc9-e7c8d8f2adcd;Gua Bawię;South Sulawesi | Biraeng, Minasatene, Pangkajene and Islands Regency, South Sulawesi | Maros-Pangkep;;4326;119.602833;-4.847361;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Ritual;;;;No;;Alternative_Name: Leang Bawie;
a4213939-7563-42c0-a2c1-b21a9edc7768;Gua Biring Ere;South Sulawesi | Jl. Beruang 1, Biring Ere, Bungoro, Pangkajene and Islands Regency, South Sulawesi 90615 | Maros-Pangkep;;4326;119.613333;-4.78;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Ritual;;;;No;;Alternative_Name: Leang Biring Ere;
dc51c5f9-cb10-4b3d-b83d-04762a62d9cb;Gua Buto;South Sulawesi | Minasatene, Pangkajene and Islands Regency, South Sulawesi | Maros-Pangkep;;4326;119.584722;-4.831194;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;Alternative_Name: Leang Buto;
53868e1b-db65-476d-acdd-42b4af750fd2;Gua Pattennung;South Sulawesi | Biraeng, Minasatene, Pangkajene and Islands Regency, South Sulawesi | Maros-Pangkep;;4326;119.592694;-4.835444;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;Alternative_Name: Leang Pattennung;
96c24c41-a7c0-4819-bb9e-264166b76031;Gua Alla Pusae;South Sulawesi | Kalabbirang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.671139;-4.986694;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;Alternative_Name: Leang Alla Pusae;
7048a32d-d551-4068-9881-ef835e5bbc80;Gua Alle Bireng;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.682889;-4.971139;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;Alternative_Name: Leang Alle Bireng;
623fcab4-3ddb-4d8e-9d37-5920d20cffd6;Leang Ambe Pacco;South Sulawesi;;4326;119.669778;-4.987444;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;Alternative_Name: Leang Ambe Pacco;
2cd8675e-cf50-42fb-b0da-dba629e2545f;Leang Akkarasa;South Sulawesi | Bontonlempangan, Bontoa, Maros Regency, South Sulawesi;;4326;119.616667;-4.921667;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;Alternative_Name: Leang Akkarasaka;
02142966-4383-4374-bb68-81a6ff7b6786;Leang Balang;South Sulawesi | Mangeloreng, Bantimurung, Maros Regency, South Sulawesi;;4326;119.645833;-4.990556;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;Alternative_Name: Leang Balang;
01bbc32a-7ac9-459f-b770-6207a81d2dba;Leang Barugayya;South Sulawesi | Mangeloreng, Bantimurung, Maros Regency, South Sulawesi;;4326;119.656667;-4.995;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
afbcbeed-4f95-4b5e-ab37-521ab783ea9b;Leang Barajarang;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi;;4326;119.690833;-4.971667;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
6665480f-88ab-43d8-8c44-ad030494dab1;Leang Batabatae;South Sulawesi | Mangeloreng, Bantimurung, Maros Regency, South Sulawesi;;4326;119.647917;-4.99075;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
1e111169-3499-473a-9d2e-f44e6adf4376;Leang Balimukang;South Sulawesi | Kalabbirang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.658333;-4.999444;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
3b90ae8f-7edf-40f4-b62a-e66336f74b2d;Leang Batu Karope;South Sulawesi | Kalabbirang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.6625;-4.995278;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
a2d0894d-aa3f-46ac-b620-b00e02bea376;Leang Bara Tedong;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.685556;-4.980278;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
61de236b-8487-4d74-bb35-86dd7d0b28bc;Leang Bawię;South Sulawesi | Biraeng, Minasatene, Pangkajene and Islands Regency, South Sulawesi | Maros-Pangkep;;4326;119.602833;-4.847361;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
662503c4-35dc-4791-b182-28134c378954;Leang Bettue;South Sulawesi | Kalabbirang, Bantimurung, Maros Regency, South Sulawesi 90561 | Maros-Pangkep;;4326;119.668333;-4.989167;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
a7f6b1a3-1cae-4e59-8748-9c716be765ed;Leang Bembe;South Sulawesi | Kalabbirang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.653611;-4.999722;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
803663d7-cfd4-472e-bad0-9cd044cce691;Leang Boddong;South Sulawesi | Mangeloreng, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.642778;-4.994444;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
4fd9a232-c764-4baf-a87d-04c51748ac30;Leang Botto;South Sulawesi | Tukamasea, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.639472;-4.951778;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
0506729e-0ead-4109-a229-fa23d5bc00e8;Leang Burung I, II;South Sulawesi | Kalabbirang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.666111;-5.002222;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
4a93db9f-0208-43e3-bb92-fd714bb2120f;Leang Bulu Kamase;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.657389;-4.959389;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
739ae6d5-e626-441a-90ab-8abb4c722993;Leang Tengngae;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.655806;-4.962556;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
265d41fb-6035-4e7e-8ca5-c7f821beb7fe;Leang Bulu Sipong I, II;South Sulawesi | Maros-Pangkep;;4326;119.615833;-4.975833;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
ba0fc6f5-d87c-41d6-bc97-679ec7f2fec7;Leang Bungaeja;South Sulawesi | Tukamasea, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.646667;-4.955;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
36d18e0d-ec9c-4702-8f61-75504d91d66e;Leang Bulubatua;South Sulawesi | Mangeloreng, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.64;-4.991667;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
b2f2a72f-a7a1-43ac-94a4-6081fc0b77d9;Leang Cabbu;South Sulawesi | Mangeloreng, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.643889;-4.998056;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
caad30aa-9bf5-429e-afa2-2967a0c860c3;Leang Canggoreng;South Sulawesi | Mangeloreng, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.640278;-4.998056;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
fd463f4b-8999-4307-b505-049e6251ca94;Leang Jarie;South Sulawesi | Samangki, Simbang, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.692778;-5.031111;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
c28d203e-e05c-409e-9ef7-02bfb6f894a3;Leang Jing;South Sulawesi | 2J5X+MMR, Mangeloreng, Bantimurung, Maros Regency, South Sulawesi 90561 | Maros-Pangkep;;4326;119.649528;-4.990889;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
7e4ce0c8-5906-4b1c-ae69-85cb90354f61;Leang Karrasa;South Sulawesi | Samangki, Simbang, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.707222;-5.045;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
130edb35-e3e2-4e67-88c3-9ee85c189173;Leang Lambattorang;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.667778;-4.97;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
224d8954-0236-4430-b854-26597dc525e3;Leang Lompoa;South Sulawesi | Biraeng, Minasatene, Pangkajene and Islands Regency, South Sulawesi | Maros-Pangkep;;4326;119.593056;-4.835556;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
d9d8ce66-a3e6-41f7-8c68-dad65b7b9013;Leang Mandauseng;South Sulawesi | Tukamasea, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.642667;-4.951278;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
1ae869ea-958c-459f-9949-ac322cd8a773;Leang Paccepacce;South Sulawesi | Mangeloreng, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.643167;-4.987333;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
35fecadc-96ec-4718-81dc-9121e6b93601;Leang Pettae;South Sulawesi | Kalabbirang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.6725;-4.98;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
8c8afc22-6c5b-4707-aa66-a3b6ac3443b3;Leang Pabbuno Juku;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.700222;-4.961333;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
8324b7ad-628c-47b2-9562-e53a9b1efe61;Leang Petta Kere;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.676167;-4.978667;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
0ef41c3e-50a7-4e3e-926a-d42bbdcbe7ff;Leang Pangie;South Sulawesi | Kalabbirang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.663944;-5.000722;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
0d3dfe59-45e5-45fe-87b3-e0d5f58cccab;Leang Pajae;South Sulawesi | Kalabbirang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.673333;-4.986667;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
27cf4d4f-360c-43b4-9adf-4f3b29c2f978;Leang Pannampu;South Sulawesi | Tukamasea, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.654167;-4.955;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
82baf75e-6a96-46c7-a1f1-89eba0ac10ad;Leang Pellenge;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.686194;-4.970833;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
f297f02a-8e49-4f9e-bfe6-032fca22069a;Leang Pucu;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.675694;-4.966333;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
e1bd548d-f51e-422e-a868-a9e772e2a7c2;Leang Sampeang;South Sulawesi | Langi, Bontocani, Bone Regency, South Sulawesi | Maros-Pangkep;;4326;119.990556;-4.998333;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
1f11e542-224e-49de-bf97-d85f0a9faaa2;Leang Samongkeng I;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi 90561 | Maros-Pangkep;;4326;119.664583;-4.980333;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
f5e6545f-4fb2-44fe-bb87-552e40108b7f;Leang Samongkeng II;South Sulawesi | 2M97+RPM, Leang-Leang, Bantimurung, Maros Regency, South Sulawesi 90561 | Maros-Pangkep;;4326;119.664278;-4.980667;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
ab16a91c-7ed9-452f-a797-02f5a594fc81;Leang Samongkeng III;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi 90561 | Maros-Pangkep;;4326;119.662417;-4.980028;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
62e87598-9555-4b06-b237-590acc487ae8;Leang Tampuang;South Sulawesi | Labuaja, Cenrana, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.742528;-5.035472;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
daffbe45-f16b-4fba-97f9-adaf4c7d972c;Leang Tanre;South Sulawesi | Mangeloreng, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.650222;-4.992778;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
b5d00171-f121-44b2-bd53-036ccb323a2b;Leang Timpuseng;South Sulawesi | Kalabbirang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.66;-4.998889;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
2519f097-9a16-41e9-a772-85bbe205d4ea;Leang Tinggi Ada;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.679306;-4.97825;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
cb5d4508-9484-4df5-9d91-1db4430f2659;Leang Tenggae;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.655806;-4.962556;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
dcf89435-4d63-48b4-abe1-b3aa3f81458f;Leang Uluwae;South Sulawesi | Kalabbirang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.673083;-4.984444;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
1f8c60ff-eb56-41e8-a276-b61f5bc1be94;Leang Ulu Leang;South Sulawesi | Kalabbirang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.6675;-4.991389;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
71f31c39-97da-41bc-ac2b-bf116657d7d4;Leang Wanuwae;South Sulawesi | Leang-Leang, Bantimurung, Maros Regency, South Sulawesi | Maros-Pangkep;;4326;119.68175;-4.966167;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;;;
47c9701e-eb0d-470b-9b82-0dab02ca4966;Timo'oni Stone Jars Site;South Sulawesi | Onondoa, Rampi, North Luwu Regency, South Sulawesi | Rampi;;4326;120.291;-2.115083;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;https://doi.org/10.2991/978-2-38476-070-1_10;Description: The observation reveals that around this piece of land there are abundance of pottery fragments. The son in law of the owner of this land (Mr. Zakaria), found two jars with stone lid that contain only earth, one was broken and the other seems intact (see Fig. 2). The shape of the broken jar can still be seen, and the measurements are: body diameter 30 cm, rim thickness 3 cm, mouth (opening) diameter 24 cm, height of jar 51 cm, and the neck is 14 cm high. The lid is 35 cm long, 33 cm wide, and the thickness is 6 cm. The lid of the second jar is 26 cm long, 34 cm wide, 15 cm thick. Another inhabitant, Mr. Wenas Paelo (60 years old), which is a Tokei Muhale, gave us information that pottery fragments were often found on the rice ﬁeld areas when people open or ploughed it. He has also found a large jar once, which contains necklace made of beads, but he did not remember the exact location;
3c9d4901-4462-488c-a163-30b0f51bec47;'Moni' Statue Megalithic Site;South Sulawesi | Onondoa, Rampi, North Luwu Regency, South Sulawesi | Rampi;;4326;120.291583;-2.113833;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Ritual;;;;No;https://doi.org/10.2991/978-2-38476-070-1_10;Description: People call the statue “Moni”, and it is believed to be the statue of a female ﬁgure. According to the locals, in 1990s a foreigner had tried to be lifted this statue on the grounds of protection. But the attempt failed. Instead, the statue sunk even deeper. The height of the statue from the surface is about 60 cm, its width is about 65 cm, and its length is 70 cm. It faces southwest.;
7d7dcaff-f235-4334-ae2c-85940c36ed46;'Anak Moni' Megalithic Statue Site;South Sulawesi | Onondoa, Rampi, North Luwu Regency, South Sulawesi | Rampi;;4326;120.29075;-2.118361;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Ritual;;;;No;https://doi.org/10.2991/978-2-38476-070-1_10;Description: The local people named this statue the statue of”Anak Moni”. It is 75 cm high at front and 48 cm at the back. The width of the rock 29 cm and the width of its shoulders is more or less 50 cm. Sekitar 29 cm, Panjang bahu sekitar 50 cm. Lebar bahu 50 cm. The height from head to neck is 58 cm, and from chin downward is around 15 cm. The width of its nose is 8 cm, while the diameter of its eyes is 7.5 cm;
ed34978c-9b34-4508-ad2a-3a1408439a01;Padang Vwal Site;South Sulawesi | Onondoa, Rampi, North Luwu Regency, South Sulawesi | Rampi;;4326;120.279417;-2.100722;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Ritual;;;;No;https://doi.org/10.2991/978-2-38476-070-1_10;Description: The distribution of potsherds and ﬂat stone slabs, which are thought to be fragments of burial stone jars and their lids, were found in large amount along the foothpath of Mamilo Forest. The average thickness of the potsherds is between 1–2.3 cm. The Stone Slab 1 is 53 cm long, 46 cm wide, and 17 cm thick, while the Stone Slab 2 is 39 cm long, 26 cm wide, and 12.2 cm thick. It is probable that the Stone Slab 1 is the lid of a quite large stone jar, while the second slab is the lid of a medium-sized jar. According to the local inhabitants, this location was an ancient settlement. The Human Statue 4 was found at the bottom of Padang Vwali hill slope, and was broken into two, most likely because it was fall down the hill due to landslide. It is 142 cm high, 115 cm wide, and about 28 cm thick. Probably it was facing the northeast. On the broken part of its head there are ﬁve wavy indentation, which seem to form a hairstyle called dodangka/dangka (meaning pendulum). But it is unclear whether the wavy indentation located on the right or left sides of the head;
c1f36632-3324-4f63-9b22-2ca78e7431b4;To'ahoa Site;South Sulawesi | Onondoa, Rampi, North Luwu Regency, South Sulawesi | Rampi;;4326;120.304472;-2.130222;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;https://doi.org/10.2991/978-2-38476-070-1_10;Description: Only ﬁve potsherds were found around the area.;
2eb83de8-2d2a-421f-b1a2-abecf8e5f5ec;Padang Pobeloa Site;South Sulawesi | Onondoa, Rampi, North Luwu Regency, South Sulawesi | Rampi;;4326;120.287806;-2.130028;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;https://doi.org/10.2991/978-2-38476-070-1_10;Description: The artifacts found there include pedestals where house piles were placed on and a mortar. Most of the pedestals are no longer in situ, probably due to human activities. They are in the form of unworked stones from the river. They are rectangular in shape, measuring 47–62 cm long and about 25–31 cm wide, placed at the distance of 2.0 m and 1.7 m from each other. Not far from the pedestals, about 320 m to the southwest, there is a roundish and ﬂat mortar made of diorite rock. It is 67 cm long, 62.5 cm wide, and 22 cm thick, with a 8 cm-deep round hole 16 cm in diameter. The color of its surface is green due to moss.;
49b6c0dd-91ad-47ee-a850-9833b251ecbd;Pehaha' Site;South Sulawesi | Onondoa, Rampi, North Luwu Regency, South Sulawesi | Rampi;;4326;120.299028;-2.163056;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Settlement;;;;No;https://doi.org/10.2991/978-2-38476-070-1_10;Description: In Rampi language, Pehaha’ means a person who makes bark cloth (bark-cloth maker). At this location there is an earth frotress, which extends from east to west, at the north end of the hill ridge. Its wall, which is about 1.5 m wide and 50 cm to 1 m high, was less visible because it was covered with shrubs. There are also pedestals along the ridge, most of which seem in situ so that it was not difﬁcult to reconstruct the size of the building. The pedestals are made of natural boulders half-buried on the ground forming a rectangular space. Their amount at each location are between four and six pedestals.;
17097d5e-2d3b-4cdc-a8a4-3347a5366bb8;Dodolo 'Lolihi Kontara' Site;South Sulawesi | Dodolo, Rampi, North Luwu Regency, South Sulawesi 92964 | Rampi;;4326;120.273778;-2.107944;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Ritual;;;;No;https://doi.org/10.2991/978-2-38476-070-1_10;Description: In the olden days the human statue was called “lolihi” by the locals, but now it is better known as “kontara”. This statue is one of the two statues sculpted in human-like shapes, which were reported by Kruyt in 1938. The statue looks worn out, but parts like eyes, ears, nose, eyebrows, and borders of face can still be seen. It is a torso statue without arms and legs. On the right part of its head are 5 wavy indentations (Kruyt mentioned 6). According to Tokei Mohale, the 5 wavy identation seem to form a hair style called dodangka/dangka (pendulum).Itis oriented to the east (facing Timo’oni Site), while Kruyt mentioned that it is oriented to the southeast. The measurement of Human Statue 3 is 134 cm high, the width of its head, including the ears, is 81 cm, the height of its head from the crown to the chin is 84 cm and from the chin to the ground is 50 cm, the diameter of the eyes are 13 cm, the width of the lower body is 68 c, the head is 21 cm and 18 cm thick, and the lower body is 14 cm high. About 30 m from the statue, there is a half-circle shaped ﬂat stone, on the yard of Mr. Sakeus Aho. The location is between 02°06 29.8 Northern Latitude and 20°16 24.6 Eastern Longitude, at an elevation of 983 m above sea level. The raw material is like the material of the Human Statue 3, which is granite (biotite granite) (Fig. 12). According to information, the object was in upright position and therefore looked like a half circle. Based on this indication, the survey team assumed that probably this object was originally intended to be made into a human statue. The stone clearly shown traces of working. With the presence of three small holes (pit-marked), there is a possibility that the object was later used as an altar or other media, such as mortar to grind or pound grains. The ﬂat stone is 122 cm long, 82 cm wide, and about 23–30 cm thick. The ﬁrst hole has a diameter of 11 cm and a depth of 6 cm, the second hole has a diameter of 6.5 cm and a depth of 2.5 cm, and the third has a diameter of 4.5 cm and a depth of 1.5 cm.;
abe0062a-e66e-46cb-a92a-24c017a834cf;Bangko 'Watu Werani' Site;South Sulawesi | Rampi, North Luwu Regency, South Sulawesi | Rampi;;4326;120.210972;-2.1165;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Ritual;;;;No;https://doi.org/10.2991/978-2-38476-070-1_10;Description: A human statue (Human Statue 5) was found at Bangko Village with some burial jars. The Human Statue 5, or “Wa t u We r a n i , ” is located at Tinanu (Reuwe) Hamlet, Bangko Village). This statue is situated on a hill. According to Bola Bangko there is setttlement at the surrounding area. The hill is about 500 m from Kororaa River (Wai Kororaa). The Human Statue 5 (Fig. 14) is a torso type statue (without arms and legs), and it faces the east. On the right top of its head are four wavy depressions that resemble a type of hairstyle named dodangka/dangka, which means pendulum. It is ±123 cm high and ±76 cm wide (shoulder to shoulder). Its head is 43 cm wide, and the lower body is about 14 cm thick. The diameter of its eyes is 5 cm and its nose is 8 cm. The breasts protrude with a diameter of about 8 cm. It is unclear whether it represents female or male ﬁgure. In front of the statue there is a sunken ﬂat stone, which function is undecided, whether it was in the same context with the statue or merely funtioned to keep the statue from slanting further forward. The size of the ﬂat stone in front of the statue is 63 cm long, 55 cm wide, and about 11 cm thick. About 145 cm to the northwest of the human statue is an upright stone that resembles a tombstone. It is 73 cm high and about 35 cm thick. The width of the upper part is ±29 cm and the lower part is about 31 cm. The raw material of the statue is granite (biotite granite). In his book Kruyt (1938) did not mention the Human Statue 5. He only mentioned that at tbe village there are natural rocks called watu wurani, which were worshipped by the people at that period, and he believed that the natural rocks were used in later period (after the period when Megalithic artifacts were made). There is a possibility that Human Statue No. 5 or the rocks called “Wa t u We r a n i ”were not discovered until later. That is why the local inhabitants at the time had no knowledge about the existence of the Human Statue No. 5.;
5aa3257f-2a70-4f03-8317-9c133a2ce99f;Bangko Stone Jar Site;South Sulawesi | Rampi, North Luwu Regency, South Sulawesi | Rampi;;4326;120.204222;-2.125694;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Ritual;;;;No;https://doi.org/10.2991/978-2-38476-070-1_10;Description: The stone jars were empty (Fig. 15). The diameter of the body is about 86 cm, the cavity is about 65 cm deep, with a thickness of between 0.7–1 cm, and the diameter of the mouth (opening) is ± 35 cm. From the fragments, it seems as though the burial jars are carinated and have rounded bottom. About 2.5 m from the burial jar is ﬂat stone slab, which is assumed to be the lid of the jar. It is 64 cm long, 54 cm wide, and 9 cm thick.;
c1cc7b2e-571e-4b75-8619-d4e1447183e9;Tedeboe Site;South Sulawesi | Onondoa, Rampi, North Luwu Regency, South Sulawesi | Rampi;;4326;120.293361;-2.15075;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Ritual;;;;No;https://doi.org/10.2991/978-2-38476-070-1_10;Description: From results of surveys the team found locations where natural rocks are still considered sacred by the community until today: (a) the rice ﬁelds of Hiwontu at Rante Hamlet, where Mnahi (Watu Mpoihi) and Watu Baula statues are located, (b) the rice ﬁelds of Luwa’a, Pongka Hamlet, where Watu Tinanu (a statue that is shaped like a chair). About 300 m from Watu Tinanu there are stone pedestals where pillars of a rumah tambi (traditional house) and a buho (a structure that functions as a storeroom or granary) were placed on, only two left at each place. All the stones found at Tedeboe Village are natural rocks with no trace of sculpting | Alternative_Name: Watu Mpoihi Watu Baula;
8ef595c2-7fca-4029-bb47-cdb23ba94826;Pada’ Powoliaha’a Site;South Sulawesi | Leboni, Rampi, North Luwu Regency, South Sulawesi | Rampi;;4326;120.34345;-2.176414;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Unknown;;;;No;https://doi.org/10.2991/978-2-38476-070-1_10;Description: The team found some beads and lithic tools (ﬂakes), as well as ﬂat rounded stones among the distribution of potsherds. There is a great probability that this area was the location of burial jars. Those ﬁnds were found around pathways and waterways/canals with earth outcrops at Pada’ Powoliaha’a, on a sloping hilly meadow, about 2 km south- east of Beloi Hamlet that is the centre of Leboni Village.;
7b2bcb42-c3e8-4435-838c-b6bba2eb22c8;Padang (Pada’) Toroah Site;South Sulawesi | Leboni, Rampi, North Luwu Regency, South Sulawesi | Rampi;;4326;120.582806;-2.344306;;No;Not documented;Not specified;Undefined;Undefined;Realestate;Settlement;;;;No;https://doi.org/10.2991/978-2-38476-070-1_10;Description: There is also an arrangement of stones in Leboni Village, which area is considered sacred. The stone arrangement area was used as a sacred place to worship and perform rituals such as asking for rain, initiating the planting activities in the rice ﬁelds, or during certain occasions.;
