filename,pdf_path,pages,text_chars,ocr_confidence,date_processed
Fishhooks  Lures  and Sinkers  Intensive Manufacture of Marine Technology from the Terminal Pleistocene at Makpan Cave  Alor Island  Indonesia,data/google-drive-pdfs/Fishhooks  Lures  and Sinkers  Intensive Manufacture of Marine Technology from the Terminal Pleistocene at Makpan Cave  Alor Island  Indonesia.pdf,21,51226,0.00,2026-03-25T20:17:49.626113
FlakingStone_matano_SSul,data/google-drive-pdfs/FlakingStone_matano_SSul.pdf,12,51755,0.00,2026-03-25T20:17:49.626411
Fluid Iron State Formation in Southeast Asia by Tony Day (z-lib.org),data/google-drive-pdfs/Fluid Iron State Formation in Southeast Asia by Tony Day (z-lib.org).pdf,353,827257,0.00,2026-03-25T20:17:49.628626
Foraging to Farming SEAsia,data/google-drive-pdfs/Foraging to Farming SEAsia.pdf,26,92922,0.00,2026-03-25T20:17:49.629474
FortifiedWallaceaSites,data/google-drive-pdfs/FortifiedWallaceaSites.pdf,37,75242,0.00,2026-03-25T20:17:49.630011
From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org),data/google-drive-pdfs/From Arabia to the Pacific How Our Species Colonised Asia (Robin Dennell) (z-lib.org).pdf,387,943888,0.00,2026-03-25T20:17:49.632898
From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia)-2,data/google-drive-pdfs/From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia)-2.pdf,29,77352,0.00,2026-03-25T20:17:49.633348
From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia),data/google-drive-pdfs/From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_1_Prologue_the_southern_dispersal_across_Asia).pdf,32,88947,0.00,2026-03-25T20:17:49.633741
From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_2_Prologue_the_northern_dispersal_across_Asia),data/google-drive-pdfs/From_Arabia_to_the_Pacific_How_Our_Species_Colonis..._----_(PART_2_Prologue_the_northern_dispersal_across_Asia).pdf,11,33879,0.00,2026-03-25T20:17:49.634005
Fuentesetal.Technological,data/google-drive-pdfs/Fuentesetal.Technological.pdf,15,75230,0.00,2026-03-25T20:17:49.634458
Furnace_Iron_,data/google-drive-pdfs/Furnace_Iron_.pdf,12,33280,0.00,2026-03-25T20:17:49.634697
GBE1_bali_book,data/google-drive-pdfs/GBE1_bali_book.pdf,314,576247,0.00,2026-03-25T20:17:49.636495
GSewu_Pacitan,data/google-drive-pdfs/GSewu_Pacitan.pdf,16,46226,0.00,2026-03-25T20:17:49.636878
Gadjah Putih Iskandar Muda by M. Junus Djamil (z-lib.org),data/google-drive-pdfs/Gadjah Putih Iskandar Muda by M. Junus Djamil (z-lib.org).pdf,157,259672,0.00,2026-03-25T20:17:49.637767
Gebe,data/google-drive-pdfs/Gebe.pdf,31,81846,0.00,2026-03-25T20:17:49.638204
Glass+Stonebeads_SEAsia,data/google-drive-pdfs/Glass+Stonebeads_SEAsia.pdf,14,88794,0.00,2026-03-25T20:17:49.638570
Glover_TimorSites,data/google-drive-pdfs/Glover_TimorSites.pdf,419,564559,0.00,2026-03-25T20:17:49.640323
GoaKampret_Hoabinh_Sumatra,data/google-drive-pdfs/GoaKampret_Hoabinh_Sumatra.pdf,16,30192,0.00,2026-03-25T20:17:49.640640
GoaTopogaro_Sulawesi_Holocene_BoneLithic,data/google-drive-pdfs/GoaTopogaro_Sulawesi_Holocene_BoneLithic.pdf,20,102978,0.00,2026-03-25T20:17:49.641049
GoaTopogaro_pleistocene_Sulawesi_AMHdispersalroutes,data/google-drive-pdfs/GoaTopogaro_pleistocene_Sulawesi_AMHdispersalroutes.pdf,17,88186,0.00,2026-03-25T20:17:49.641536
Gua Batu_Kalimantan,data/google-drive-pdfs/Gua Batu_Kalimantan.pdf,16,39873,0.00,2026-03-25T20:17:49.641800
Gua Uhalie_Sulawesi_cave art,data/google-drive-pdfs/Gua Uhalie_Sulawesi_cave art.pdf,16,36054,0.00,2026-03-25T20:17:49.642054
GuaArca_kangean_Java,data/google-drive-pdfs/GuaArca_kangean_Java.pdf,22,51725,0.00,2026-03-25T20:17:49.642327
GuaMabitce_Hoabinh_Sumatra,data/google-drive-pdfs/GuaMabitce_Hoabinh_Sumatra.pdf,14,39154,0.00,2026-03-25T20:17:49.642562
GuaMapkan_Alor,data/google-drive-pdfs/GuaMapkan_Alor.pdf,14,85098,0.00,2026-03-25T20:17:49.642958
GuaMo'oHonoRcokshelter_SSul,data/google-drive-pdfs/GuaMo'oHonoRcokshelter_SSul.pdf,37,92313,0.00,2026-03-25T20:17:49.643400
GuaSitiHalmahera,data/google-drive-pdfs/GuaSitiHalmahera.pdf,7,14532,0.00,2026-03-25T20:17:49.644411
GuaSitiNafisah_Halmahera,data/google-drive-pdfs/GuaSitiNafisah_Halmahera.pdf,7,16554,0.00,2026-03-25T20:17:49.644696
Guangxi Bronze Drums,data/google-drive-pdfs/Guangxi Bronze Drums.pdf,12,52752,0.00,2026-03-25T20:17:49.645010
HEJava,data/google-drive-pdfs/HEJava.pdf,26,64168,0.00,2026-03-25T20:17:49.645375
HERA_FIS_IbM 2017,data/google-drive-pdfs/HERA_FIS_IbM 2017.pdf,89,108448,0.00,2026-03-25T20:17:49.645855
HE_Ngandong,data/google-drive-pdfs/HE_Ngandong.pdf,9,1132,0.00,2026-03-25T20:17:49.646054
HErectus_Trinil,data/google-drive-pdfs/HErectus_Trinil.pdf,18,68099,0.00,2026-03-25T20:17:49.646430
HErectusjava,data/google-drive-pdfs/HErectusjava.pdf,12,73598,0.00,2026-03-25T20:17:49.646827
Heereken_StoneAgeofIndonesia,data/google-drive-pdfs/Heereken_StoneAgeofIndonesia.pdf,331,519379,0.00,2026-03-25T20:17:49.648697
HereSorotEntapaCave_Kisar,data/google-drive-pdfs/HereSorotEntapaCave_Kisar.pdf,12,38219,0.00,2026-03-25T20:17:49.648961
Hikayat Sidi Mara Bajak Laut dari Pantai Barat Sumatra by Pinto Anugrah (z-lib.org),data/google-drive-pdfs/Hikayat Sidi Mara Bajak Laut dari Pantai Barat Sumatra by Pinto Anugrah (z-lib.org).pdf,65,40626,0.00,2026-03-25T20:17:49.649507
Hoabinh Culture,data/google-drive-pdfs/Hoabinh Culture.pdf,387,383335,0.00,2026-03-25T20:17:49.651132
Hoabinh,data/google-drive-pdfs/Hoabinh.pdf,12,29266,0.00,2026-03-25T20:17:49.651432
Hoabinhian_Sumatra,data/google-drive-pdfs/Hoabinhian_Sumatra.pdf,10,28404,0.00,2026-03-25T20:17:49.651710
HoabinhianandAustronesian,data/google-drive-pdfs/HoabinhianandAustronesian.pdf,12,37745,0.00,2026-03-25T20:17:49.651971
HoloceneOccupSulawesi,data/google-drive-pdfs/HoloceneOccupSulawesi.pdf,25,80157,0.00,2026-03-25T20:17:49.652386
Holocene_BurialPractice_AlorIsland,data/google-drive-pdfs/Holocene_BurialPractice_AlorIsland.pdf,14,85098,0.00,2026-03-25T20:17:49.652738
HomininDiversity_WestIndonesia,data/google-drive-pdfs/HomininDiversity_WestIndonesia.pdf,512,913122,0.00,2026-03-25T20:17:49.655522
HomoEre_Java,data/google-drive-pdfs/HomoEre_Java.pdf,26,64168,0.00,2026-03-25T20:17:49.656199
HomoMojokertensis,data/google-drive-pdfs/HomoMojokertensis.pdf,33,105674,0.00,2026-03-25T20:17:49.656650
"Human Origins Contributions from Social Anthropology (Camilla Power (ed.), Morna Finnegan (ed.) etc.) (Z-Library)","data/google-drive-pdfs/Human Origins Contributions from Social Anthropology (Camilla Power (ed.), Morna Finnegan (ed.) etc.) (Z-Library).pdf",365,903706,0.00,2026-03-25T20:17:49.658987
HumanAndStone,data/google-drive-pdfs/HumanAndStone.pdf,43,106053,0.00,2026-03-25T20:17:49.659436
HumanEvTerms,data/google-drive-pdfs/HumanEvTerms.pdf,4,26502,0.00,2026-03-25T20:17:49.659751
HumanOccupEKal,data/google-drive-pdfs/HumanOccupEKal.pdf,29,78040,0.00,2026-03-25T20:17:49.660144
HumanOriginsHeritageconstruireunprogrammedarchologieparticipativeenprhistoireancienneJavaIndonsie,data/google-drive-pdfs/HumanOriginsHeritageconstruireunprogrammedarchologieparticipativeenprhistoireancienneJavaIndonsie.pdf,2,4649,0.00,2026-03-25T20:17:49.660318
Human_evolution_in_Sunda_and_Sahul_and_the_continu 2,data/google-drive-pdfs/Human_evolution_in_Sunda_and_Sahul_and_the_continu 2.pdf,29,59246,0.00,2026-03-25T20:17:49.660774
Human_evolution_in_Sunda_and_Sahul_and_the_continu,data/google-drive-pdfs/Human_evolution_in_Sunda_and_Sahul_and_the_continu.pdf,29,59246,0.00,2026-03-25T20:17:49.661125
Hung2019_ReferenceWorkEntry_HistoryAndCurrentDebatesOfArch,data/google-drive-pdfs/Hung2019_ReferenceWorkEntry_HistoryAndCurrentDebatesOfArch.pdf,22,74084,0.00,2026-03-25T20:17:49.661493
Hungetal.2013CoastalConnectivity,data/google-drive-pdfs/Hungetal.2013CoastalConnectivity.pdf,23,62853,0.00,2026-03-25T20:17:49.662142
Hunting_Holocene_Java,data/google-drive-pdfs/Hunting_Holocene_Java.pdf,3,11300,0.00,2026-03-25T20:17:49.662342
IASTE_2008_Conference_Proceedings,data/google-drive-pdfs/IASTE_2008_Conference_Proceedings.pdf,109,506236,0.00,2026-03-25T20:17:49.663845
INFLUENCE_Priyatno+Hadi+Sulistyarto_CS1+PAYMENT,data/google-drive-pdfs/INFLUENCE_Priyatno+Hadi+Sulistyarto_CS1+PAYMENT.pdf,10,29638,0.00,2026-03-25T20:17:49.664075
Images of the Wildman in Southeast Asia_25_04_02_18_20_39,data/google-drive-pdfs/Images of the Wildman in Southeast Asia_25_04_02_18_20_39.pdf,360,1028596,0.00,2026-03-25T20:17:49.666811
Indonesian_LithicProduction,data/google-drive-pdfs/Indonesian_LithicProduction.pdf,73,172910,0.00,2026-03-25T20:17:49.667445
Indonesian_Megaliths_A_Forgotten_Cultura,data/google-drive-pdfs/Indonesian_Megaliths_A_Forgotten_Cultura.pdf,117,153521,0.00,2026-03-25T20:17:49.668037
Indonesian_megaliths_as_the_result_of_th,data/google-drive-pdfs/Indonesian_megaliths_as_the_result_of_th.pdf,33,61743,0.00,2026-03-25T20:17:49.668589
InitialOccupationWallacea and Sahul,/Users/cataivancov/IdeaProjects/arke-platform/data/google-drive-pdfs/InitialOccupationWallacea and Sahul.pdf,13,58711,89.75,2026-03-25T20:17:49.668929
IntroToRockArtConservation,data/google-drive-pdfs/IntroToRockArtConservation.pdf,96,125916,0.00,2026-03-25T20:17:49.669830
Investigations_on_Gebe_Island,data/google-drive-pdfs/Investigations_on_Gebe_Island.pdf,32,76710,0.00,2026-03-25T20:17:49.670355
IraAra_TimorLesteBurial,data/google-drive-pdfs/IraAra_TimorLesteBurial.pdf,19,49422,0.00,2026-03-25T20:17:49.670660
JarBurialS_Aru_Mollucas,data/google-drive-pdfs/JarBurialS_Aru_Mollucas.pdf,17,39775,0.00,2026-03-25T20:17:49.670903
Jejak-Langkah_Page_47_Compressed,data/google-drive-pdfs/Jejak-Langkah_Page_47_Compressed.pdf,1,0,0.00,2026-03-25T20:17:49.671048
KaimearRockArt_Kei,data/google-drive-pdfs/KaimearRockArt_Kei.pdf,12,36948,0.00,2026-03-25T20:17:49.671295
Kalimantan_KimanisLubangPayauRockShelters,data/google-drive-pdfs/Kalimantan_KimanisLubangPayauRockShelters.pdf,194,0,0.00,2026-03-25T20:17:49.671435
KampaiGlassBeads,data/google-drive-pdfs/KampaiGlassBeads.pdf,12,41080,0.00,2026-03-25T20:17:49.671680
Karakteristik_Genetik_Populasi_Kuno_Pulau_Bali_San,data/google-drive-pdfs/Karakteristik_Genetik_Populasi_Kuno_Pulau_Bali_San.pdf,26,66799,0.00,2026-03-25T20:17:49.673112
KaramaValley_WestSulawesi,data/google-drive-pdfs/KaramaValley_WestSulawesi.pdf,8,14206,0.00,2026-03-25T20:17:49.673424
KaramaWatershed,data/google-drive-pdfs/KaramaWatershed.pdf,8,14206,0.00,2026-03-25T20:17:49.673592
Karama_mamuju_Cranial,data/google-drive-pdfs/Karama_mamuju_Cranial.pdf,411,0,0.00,2026-03-25T20:17:49.673733
Kaudern+1921+Indonesian+Jilid+I-2,data/google-drive-pdfs/Kaudern+1921+Indonesian+Jilid+I-2.pdf,149,384257,0.00,2026-03-25T20:17:49.674884
Kaudern+1921+Indonesian+Jilid+I,data/google-drive-pdfs/Kaudern+1921+Indonesian+Jilid+I.pdf,149,425102,0.00,2026-03-25T20:17:49.676130
KayoaRockshelters_halmahera,data/google-drive-pdfs/KayoaRockshelters_halmahera.pdf,11,25643,0.00,2026-03-25T20:17:49.676533
Kubur_Tempayan_di_Kabupaten_Alor_NTT_201320200127-51557-y49nrp-with-cover-page-v2,data/google-drive-pdfs/Kubur_Tempayan_di_Kabupaten_Alor_NTT_201320200127-51557-y49nrp-with-cover-page-v2.pdf,11,33496,0.00,2026-03-25T20:17:49.677175
LB1Flores_SingularitynotTaxon,data/google-drive-pdfs/LB1Flores_SingularitynotTaxon.pdf,6,41949,0.00,2026-03-25T20:17:49.678617
LaingAbu_Kalimantan_500ADPottery,data/google-drive-pdfs/LaingAbu_Kalimantan_500ADPottery.pdf,15,52915,0.00,2026-03-25T20:17:49.679696
Lakukang_SBoneSulawesi_Megalithic,/Users/cataivancov/IdeaProjects/arke-platform/data/google-drive-pdfs/Lakukang_SBoneSulawesi_Megalithic.pdf,16,33204,81.19,2026-03-25T20:17:49.680145
Laporan_Karst_Lengkap1,data/google-drive-pdfs/Laporan_Karst_Lengkap1.pdf,127,151319,0.00,2026-03-25T20:17:49.680779
Lascivia - Diciembre 2014 by Mag (z-lib.org),data/google-drive-pdfs/Lascivia - Diciembre 2014 by Mag (z-lib.org).pdf,122,92387,0.00,2026-03-25T20:17:49.681815
LeangBattiCave_Holocene_Sulawesi,data/google-drive-pdfs/LeangBattiCave_Holocene_Sulawesi.pdf,24,55251,0.00,2026-03-25T20:17:49.682157
LeangJarie_Maros_Toalean,data/google-drive-pdfs/LeangJarie_Maros_Toalean.pdf,17,48054,0.00,2026-03-25T20:17:49.682798
LeangRakkoe_Maros_Tolean,data/google-drive-pdfs/LeangRakkoe_Maros_Tolean.pdf,14,33040,0.00,2026-03-25T20:17:49.683098
LeangSarruRockshelter_Talaud,data/google-drive-pdfs/LeangSarruRockshelter_Talaud.pdf,5,16255,0.00,2026-03-25T20:17:49.683321
LeangSarru_Occup,data/google-drive-pdfs/LeangSarru_Occup.pdf,5,16255,0.00,2026-03-25T20:17:49.683503
LeangSarru_Pleistocene,data/google-drive-pdfs/LeangSarru_Pleistocene.pdf,24,62565,0.00,2026-03-25T20:17:49.683921
LeangSarru_Topogaru_Wallacea,data/google-drive-pdfs/LeangSarru_Topogaru_Wallacea.pdf,9,28721,0.00,2026-03-25T20:17:49.684143
Lembah Walanae,data/google-drive-pdfs/Lembah Walanae.pdf,264,445265,0.00,2026-03-25T20:17:49.685344
Liang Pemalawan (en),data/google-drive-pdfs/Liang Pemalawan (en).pdf,5,2941,0.00,2026-03-25T20:17:49.685532
LiangAbu_KimanisRockshelters_Borneo,data/google-drive-pdfs/LiangAbu_KimanisRockshelters_Borneo.pdf,40,113884,0.00,2026-03-25T20:17:49.685981
LingAustronesian,data/google-drive-pdfs/LingAustronesian.pdf,19,66353,0.00,2026-03-25T20:17:49.686436
ListCavesRockshelters,data/google-drive-pdfs/ListCavesRockshelters.pdf,33,96955,0.00,2026-03-25T20:17:49.686802
"Lithic Materials and Paleolithic Societies (Brian Adams, Brooke Blades) (z-lib.org)","data/google-drive-pdfs/Lithic Materials and Paleolithic Societies (Brian Adams, Brooke Blades) (z-lib.org).pdf",305,1104600,0.00,2026-03-25T20:17:49.689682
"Lithic Technology Measures of Production, Use and Curation (William Andrefsky Jr.) (z-lib.org)","data/google-drive-pdfs/Lithic Technology Measures of Production, Use and Curation (William Andrefsky Jr.) (z-lib.org).pdf",360,654868,0.00,2026-03-25T20:17:49.691531
LithicArtefacts_Moluccas_halmahera,data/google-drive-pdfs/LithicArtefacts_Moluccas_halmahera.pdf,15,34057,0.00,2026-03-25T20:17:49.692402
Lithic_Pleistocene_Wallacea,data/google-drive-pdfs/Lithic_Pleistocene_Wallacea.pdf,13,56311,0.00,2026-03-25T20:17:49.692708
Liyangan dan Kita - a Photobook,data/google-drive-pdfs/Liyangan dan Kita - a Photobook.pdf,46,36829,0.00,2026-03-25T20:17:49.692987
LoloGedang,/Users/cataivancov/IdeaProjects/arke-platform/data/google-drive-pdfs/LoloGedang.pdf,16,48797,90.32,2026-03-25T20:17:49.693292
LoloGedang_Jambi_BurialJars,data/google-drive-pdfs/LoloGedang_Jambi_BurialJars.pdf,10,26241,0.00,2026-03-25T20:17:49.693553
LoloGedang_JarBurial_Jambi,/Users/cataivancov/IdeaProjects/arke-platform/data/google-drive-pdfs/LoloGedang_JarBurial_Jambi.pdf,16,48797,90.32,2026-03-25T20:17:49.693819
MEGALIT_DAN_KUBUR_TEMPAYAN_DATARAN_TINGGI_JAMBI_DA,data/google-drive-pdfs/MEGALIT_DAN_KUBUR_TEMPAYAN_DATARAN_TINGGI_JAMBI_DA.pdf,16,36774,0.00,2026-03-25T20:17:49.694105
MUSSI_M_2011_Paleo_landscapes_and_vulner,data/google-drive-pdfs/MUSSI_M_2011_Paleo_landscapes_and_vulner.pdf,18,49306,0.00,2026-03-25T20:17:49.694437
Mabedda Bola ritual in South Sulawesi; The relationship between h,data/google-drive-pdfs/Mabedda Bola ritual in South Sulawesi; The relationship between h.pdf,27,46620,0.00,2026-03-25T20:17:49.695023
Magie_van_de_Vrouw_Magic_of_Women_Textil,data/google-drive-pdfs/Magie_van_de_Vrouw_Magic_of_Women_Textil.pdf,8,17581,0.00,2026-03-25T20:17:49.695257
Maluku_Babar_Wetang,data/google-drive-pdfs/Maluku_Babar_Wetang.pdf,15,56264,0.00,2026-03-25T20:17:49.695614
Mansiri_Sulawesi_Lapita,data/google-drive-pdfs/Mansiri_Sulawesi_Lapita.pdf,17,43116,0.00,2026-03-25T20:17:49.695975
MaritimeSEAsia,data/google-drive-pdfs/MaritimeSEAsia.pdf,7,44986,0.00,2026-03-25T20:17:49.696713
Measuring_the_damage_rate_of_prehistoric_cave_imag,data/google-drive-pdfs/Measuring_the_damage_rate_of_prehistoric_cave_imag.pdf,11,30465,0.00,2026-03-25T20:17:49.696961
MegalithicCandi,data/google-drive-pdfs/MegalithicCandi.pdf,21,37018,0.00,2026-03-25T20:17:49.697356
Menepis Kabut Pawitra by Bambang Budi Utomo (editor) (z-lib.org),data/google-drive-pdfs/Menepis Kabut Pawitra by Bambang Budi Utomo (editor) (z-lib.org).pdf,40,0,0.00,2026-03-25T20:17:49.697539
Mesolithic_Sampung_Java,data/google-drive-pdfs/Mesolithic_Sampung_Java.pdf,13,28701,0.00,2026-03-25T20:17:49.697764
MicrolithsWadjak,data/google-drive-pdfs/MicrolithsWadjak.pdf,13,33793,0.00,2026-03-25T20:17:49.698046
Minimum_founding_populations_for_the_first_peoplin,data/google-drive-pdfs/Minimum_founding_populations_for_the_first_peoplin.pdf,13,78030,0.00,2026-03-25T20:17:49.698474
Moluccas Prehistory,data/google-drive-pdfs/Moluccas Prehistory.pdf,13,39908,0.00,2026-03-25T20:17:49.698709
MoluccasHumanRem,data/google-drive-pdfs/MoluccasHumanRem.pdf,35,96615,0.00,2026-03-25T20:17:49.699124
MoluccasNeolithicHumanRemains,data/google-drive-pdfs/MoluccasNeolithicHumanRemains.pdf,11,27953,0.00,2026-03-25T20:17:49.699505
Moluccas_BoneShells,data/google-drive-pdfs/Moluccas_BoneShells.pdf,33,84754,0.00,2026-03-25T20:17:49.699874
Morotai,data/google-drive-pdfs/Morotai.pdf,17,41242,0.00,2026-03-25T20:17:49.700242
Morotai_Investig,data/google-drive-pdfs/Morotai_Investig.pdf,17,44712,0.00,2026-03-25T20:17:49.700550
MortuaryPatternsSEAsia,data/google-drive-pdfs/MortuaryPatternsSEAsia.pdf,566,989087,0.00,2026-03-25T20:17:49.703285
MuaraBetung_UluMusi_Sumatra,/Users/cataivancov/IdeaProjects/arke-platform/data/google-drive-pdfs/MuaraBetung_UluMusi_Sumatra.pdf,19,35576,88.81,2026-03-25T20:17:49.703692
Muna_Sites,data/google-drive-pdfs/Muna_Sites.pdf,9,22735,0.00,2026-03-25T20:17:49.703966
NESIAN_LANGUAGE_AS_A_NATIONAL_IDENTITY_IN_THE_MILLENNIAL_ERA,data/google-drive-pdfs/NESIAN_LANGUAGE_AS_A_NATIONAL_IDENTITY_IN_THE_MILLENNIAL_ERA.pdf,11,27461,0.00,2026-03-25T20:17:49.704520
NMaluku_MetalAge_Pottery,data/google-drive-pdfs/NMaluku_MetalAge_Pottery.pdf,14,44448,0.00,2026-03-25T20:17:49.704801
NMoluccasResearch,data/google-drive-pdfs/NMoluccasResearch.pdf,15,42008,0.00,2026-03-25T20:17:49.705091
NTT_AustronesianSites,data/google-drive-pdfs/NTT_AustronesianSites.pdf,15,42913,0.00,2026-03-25T20:17:49.705376
Nattawut Usavagovitwong_Mentor Profile,data/google-drive-pdfs/Nattawut Usavagovitwong_Mentor Profile.pdf,4,4926,0.00,2026-03-25T20:17:49.705581
Natuna,data/google-drive-pdfs/Natuna.pdf,21,50582,0.00,2026-03-25T20:17:49.705885
Nekara_Makalamau_sebagai_material_cultur,data/google-drive-pdfs/Nekara_Makalamau_sebagai_material_cultur.pdf,10,21154,0.00,2026-03-25T20:17:49.706153
NeolithicMigrationIndonesia,data/google-drive-pdfs/NeolithicMigrationIndonesia.pdf,13,40287,0.00,2026-03-25T20:17:49.706432
NeolithicTasikmalaya_Lebak_Java,data/google-drive-pdfs/NeolithicTasikmalaya_Lebak_Java.pdf,8,18725,0.00,2026-03-25T20:17:49.706662
Neolithic_MinangaSipakko_Sulawesi,data/google-drive-pdfs/Neolithic_MinangaSipakko_Sulawesi.pdf,8,26716,0.00,2026-03-25T20:17:49.706941
New archaeological discoveries in north-central Timor-Leste indicate sociocultural adaptations to landscape change during the Holocene,data/google-drive-pdfs/New archaeological discoveries in north-central Timor-Leste indicate sociocultural adaptations to landscape change during the Holocene.pdf,35,85804,0.00,2026-03-25T20:17:49.707336
News_Using_the_length_of_the_2nd_to_4th_digit_rati,data/google-drive-pdfs/News_Using_the_length_of_the_2nd_to_4th_digit_rati.pdf,8,23355,0.00,2026-03-25T20:17:49.707586
NiasMapEnglish,data/google-drive-pdfs/NiasMapEnglish.pdf,1,11324,0.00,2026-03-25T20:17:49.707767
NorthMaluku_PleistoceneHolocene_Caves,data/google-drive-pdfs/NorthMaluku_PleistoceneHolocene_Caves.pdf,12,49645,0.00,2026-03-25T20:17:49.708173
OConnor2006UnpackingISEANeolithic,data/google-drive-pdfs/OConnor2006UnpackingISEANeolithic.pdf,32,102569,0.00,2026-03-25T20:17:49.708581
OConnoretal.2017-CAJ_ideology_ritual_Kisar,data/google-drive-pdfs/OConnoretal.2017-CAJ_ideology_ritual_Kisar.pdf,18,45861,0.00,2026-03-25T20:17:49.708860
Observations_on_the_Northern_Moluccan_excavated_an,data/google-drive-pdfs/Observations_on_the_Northern_Moluccan_excavated_an.pdf,33,79824,0.00,2026-03-25T20:17:49.709207
Obsidian_SEAsia,data/google-drive-pdfs/Obsidian_SEAsia.pdf,9,62915,0.00,2026-03-25T20:17:49.709518
Okupasi Dolina Kidang 121219 small,data/google-drive-pdfs/Okupasi Dolina Kidang 121219 small.pdf,202,0,0.00,2026-03-25T20:17:49.709829
Oldest_human_occupation_of_Wallacea_at_Laili_Cave_,data/google-drive-pdfs/Oldest_human_occupation_of_Wallacea_at_Laili_Cave_.pdf,16,76403,0.00,2026-03-25T20:17:49.710195
OnoPawlik2024_ThePrehistoryofHumanMigration_IntechOpen_105160,data/google-drive-pdfs/OnoPawlik2024_ThePrehistoryofHumanMigration_IntechOpen_105160.pdf,185,475655,0.00,2026-03-25T20:17:49.711618
Onto_Bantaeng_Sul,data/google-drive-pdfs/Onto_Bantaeng_Sul.pdf,15,40921,0.00,2026-03-25T20:17:49.711943
Osteobiografi_Rangka_Manusia_Situs_Liang_Bangkai_1,data/google-drive-pdfs/Osteobiografi_Rangka_Manusia_Situs_Liang_Bangkai_1.pdf,21,57790,0.00,2026-03-25T20:17:49.712280
"Out of Africa I The First Hominin Colonization of Eurasia (Meave Leakey, Lars Werdelin (auth.) etc.) (z-lib.org)","data/google-drive-pdfs/Out of Africa I The First Hominin Colonization of Eurasia (Meave Leakey, Lars Werdelin (auth.) etc.) (z-lib.org).pdf",304,1353036,0.00,2026-03-25T20:17:49.715504
OutofAfricaintoAsiaRoutes,data/google-drive-pdfs/OutofAfricaintoAsiaRoutes.pdf,14,114785,0.00,2026-03-25T20:17:49.715962
OutofTaiwan_austronesian_LiangdaoMan,data/google-drive-pdfs/OutofTaiwan_austronesian_LiangdaoMan.pdf,11,55548,0.00,2026-03-25T20:17:49.716447
PAy_Neolithic,data/google-drive-pdfs/PAy_Neolithic.pdf,23,51475,0.00,2026-03-25T20:17:49.716719
PELESTARIAN_GUA-GUA_PRASEJARAH_DI_KAWASAN_KARST_SA-2,data/google-drive-pdfs/PELESTARIAN_GUA-GUA_PRASEJARAH_DI_KAWASAN_KARST_SA-2.pdf,12,37011,0.00,2026-03-25T20:17:49.717017
PELESTARIAN_GUA-GUA_PRASEJARAH_DI_KAWASAN_KARST_SA,data/google-drive-pdfs/PELESTARIAN_GUA-GUA_PRASEJARAH_DI_KAWASAN_KARST_SA.pdf,12,37581,0.00,2026-03-25T20:17:49.717291
PENELITIAN-SITUS-GUA-HUNIAN-DI-KAWASAN-KARST-MANTEWE-KABUPATEN-TANAH-BUMBU-KALIMANTAN-SELATAN-,data/google-drive-pdfs/PENELITIAN-SITUS-GUA-HUNIAN-DI-KAWASAN-KARST-MANTEWE-KABUPATEN-TANAH-BUMBU-KALIMANTAN-SELATAN-.pdf,18,0,0.00,2026-03-25T20:17:49.717570
PT-Semen-ENG,data/google-drive-pdfs/PT-Semen-ENG.pdf,21,42894,0.00,2026-03-25T20:17:49.717900
PacitanSites,data/google-drive-pdfs/PacitanSites.pdf,9,29908,0.00,2026-03-25T20:17:49.718103
PainHakka_flores_Neolithic,data/google-drive-pdfs/PainHakka_flores_Neolithic.pdf,18,46178,0.00,2026-03-25T20:17:49.718378
"Painted Sites, Sacred Sites_NHT","data/google-drive-pdfs/Painted Sites, Sacred Sites_NHT.pdf",576,797772,0.00,2026-03-25T20:17:49.720524
Palaeoenvironments_and_hominin_evolutionary_dynami,data/google-drive-pdfs/Palaeoenvironments_and_hominin_evolutionary_dynami.pdf,14,73881,0.00,2026-03-25T20:17:49.721043
Palaeolithic_seafaring_in_East_Asia_testing_the_ba,data/google-drive-pdfs/Palaeolithic_seafaring_in_East_Asia_testing_the_ba.pdf,18,43200,0.00,2026-03-25T20:17:49.721308
Paleoenvironmental Conditions Paleolithic Java,data/google-drive-pdfs/Paleoenvironmental Conditions Paleolithic Java.pdf,8,34024,0.00,2026-03-25T20:17:49.721558
Paleolithic Fauna,data/google-drive-pdfs/Paleolithic Fauna.pdf,6,35007,0.00,2026-03-25T20:17:49.721763
PaleolithicChronologyIndonesia,data/google-drive-pdfs/PaleolithicChronologyIndonesia.pdf,4,28287,0.00,2026-03-25T20:17:49.721998
Pasemah_StoneBurial,data/google-drive-pdfs/Pasemah_StoneBurial.pdf,15,27771,0.00,2026-03-25T20:17:49.722243
