candidate_type,dataset,SITE_SOURCE_ID_1,SITE_NAME_1,LONGITUDE_1,LATITUDE_1,SITE_SOURCE_ID_2,SITE_NAME_2,LONGITUDE_2,LATITUDE_2,notes
cross_dataset_same_coords,V3+V4,afbcbeed-4f95-4b5e-ab37-521ab783ea9b,Leang Barajarang,119.690833,-4.971667,afbcbeed-4f95-4b5e-ab37-521ab783ea9b, Leang Barajarang                  ,119.690833,-4.971667,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,6665480f-88ab-43d8-8c44-ad030494dab1,Leang Batabatae,119.647917,-4.99075,6665480f-88ab-43d8-8c44-ad030494dab1, Leang Batabatae                   ,119.647917,-4.99075,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,1e111169-3499-473a-9d2e-f44e6adf4376,Leang Balimukang,119.658333,-4.999444,1e111169-3499-473a-9d2e-f44e6adf4376, Leang Balimukang                  ,119.658333,-4.999444,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,3b90ae8f-7edf-40f4-b62a-e66336f74b2d,Leang Batu Karope,119.6625,-4.995278,3b90ae8f-7edf-40f4-b62a-e66336f74b2d, Leang Batu Karope                 ,119.6625,-4.995278,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,a2d0894d-aa3f-46ac-b620-b00e02bea376,Leang Bara Tedong,119.685556,-4.980278,a2d0894d-aa3f-46ac-b620-b00e02bea376, Leang Bara Tedong                 ,119.685556,-4.980278,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,61de236b-8487-4d74-bb35-86dd7d0b28bc,Leang Bawię,119.602833,-4.847361,2cc6e9e9-0037-4618-afc9-e7c8d8f2adcd, Gua Bawię                         ,119.602833,-4.847361,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,61de236b-8487-4d74-bb35-86dd7d0b28bc,Leang Bawię,119.602833,-4.847361,61de236b-8487-4d74-bb35-86dd7d0b28bc, Leang Bawię                       ,119.602833,-4.847361,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,662503c4-35dc-4791-b182-28134c378954,Leang Bettue,119.668333,-4.989167,662503c4-35dc-4791-b182-28134c378954, Leang Bettue                      ,119.668333,-4.989167,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,a7f6b1a3-1cae-4e59-8748-9c716be765ed,Leang Bembe,119.653611,-4.999722,a7f6b1a3-1cae-4e59-8748-9c716be765ed, Leang Bembe                       ,119.653611,-4.999722,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,803663d7-cfd4-472e-bad0-9cd044cce691,Leang Boddong,119.642778,-4.994444,803663d7-cfd4-472e-bad0-9cd044cce691, Leang Boddong                     ,119.642778,-4.994444,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,4fd9a232-c764-4baf-a87d-04c51748ac30,Leang Botto,119.639472,-4.951778,4fd9a232-c764-4baf-a87d-04c51748ac30, Leang Botto                       ,119.639472,-4.951778,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,0506729e-0ead-4109-a229-fa23d5bc00e8,"Leang Burung I, II",119.666111,-5.002222,0506729e-0ead-4109-a229-fa23d5bc00e8," Leang Burung I, II                ",119.666111,-5.002222,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,4a93db9f-0208-43e3-bb92-fd714bb2120f,Leang Bulu Kamase,119.657389,-4.959389,4a93db9f-0208-43e3-bb92-fd714bb2120f, Leang Bulu Kamase                 ,119.657389,-4.959389,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,739ae6d5-e626-441a-90ab-8abb4c722993,Leang Tengngae,119.655806,-4.962556,739ae6d5-e626-441a-90ab-8abb4c722993, Leang Tengngae                    ,119.655806,-4.962556,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,739ae6d5-e626-441a-90ab-8abb4c722993,Leang Tengngae,119.655806,-4.962556,cb5d4508-9484-4df5-9d91-1db4430f2659, Leang Tenggae                     ,119.655806,-4.962556,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,265d41fb-6035-4e7e-8ca5-c7f821beb7fe,"Leang Bulu Sipong I, II",119.615833,-4.975833,265d41fb-6035-4e7e-8ca5-c7f821beb7fe," Leang Bulu Sipong I, II           ",119.615833,-4.975833,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,ba0fc6f5-d87c-41d6-bc97-679ec7f2fec7,Leang Bungaeja,119.646667,-4.955,ba0fc6f5-d87c-41d6-bc97-679ec7f2fec7, Leang Bungaeja                    ,119.646667,-4.955,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,36d18e0d-ec9c-4702-8f61-75504d91d66e,Leang Bulubatua,119.64,-4.991667,36d18e0d-ec9c-4702-8f61-75504d91d66e, Leang Bulubatua                   ,119.64,-4.991667,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,b2f2a72f-a7a1-43ac-94a4-6081fc0b77d9,Leang Cabbu,119.643889,-4.998056,b2f2a72f-a7a1-43ac-94a4-6081fc0b77d9, Leang Cabbu                       ,119.643889,-4.998056,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,caad30aa-9bf5-429e-afa2-2967a0c860c3,Leang Canggoreng,119.640278,-4.998056,caad30aa-9bf5-429e-afa2-2967a0c860c3, Leang Canggoreng                  ,119.640278,-4.998056,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,fd463f4b-8999-4307-b505-049e6251ca94,Leang Jarie,119.692778,-5.031111,fd463f4b-8999-4307-b505-049e6251ca94, Leang Jarie                       ,119.692778,-5.031111,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,c28d203e-e05c-409e-9ef7-02bfb6f894a3,Leang Jing,119.649528,-4.990889,c28d203e-e05c-409e-9ef7-02bfb6f894a3, Leang Jing                        ,119.649528,-4.990889,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,7e4ce0c8-5906-4b1c-ae69-85cb90354f61,Leang Karrasa,119.707222,-5.045,7e4ce0c8-5906-4b1c-ae69-85cb90354f61, Leang Karrasa                     ,119.707222,-5.045,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,130edb35-e3e2-4e67-88c3-9ee85c189173,Leang Lambattorang,119.667778,-4.97,130edb35-e3e2-4e67-88c3-9ee85c189173, Leang Lambattorang                ,119.667778,-4.97,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,224d8954-0236-4430-b854-26597dc525e3,Leang Lompoa,119.593056,-4.835556,fd9f9f2a-06ff-49b3-a1aa-379967f80ac6, Gua Lompoa                        ,119.593056,-4.835556,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,224d8954-0236-4430-b854-26597dc525e3,Leang Lompoa,119.593056,-4.835556,224d8954-0236-4430-b854-26597dc525e3, Leang Lompoa                      ,119.593056,-4.835556,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,d9d8ce66-a3e6-41f7-8c68-dad65b7b9013,Leang Mandauseng,119.642667,-4.951278,d9d8ce66-a3e6-41f7-8c68-dad65b7b9013, Leang Mandauseng                  ,119.642667,-4.951278,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,1ae869ea-958c-459f-9949-ac322cd8a773,Leang Paccepacce,119.643167,-4.987333,1ae869ea-958c-459f-9949-ac322cd8a773, Leang Paccepacce                  ,119.643167,-4.987333,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,35fecadc-96ec-4718-81dc-9121e6b93601,Leang Pettae,119.6725,-4.98,35fecadc-96ec-4718-81dc-9121e6b93601, Leang Pettae                      ,119.6725,-4.98,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,8c8afc22-6c5b-4707-aa66-a3b6ac3443b3,Leang Pabbuno Juku,119.700222,-4.961333,8c8afc22-6c5b-4707-aa66-a3b6ac3443b3, Leang Pabbuno Juku                ,119.700222,-4.961333,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,8324b7ad-628c-47b2-9562-e53a9b1efe61,Leang Petta Kere,119.676167,-4.978667,8324b7ad-628c-47b2-9562-e53a9b1efe61, Leang Petta Kere                  ,119.676167,-4.978667,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,0ef41c3e-50a7-4e3e-926a-d42bbdcbe7ff,Leang Pangie,119.663944,-5.000722,0ef41c3e-50a7-4e3e-926a-d42bbdcbe7ff, Leang Pangie                      ,119.663944,-5.000722,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,0d3dfe59-45e5-45fe-87b3-e0d5f58cccab,Leang Pajae,119.673333,-4.986667,0d3dfe59-45e5-45fe-87b3-e0d5f58cccab, Leang Pajae                       ,119.673333,-4.986667,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,27cf4d4f-360c-43b4-9adf-4f3b29c2f978,Leang Pannampu,119.654167,-4.955,27cf4d4f-360c-43b4-9adf-4f3b29c2f978, Leang Pannampu                    ,119.654167,-4.955,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,82baf75e-6a96-46c7-a1f1-89eba0ac10ad,Leang Pellenge,119.686194,-4.970833,82baf75e-6a96-46c7-a1f1-89eba0ac10ad, Leang Pellenge                    ,119.686194,-4.970833,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,f297f02a-8e49-4f9e-bfe6-032fca22069a,Leang Pucu,119.675694,-4.966333,f297f02a-8e49-4f9e-bfe6-032fca22069a, Leang Pucu                        ,119.675694,-4.966333,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,e1bd548d-f51e-422e-a868-a9e772e2a7c2,Leang Sampeang,119.990556,-4.998333,e1bd548d-f51e-422e-a868-a9e772e2a7c2, Leang Sampeang                    ,119.990556,-4.998333,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,1f11e542-224e-49de-bf97-d85f0a9faaa2,Leang Samongkeng I,119.664583,-4.980333,1f11e542-224e-49de-bf97-d85f0a9faaa2, Leang Samongkeng I                ,119.664583,-4.980333,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,f5e6545f-4fb2-44fe-bb87-552e40108b7f,Leang Samongkeng II,119.664278,-4.980667,f5e6545f-4fb2-44fe-bb87-552e40108b7f, Leang Samongkeng II               ,119.664278,-4.980667,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,ab16a91c-7ed9-452f-a797-02f5a594fc81,Leang Samongkeng III,119.662417,-4.980028,ab16a91c-7ed9-452f-a797-02f5a594fc81, Leang Samongkeng III              ,119.662417,-4.980028,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,62e87598-9555-4b06-b237-590acc487ae8,Leang Tampuang,119.742528,-5.035472,62e87598-9555-4b06-b237-590acc487ae8, Leang Tampuang                    ,119.742528,-5.035472,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,daffbe45-f16b-4fba-97f9-adaf4c7d972c,Leang Tanre,119.650222,-4.992778,daffbe45-f16b-4fba-97f9-adaf4c7d972c, Leang Tanre                       ,119.650222,-4.992778,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,b5d00171-f121-44b2-bd53-036ccb323a2b,Leang Timpuseng,119.66,-4.998889,b5d00171-f121-44b2-bd53-036ccb323a2b, Leang Timpuseng                   ,119.66,-4.998889,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,2519f097-9a16-41e9-a772-85bbe205d4ea,Leang Tinggi Ada,119.679306,-4.97825,2519f097-9a16-41e9-a772-85bbe205d4ea, Leang Tinggi Ada                  ,119.679306,-4.97825,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,cb5d4508-9484-4df5-9d91-1db4430f2659,Leang Tenggae,119.655806,-4.962556,739ae6d5-e626-441a-90ab-8abb4c722993, Leang Tengngae                    ,119.655806,-4.962556,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,cb5d4508-9484-4df5-9d91-1db4430f2659,Leang Tenggae,119.655806,-4.962556,cb5d4508-9484-4df5-9d91-1db4430f2659, Leang Tenggae                     ,119.655806,-4.962556,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,dcf89435-4d63-48b4-abe1-b3aa3f81458f,Leang Uluwae,119.673083,-4.984444,dcf89435-4d63-48b4-abe1-b3aa3f81458f, Leang Uluwae                      ,119.673083,-4.984444,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,1f8c60ff-eb56-41e8-a276-b61f5bc1be94,Leang Ulu Leang,119.6675,-4.991389,1f8c60ff-eb56-41e8-a276-b61f5bc1be94, Leang Ulu Leang                   ,119.6675,-4.991389,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,71f31c39-97da-41bc-ac2b-bf116657d7d4,Leang Wanuwae,119.68175,-4.966167,71f31c39-97da-41bc-ac2b-bf116657d7d4, Leang Wanuwae                     ,119.68175,-4.966167,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,47c9701e-eb0d-470b-9b82-0dab02ca4966,Timo'oni Stone Jars Site,120.291,-2.115083,47c9701e-eb0d-470b-9b82-0dab02ca4966, Timo'oni Stone Jars Site          ,120.291,-2.115083,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,3c9d4901-4462-488c-a163-30b0f51bec47,'Moni' Statue Megalithic Site,120.291583,-2.113833,3c9d4901-4462-488c-a163-30b0f51bec47, 'Moni' Statue Megalithic Site     ,120.291583,-2.113833,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,7d7dcaff-f235-4334-ae2c-85940c36ed46,'Anak Moni' Megalithic Statue Site,120.29075,-2.118361,7d7dcaff-f235-4334-ae2c-85940c36ed46, 'Anak Moni' Megalithic Statue Site,120.29075,-2.118361,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,ed34978c-9b34-4508-ad2a-3a1408439a01,Padang Vwal Site,120.279417,-2.100722,ed34978c-9b34-4508-ad2a-3a1408439a01, Padang Vwal Site                  ,120.279417,-2.100722,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,c1f36632-3324-4f63-9b22-2ca78e7431b4,To'ahoa Site,120.304472,-2.130222,c1f36632-3324-4f63-9b22-2ca78e7431b4, To'ahoa Site                      ,120.304472,-2.130222,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,2eb83de8-2d2a-421f-b1a2-abecf8e5f5ec,Padang Pobeloa Site,120.287806,-2.130028,2eb83de8-2d2a-421f-b1a2-abecf8e5f5ec, Padang Pobeloa Site               ,120.287806,-2.130028,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,49b6c0dd-91ad-47ee-a850-9833b251ecbd,Pehaha' Site,120.299028,-2.163056,49b6c0dd-91ad-47ee-a850-9833b251ecbd, Pehaha' Site                      ,120.299028,-2.163056,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,17097d5e-2d3b-4cdc-a8a4-3347a5366bb8,Dodolo 'Lolihi Kontara' Site,120.273778,-2.107944,17097d5e-2d3b-4cdc-a8a4-3347a5366bb8, Dodolo 'Lolihi Kontara' Site      ,120.273778,-2.107944,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,abe0062a-e66e-46cb-a92a-24c017a834cf,Bangko 'Watu Werani' Site,120.210972,-2.1165,abe0062a-e66e-46cb-a92a-24c017a834cf, Bangko 'Watu Werani' Site         ,120.210972,-2.1165,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,5aa3257f-2a70-4f03-8317-9c133a2ce99f,Bangko Stone Jar Site,120.204222,-2.125694,5aa3257f-2a70-4f03-8317-9c133a2ce99f, Bangko Stone Jar Site             ,120.204222,-2.125694,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,c1cc7b2e-571e-4b75-8619-d4e1447183e9,Tedeboe Site,120.293361,-2.15075,c1cc7b2e-571e-4b75-8619-d4e1447183e9, Tedeboe Site                      ,120.293361,-2.15075,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,8ef595c2-7fca-4029-bb47-cdb23ba94826,Pada’ Powoliaha’a Site,120.34345,-2.176414,8ef595c2-7fca-4029-bb47-cdb23ba94826, Pada’ Powoliaha’a Site            ,120.34345,-2.176414,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,7b2bcb42-c3e8-4435-838c-b6bba2eb22c8,Padang (Pada’) Toroah Site,120.582806,-2.344306,7b2bcb42-c3e8-4435-838c-b6bba2eb22c8, Padang (Pada’) Toroah Site        ,120.582806,-2.344306,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,d7e0eace-7bd1-477e-a019-d519d5e0518b,Dudumunir Cave,132.54825,-2.65,d7e0eace-7bd1-477e-a019-d519d5e0518b, Dudumunir Cave                    ,132.54825,-2.65,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,d27cce04-4ad6-4ae0-90aa-73c44f623d88,Matutuo Arguni Site,132.550167,-2.654306,d27cce04-4ad6-4ae0-90aa-73c44f623d88, Matutuo Arguni Site               ,132.550167,-2.654306,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,99778857-a4be-4584-99f2-4c0185112d8c,Mampoga Site,132.562361,-2.655083,99778857-a4be-4584-99f2-4c0185112d8c, Mampoga Site                      ,132.562361,-2.655083,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,011847dd-340e-43c6-97b1-fbc55c184b04,Pintunis Site,132.562917,-2.656806,011847dd-340e-43c6-97b1-fbc55c184b04, Pintunis Site                     ,132.562917,-2.656806,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,b923cc36-705a-43b1-b2fd-a66a92656fbf,Andarewa Cave,132.727917,-2.823444,b923cc36-705a-43b1-b2fd-a66a92656fbf, Andarewa Cave                     ,132.727917,-2.823444,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,af549f60-864b-4baa-aca7-9f6ce046b473,Afofo Site,132.667528,-2.760111,af549f60-864b-4baa-aca7-9f6ce046b473, Afofo Site                        ,132.667528,-2.760111,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,874598b1-7a30-4d76-935c-d3a28d428f91,Kunu'u Site,132.659139,-2.750944,874598b1-7a30-4d76-935c-d3a28d428f91, Kunu'u Site                       ,132.659139,-2.750944,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,479f3b75-a23d-4e6d-8a85-277d50a8a412,Ota Site,132.639583,-2.726056,479f3b75-a23d-4e6d-8a85-277d50a8a412, Ota Site                          ,132.639583,-2.726056,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,78c82062-705d-4b5f-b352-f995f9aba422,Aisosoauwata Site,132.638361,-2.726056,78c82062-705d-4b5f-b352-f995f9aba422, Aisosoauwata Site                 ,132.638361,-2.726056,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,3475533c-5859-4831-a1be-dccce3dc4c3d,Sora'a Site,132.631972,-2.723389,3475533c-5859-4831-a1be-dccce3dc4c3d, Sora'a Site                       ,132.631972,-2.723389,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,572dbd29-8eb5-4a54-b89c-33aa8b66a481,Sosoraweru Cave,132.629972,-2.724083,572dbd29-8eb5-4a54-b89c-33aa8b66a481, Sosoraweru Cave                   ,132.629972,-2.724083,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,27f12f47-832f-415f-9b40-aa6e2197143a,Damir Site,132.619472,-2.714917,27f12f47-832f-415f-9b40-aa6e2197143a, Damir Site                        ,132.619472,-2.714917,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,45648f58-1a6d-48f3-80d4-8782de58b527,Bosu'umata Site,132.586444,-2.692306,45648f58-1a6d-48f3-80d4-8782de58b527, Bosu'umata Site                   ,132.586444,-2.692306,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,0ea2a7a0-6346-4b99-bcc5-d11cd30e8ba7,Wamaraim Site,132.540417,-2.683278,0ea2a7a0-6346-4b99-bcc5-d11cd30e8ba7, Wamaraim Site                     ,132.540417,-2.683278,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,a5274e06-44ab-46ca-91cf-cb51501baed1,Tapuraramo Site,132.496222,-2.66975,a5274e06-44ab-46ca-91cf-cb51501baed1, Tapuraramo Site                   ,132.496222,-2.66975,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,a5274e06-44ab-46ca-91cf-cb51501baed1,Tapuraramo Site,132.496222,-2.66975,9ba805bb-3d13-4657-b921-93d3a415307d, Kokuit Uatmata Site               ,132.496222,-2.66975,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,9ba805bb-3d13-4657-b921-93d3a415307d,Kokuit Uatmata Site,132.496222,-2.66975,a5274e06-44ab-46ca-91cf-cb51501baed1, Tapuraramo Site                   ,132.496222,-2.66975,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,9ba805bb-3d13-4657-b921-93d3a415307d,Kokuit Uatmata Site,132.496222,-2.66975,9ba805bb-3d13-4657-b921-93d3a415307d, Kokuit Uatmata Site               ,132.496222,-2.66975,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,33fac640-2b19-4db9-8ba5-54c383bdc85f,Tanjung Bitsyari Site,133.819501,-3.715711,33fac640-2b19-4db9-8ba5-54c383bdc85f, Tanjung Bitsyari Site             ,133.819501,-3.715711,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,95f3bad2-7291-4957-8a5f-923023c5c118,Tanjung Bitsyari 2 Site,133.824119,-3.702765,95f3bad2-7291-4957-8a5f-923023c5c118, Tanjung Bitsyari 2 Site           ,133.824119,-3.702765,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,1628cf03-693c-413f-adf7-afc9747cce2b,Tanjung Bitsyari 3 Site,133.818179,-3.720982,1628cf03-693c-413f-adf7-afc9747cce2b, Tanjung Bitsyari 3 Site           ,133.818179,-3.720982,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,94eae4d8-3d13-4d08-ae7b-b794c165fb5e,Emok Tum Archaeological Site,140.453367,-4.836067,94eae4d8-3d13-4d08-ae7b-b794c165fb5e, Emok Tum Archaeological Site      ,140.453367,-4.836067,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,94eae4d8-3d13-4d08-ae7b-b794c165fb5e,Emok Tum Archaeological Site,140.453367,-4.836067,ef260956-2d2f-4473-a6e6-3f07ec5cf2ea, Apuk Tum Archaeological Site      ,140.453367,-4.836067,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,ef260956-2d2f-4473-a6e6-3f07ec5cf2ea,Apuk Tum Archaeological Site,140.453367,-4.836067,94eae4d8-3d13-4d08-ae7b-b794c165fb5e, Emok Tum Archaeological Site      ,140.453367,-4.836067,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,ef260956-2d2f-4473-a6e6-3f07ec5cf2ea,Apuk Tum Archaeological Site,140.453367,-4.836067,ef260956-2d2f-4473-a6e6-3f07ec5cf2ea, Apuk Tum Archaeological Site      ,140.453367,-4.836067,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,bc60b8a4-c109-498b-bdc0-7c4faec911ca,Tengnon Buk Archaeological Site,140.467583,-4.834467,bc60b8a4-c109-498b-bdc0-7c4faec911ca, Tengnon Buk Archaeological Site   ,140.467583,-4.834467,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,b0ae00cf-313c-4c1c-a55a-b3d7f002192e,"""Gua Maria""",140.648917,-4.92015,b0ae00cf-313c-4c1c-a55a-b3d7f002192e," """"""Gua Maria""""""                   ",140.648917,-4.92015,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,70ed9a9f-d793-411a-86d1-2d92913ae913,Mimal Katop Archaeological Site,140.63755,-4.920733,70ed9a9f-d793-411a-86d1-2d92913ae913, Mimal Katop Archaeological Site   ,140.63755,-4.920733,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,e6ba0b88-23f0-4759-ae20-1b3c4b4f31c2,Mengdal Buk,140.61895,-4.8949,e6ba0b88-23f0-4759-ae20-1b3c4b4f31c2, Mengdal Buk                       ,140.61895,-4.8949,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,728d35b7-497a-4e23-b6fd-b0d475b84b2b,Batom Buk Archaeological Site,140.544417,-4.876167,728d35b7-497a-4e23-b6fd-b0d475b84b2b, Batom Buk Archaeological Site     ,140.544417,-4.876167,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,7a5226c9-1ce6-4616-81d4-5b079a5a2df8,Set Bip Archaeological Site,140.537117,-4.8751,7a5226c9-1ce6-4616-81d4-5b079a5a2df8, Set Bip Archaeological Site       ,140.537117,-4.8751,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,9480fc88-695e-4e12-83b9-1c41c95f8045,Mer Buk Archaeological Site,140.518617,-4.8705,9480fc88-695e-4e12-83b9-1c41c95f8045, Mer Buk Archaeological Site       ,140.518617,-4.8705,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,04a9f65d-ee61-40e7-ae86-554a5a4f3a89,Tanjung Ucokwa Megalithic Site,140.601972,-2.448944,04a9f65d-ee61-40e7-ae86-554a5a4f3a89, Tanjung Ucokwa Megalithic Site    ,140.601972,-2.448944,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,04a9f65d-ee61-40e7-ae86-554a5a4f3a89,Tanjung Ucokwa Megalithic Site,140.601972,-2.448944,fa4bb914-a226-40aa-bc1e-260d5b3a78fe, Yasodia Site                      ,140.601972,-2.448944,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,7d2b0b74-3077-4afa-9a13-2f354023def2,Ormu Negeibe Stone Chair,140.559889,-2.448583,7d2b0b74-3077-4afa-9a13-2f354023def2, Ormu Negeibe Stone Chair          ,140.559889,-2.448583,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,7d2b0b74-3077-4afa-9a13-2f354023def2,Ormu Negeibe Stone Chair,140.559889,-2.448583,8aa4aa94-bf2c-4086-9a25-549c2b0a34d8, Yarkwaco Site                     ,140.559889,-2.448583,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,8aa4aa94-bf2c-4086-9a25-549c2b0a34d8,Yarkwaco Site,140.559889,-2.448583,7d2b0b74-3077-4afa-9a13-2f354023def2, Ormu Negeibe Stone Chair          ,140.559889,-2.448583,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,8aa4aa94-bf2c-4086-9a25-549c2b0a34d8,Yarkwaco Site,140.559889,-2.448583,8aa4aa94-bf2c-4086-9a25-549c2b0a34d8, Yarkwaco Site                     ,140.559889,-2.448583,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,bdafeac8-58aa-4ce0-919a-ede823cc0c9c,Wanyamdara Site,140.551222,-2.453528,bdafeac8-58aa-4ce0-919a-ede823cc0c9c, Wanyamdara Site                   ,140.551222,-2.453528,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,60dd154f-1c16-496f-9fb0-272721ffccef,Peunoudia Site,140.411,-2.412194,60dd154f-1c16-496f-9fb0-272721ffccef, Peunoudia Site                    ,140.411,-2.412194,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,60dd154f-1c16-496f-9fb0-272721ffccef,Peunoudia Site,140.411,-2.412194,addaeb9b-445b-4047-8229-0ffd4fc237d7, Peunoudia Site                    ,140.411,-2.412194,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,addaeb9b-445b-4047-8229-0ffd4fc237d7,Peunoudia Site,140.411,-2.412194,60dd154f-1c16-496f-9fb0-272721ffccef, Peunoudia Site                    ,140.411,-2.412194,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,addaeb9b-445b-4047-8229-0ffd4fc237d7,Peunoudia Site,140.411,-2.412194,addaeb9b-445b-4047-8229-0ffd4fc237d7, Peunoudia Site                    ,140.411,-2.412194,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,fa4bb914-a226-40aa-bc1e-260d5b3a78fe,Yasodia Site,140.601972,-2.448944,04a9f65d-ee61-40e7-ae86-554a5a4f3a89, Tanjung Ucokwa Megalithic Site    ,140.601972,-2.448944,Same coordinates across datasets
cross_dataset_same_coords,V3+V4,fa4bb914-a226-40aa-bc1e-260d5b3a78fe,Yasodia Site,140.601972,-2.448944,fa4bb914-a226-40aa-bc1e-260d5b3a78fe, Yasodia Site                      ,140.601972,-2.448944,Same coordinates across datasets
